_id,code,actualController,actualControllerType
5f4adead2018c1179b9dd692,600999,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd695,601002,蔡林玉华、蔡晋彰、蔡永龙、蔡雯婷,个人
5f4adead2018c1179b9dd6a2,601019,山东省人民政府,地方政府
5f4adead2018c1179b9dd6aa,601069,新疆维吾尔自治区人民政府国有资产监督管委员会,地方政府
5f4adead2018c1179b9dd6da,601236,中国烟草总公司,中央国有企业
5f4adead2018c1179b9dd6ec,601375,河南省财政厅,地方政府
5f4adead2018c1179b9dd6ed,601377,福建省财政厅,地方政府
5f4adead2018c1179b9dd644,600870,王玲玲,个人
5f4adead2018c1179b9dd64c,600879,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd651,600884,郑永刚,个人
5f4adead2018c1179b9dd655,600888,张新,个人
5f4adead2018c1179b9dd65a,600894,广州市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd663,600909,安徽省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd664,600917,重庆市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd696,601003,广西壮族自治区国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6a8,601066,FALSE,
5f4adead2018c1179b9dd6c1,601158,重庆市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6d0,601212,FALSE,
5f4adead2018c1179b9dd6d3,601222,陆永华,个人
5f4adead2018c1179b9dd6e7,601339,杨卫新、杨卫国,个人
5f4adead2018c1179b9dd639,600859,北京市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd63e,600864,哈尔滨市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd64f,600882,柴琇,个人
5f4adead2018c1179b9dd669,600929,湖南省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd67b,600973,中国航空工业集团有限公司,中央国有企业
5f4adead2018c1179b9dd689,600988,赵美光,个人
5f4adead2018c1179b9dd69b,601009,FALSE,
5f4adead2018c1179b9dd6b3,601107,四川省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6b4,601108,浙江省财政厅,地方政府
5f4adead2018c1179b9dd6d6,601228,广州市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6ee,601388,黄崇胜,个人
5f4adead2018c1179b9dd63b,600861,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd649,600875,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd64d,600880,成都市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd654,600887,FALSE,
5f4adead2018c1179b9dd66b,600936,广西广播电视台,地方政府
5f4adead2018c1179b9dd671,600961,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd677,600968,中国海洋石油集团有限公司,中央国有企业
5f4adead2018c1179b9dd697,601005,中国宝武钢铁集团有限公司、重庆战略性新兴产业股权投资基金合伙企业,个人
5f4adead2018c1179b9dd6af,601099,FALSE,
5f4adead2018c1179b9dd6b7,601116,陈念慈,个人
5f4adead2018c1179b9dd6bd,601137,谢识才,个人
5f4adead2018c1179b9dd6ca,601188,黑龙江省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6e4,601330,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd633,600853,黑龙江省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd662,600908,FALSE,
5f4adead2018c1179b9dd678,600969,郴州市人民政府,地方政府
5f4adead2018c1179b9dd679,600970,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd682,600981,江苏省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd685,600984,陕西省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd694,601001,山西省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd69f,601015,李保平,个人
5f4adead2018c1179b9dd6c4,601166,FALSE,
5f4adead2018c1179b9dd6d7,601229,FALSE,
5f4adead2018c1179b9dd637,600857,徐柏良,个人
5f4adead2018c1179b9dd63a,600860,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd642,600868,FALSE,
5f4adead2018c1179b9dd652,600885,郭满金,个人
5f4adead2018c1179b9dd660,600901,江苏省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd681,600980,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd68f,600996,贵州广播电视台,地方政府
5f4adead2018c1179b9dd691,600998,刘宝林,个人
5f4adead2018c1179b9dd6a3,601020,刘建军,个人
5f4adead2018c1179b9dd6b8,601117,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6cd,601200,上海市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6d1,601216,杜江涛,个人
5f4adead2018c1179b9dd6e3,601328,FALSE,
5f4adead2018c1179b9dd630,600848,上海市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd634,600854,春兰,个人
5f4adead2018c1179b9dd647,600873,孟庆山、王爱军、何君,个人
5f4adead2018c1179b9dd64a,600876,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd64b,600877,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd657,600890,呼健,个人
5f4adead2018c1179b9dd65e,600898,黄光裕,个人
5f4adead2018c1179b9dd661,600903,刘江,个人
5f4adead2018c1179b9dd666,600919,FALSE,
5f4adead2018c1179b9dd66d,600956,河北省国资委,地方国资委
5f4adead2018c1179b9dd683,600982,宁波市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd68a,600989,党彦宝,个人
5f4adead2018c1179b9dd69c,601010,FALSE,
5f4adead2018c1179b9dd6a0,601016,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6a4,601021,王正华,个人
5f4adead2018c1179b9dd6ab,601077,FALSE,
5f4adead2018c1179b9dd6ad,601088,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6b1,601101,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6b2,601106,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6c8,601179,国务院国有资产监管管理委员会,国资委
5f4adead2018c1179b9dd6d2,601218,包士金,个人
5f4adead2018c1179b9dd6d8,601231,"张虔生,张洪本兄弟",个人
5f4adead2018c1179b9dd63d,600863,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd63f,600865,陈桂花、王水福,个人
5f4adead2018c1179b9dd640,600866,广东省人民政府,地方政府
5f4adead2018c1179b9dd641,600867,李一奎、王殿铎,个人
5f4adead2018c1179b9dd65c,600896,密春雷,个人
5f4adead2018c1179b9dd665,600918,山东省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd670,600960,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd68b,600990,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd698,601006,中国国家铁路集团有限公司,中央国有企业
5f4adead2018c1179b9dd6ae,601098,湖南省人民政府,地方政府
5f4adead2018c1179b9dd6e5,601333,中国国家铁路集团有限公司,中央国有企业
5f4adead2018c1179b9dd63c,600862,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd64e,600881,长春市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd672,600962,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd67f,600978,刘绍喜,个人
5f4adead2018c1179b9dd687,600986,刘锋杰,个人
5f4adead2018c1179b9dd69e,601012,李振国、李喜燕,个人
5f4adead2018c1179b9dd6a1,601018,浙江省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6b9,601118,海南省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6ba,601126,杨奇逊、王绪昭,个人
5f4adead2018c1179b9dd6d4,601225,陕西省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6de,601298,青岛市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6e8,601360,周鸿祎,个人
5f4adead2018c1179b9dd653,600886,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd656,600889,南京市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd66e,600958,FALSE,
5f4adead2018c1179b9dd67e,600977,中国电影集团公司,中央国有企业
5f4adead2018c1179b9dd686,600985,安徽省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd690,600997,河北省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6b0,601100,汪立平、钱佩新、汪奇,个人
5f4adead2018c1179b9dd6b5,601111,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6bf,601139,深圳市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6eb,601369,西安市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd635,600855,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd658,600892,周镇科,个人
5f4adead2018c1179b9dd659,600893,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd65f,600900,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd66a,600933,张建成,个人
5f4adead2018c1179b9dd66f,600959,江苏省人民政府,地方政府
5f4adead2018c1179b9dd675,600966,黄志源,个人
5f4adead2018c1179b9dd684,600983,WhirlpoolCorporation,境外
5f4adead2018c1179b9dd6a9,601068,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6bb,601127,张兴海,个人
5f4adead2018c1179b9dd6bc,601128,FALSE,
5f4adead2018c1179b9dd6be,601138,FALSE,
5f4adead2018c1179b9dd6c2,601162,FALSE,
5f4adead2018c1179b9dd6c7,601177,杭州市萧山区财政局,地方政府
5f4adead2018c1179b9dd6d5,601226,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd702,601601,FALSE,
5f4adead2018c1179b9dd70c,601628,中华人民共和国财政部,中央国家机关
5f4adead2018c1179b9dd73d,601898,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd74e,601968,中国宝武钢铁集团有限公司,中央国有企业
5f4adead2018c1179b9dd756,601992,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd709,601616,赵淑文,个人
5f4adead2018c1179b9dd6f6,601518,吉林省交通运输厅,地方政府
5f4adead2018c1179b9dd70d,601633,魏建军,个人
5f4adead2018c1179b9dd71b,601717,河南省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd722,601789,宁波市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd726,601801,安徽省人民政府,地方政府
5f4adead2018c1179b9dd73a,601886,刘载望、富海霞,个人
5f4adead2018c1179b9dd73b,601888,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd767,603013,国家开发投资集团有限公司,中央国有企业
5f4adead2018c1179b9dd76d,603020,魏中浩,个人
5f4adead2018c1179b9dd76e,603021,山东省人民政府,地方政府
5f4adead2018c1179b9dd6fa,601567,郑坚江、何意菊,个人
5f4adead2018c1179b9dd70a,601618,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd718,601698,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd724,601799,周晓萍,个人
5f4adead2018c1179b9dd72f,601858,中国科学院控股有限公司,中央国有企业
5f4adead2018c1179b9dd73c,601890,陶安祥、陶兴、施建华、陶媛,个人
5f4adead2018c1179b9dd6f3,601500,周海江、周耀庭、周海燕、刘连红、顾萃,个人
5f4adead2018c1179b9dd6f7,601519,张长虹,个人
5f4adead2018c1179b9dd6f5,601515,黄晓鹏、黄晓佳、黄炳文,个人
5f4adead2018c1179b9dd6fb,601577,FALSE,
5f4adead2018c1179b9dd719,601699,山西省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd742,601916,FALSE,
5f4adead2018c1179b9dd75d,603002,GraceTsuHanWong、王文洋,个人
5f4adead2018c1179b9dd762,603008,陈阿裕,个人
5f4adead2018c1179b9dd764,603010,高献国、高峰、郑国富、高远夏、高强,个人
5f4adead2018c1179b9dd769,603016,赵汉新、赵敏海,个人
5f4adead2018c1179b9dd707,601611,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd714,601678,FALSE,
5f4adead2018c1179b9dd745,601928,江苏省人民政府,地方政府
5f4adead2018c1179b9dd725,601800,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6f9,601566,林聪颖,个人
5f4adead2018c1179b9dd72c,601828,车建兴,个人
5f4adead2018c1179b9dd73e,601899,福建省上杭县国资委,地方国资委
5f4adead2018c1179b9dd743,601918,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd746,601929,吉林广播电视台,地方政府
5f4adead2018c1179b9dd74b,601958,陕西省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd766,603012,石华辉,个人
5f4adead2018c1179b9dd700,601599,钱文龙,个人
5f4adead2018c1179b9dd70b,601619,陈波,个人
5f4adead2018c1179b9dd710,601666,河南省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd711,601668,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd717,601696,FALSE,
5f4adead2018c1179b9dd729,601816,中国国家铁路集团有限公司,中央国有企业
5f4adead2018c1179b9dd750,601975,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd75e,603003,徐增增、刘策、刘振光,个人
5f4adead2018c1179b9dd761,603007,肖国强,个人
5f4adead2018c1179b9dd76a,603017,冯正功,个人
5f4adead2018c1179b9dd6f1,601399,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd6f0,601398,FALSE,
5f4adead2018c1179b9dd6ff,601598,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd712,601669,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd713,601677,马廷义,个人
5f4adead2018c1179b9dd71e,601766,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd720,601778,李仙德、陈康平、李仙华,个人
5f4adead2018c1179b9dd721,601788,中华人民共和国国务院,中央国家机关
5f4adead2018c1179b9dd72d,601838,FALSE,
5f4adead2018c1179b9dd730,601860,FALSE,
5f4adead2018c1179b9dd73f,601900,广东省人民政府,地方政府
5f4adead2018c1179b9dd74f,601969,郭广昌,个人
5f4adead2018c1179b9dd755,601991,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd75a,601999,辽宁省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6f4,601512,苏州工业园区国有资产控股发展有限公司,地方国资委
5f4adead2018c1179b9dd6fe,601595,上海市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd733,601869,FALSE,
5f4adead2018c1179b9dd744,601919,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd747,601933,FALSE,
5f4adead2018c1179b9dd748,601939,中国投资有限责任公司,中央国有企业
5f4adead2018c1179b9dd749,601949,中国出版集团有限公司,中央国有企业
5f4adead2018c1179b9dd757,601996,刘一川,个人
5f4adead2018c1179b9dd765,603011,严建文,个人
5f4adead2018c1179b9dd6f8,601555,苏州市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd6ef,601390,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd701,601600,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd705,601608,财政部,个人
5f4adead2018c1179b9dd71c,601718,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd727,601808,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd731,601865,阮洪良,个人
5f4adead2018c1179b9dd732,601866,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd734,601872,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd754,601990,南京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd75f,603005,FALSE,
5f4adead2018c1179b9dd76b,603018,FALSE,
5f4adead2018c1179b9dd76c,603019,中国科学院计算技术研究所,中央国家机关
5f4adead2018c1179b9dd6fc,601579,金良顺,个人
5f4adead2018c1179b9dd708,601615,吴玲、张传卫、张瑞,个人
5f4adead2018c1179b9dd723,601798,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd72b,601827,重庆市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd74c,601965,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd751,601985,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd753,601989,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd75b,603000,人民日报社,中央国有企业
5f4adead2018c1179b9dd75c,603001,王振滔,个人
5f4adead2018c1179b9dd704,601607,上海市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd74a,601952,江苏省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd759,601998,中华人民共和国财政部,中央国家机关
5f4adead2018c1179b9dd6fd,601588,北京市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd706,601609,楼国强、陆小咪、楼城,个人
5f4adead2018c1179b9dd71f,601777,尹明善、尹索微、尹喜地、陈巧凤,个人
5f4adead2018c1179b9dd728,601811,四川省政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd72e,601857,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd737,601880,招商局集团有限公司,地方政府
5f4adead2018c1179b9dd740,601901,中华人民共和国教育部,中央国家机关
5f4adead2018c1179b9dd741,601908,冯焕培、范朝霞,个人
5f4adead2018c1179b9dd70e,601636,俞其兵,个人
5f4adead2018c1179b9dd71d,601727,上海市国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd72a,601818,中央汇金投资有限责任公司,中央国有企业
5f4adead2018c1179b9dd735,601877,南存辉,个人
5f4adead2018c1179b9dd736,601878,浙江省交通投资集团有限公司,地方国有企业
5f4adead2018c1179b9dd738,601881,中央汇金投资有限责任公司,中央国有企业
5f4adead2018c1179b9dd758,601997,FALSE,
5f4adead2018c1179b9dd760,603006,徐涛明、吉蔚娣,个人
5f4adead2018c1179b9dd703,601606,安徽省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd70f,601658,中国邮政集团有限公司,中央国有企业
5f4adead2018c1179b9dd715,601688,江苏省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd716,601689,邬建树,个人
5f4adead2018c1179b9dd71a,601700,范建刚,个人
5f4adead2018c1179b9dd74d,601966,王希成、王锋、王琳、张光英,个人
5f4adead2018c1179b9dd768,603015,周珊珊、熊钰麟,个人
5f4adead2018c1179b9dd6f2,601456,无锡市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd739,601882,张静章、张剑鸣、张静来、钱耀恩,个人
5f4adead2018c1179b9dd752,601988,中国投资有限责任公司,中央国有企业
5f4adead2018c1179b9dd763,603009,靳坤,个人
5f4adead2018c1179b9dd7a6,603106,江浩然,个人
5f4adead2018c1179b9dd7a9,603110,樊家驹、朱君斐,个人
5f4adead2018c1179b9dd7c9,603180,温建怀、潘孝贞,个人
5f4adead2018c1179b9dd7dc,603217,刘修华,个人
5f4adead2018c1179b9dd7f2,603268,陈建华、范红卫,个人
5f4adead2018c1179b9dd807,603313,倪张根,个人
5f4adead2018c1179b9dd813,603328,李铭浚、李永强、李永胜,个人
5f4adead2018c1179b9dd818,603333,李广胜,个人
5f4adead2018c1179b9dd821,603353,赵忠、晏喜明、赵尊铭,个人
5f4adead2018c1179b9dd823,603356,黄业华、黄超、马息萍,个人
5f4adead2018c1179b9dd824,603357,安徽省国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd82e,603377,徐雄,个人
5f4adead2018c1179b9dd840,603421,曾繁忆、王建华,个人
5f4adead2018c1179b9dd854,603516,何仕达,个人
5f4adead2018c1179b9dd856,603518,王致勤、宋艳俊,个人
5f4adead2018c1179b9dd85b,603530,马斌、陈小琴,个人
5f4adead2018c1179b9dd863,603557,章利民,个人
5f4adead2018c1179b9dd864,603558,张茂义,个人
5f4adead2018c1179b9dd86f,603585,缪金凤,个人
5f4adead2018c1179b9dd87f,603607,孙建成,个人
5f4adead2018c1179b9dd893,603639,张爱英、葛尧伦、葛家成,个人
5f4adead2018c1179b9dd894,603648,上海市浦东新区国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd896,603655,戚建国、范小凤,个人
5f4adead2018c1179b9dd8a7,603679,梁熹、梁钰祥、王绍蓉,个人
5f4adead2018c1179b9dd8b3,603696,林肖芳,个人
5f4adead2018c1179b9dd8d9,603777,施永雷、郁瑞芬、施辉,个人
5f4adead2018c1179b9dd8dc,603786,柯桂华、柯炳华,个人
5f4adead2018c1179b9dd8e0,603790,谢兵、顾喆栋、郑怡华,个人
5f4adead2018c1179b9dd8e9,603809,向朝东、徐应超、向星星、杜庭强、向朝明,个人
5f4adead2018c1179b9dd8ea,603810,殷凤山、殷平,个人
5f4adead2018c1179b9dd91d,603900,沈东军、马峻、蔄毅泽,个人
5f4adead2018c1179b9dd91e,603901,吕婕、罗邦毅,个人
5f4adead2018c1179b9dd92d,603928,王进兴、王泉兴、沈根珍、曹连英,个人
5f4adead2018c1179b9dd93f,603967,李松青、葛言华、谢立军,个人
5f4adead2018c1179b9dd946,603979,王先成、王慈成、王友成、王亦成、王意成,个人
5f4adead2018c1179b9dd980,688021,潘吉庆、于发明、王建忠,个人
5f4adead2018c1179b9dd991,688060,高南、焦扶危,个人
5f4adead2018c1179b9dd997,688078,毛善君,个人
5f4adead2018c1179b9dd9a9,688122,陕西省财政厅,地方政府
5f4adead2018c1179b9dd9ba,688181,赵雷,个人
5f4adead2018c1179b9dd9d6,688300,李晓冬、李长之,个人
5f4adead2018c1179b9dd9e0,688336,LOUJING,境外
5f4adead2018c1179b9dd9e3,688356,赵宣,个人
5f4adead2018c1179b9dd9f9,688505,FALSE,
5f4adead2018c1179b9dd9fa,688508,张立新,个人
5f4adead2018c1179b9dda14,4,李林琳,个人
5f4adead2018c1179b9dda29,30,吉林省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dda5f,408,肖永明,个人
5f4adead2018c1179b9dda6e,428,湖南省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd777,603031,袁永刚、王文娟,个人
5f4adead2018c1179b9dd779,603033,叶继跃、张桂玉,个人
5f4adead2018c1179b9dd782,603043,广州市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd78b,603063,韩玉、盛小军、夏泉波、柳国英,个人
5f4adead2018c1179b9dd79f,603096,陈明俊、陈李平,个人
5f4adead2018c1179b9dd7b2,603126,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd7b4,603128,国务院国有资产监督管理委员会,国资委
5f4adead2018c1179b9dd7c2,603166,黎福超,个人
5f4adead2018c1179b9dd7c4,603168,林弘立、林弘远,个人
5f4adead2018c1179b9dd7dd,603218,傅明康,个人
5f4adead2018c1179b9dd7e1,603223,刘振东,个人
5f4adead2018c1179b9dd7f6,603279,姜桂廷、宋桂花,个人
5f4adead2018c1179b9dd805,603309,向彬,个人
5f4adead2018c1179b9dd80c,603319,许仲秋,个人
5f4adead2018c1179b9dd82a,603366,徐新建,个人
5f4adead2018c1179b9dd838,603390,邢映彪、陈丽娜,个人
5f4adead2018c1179b9dd845,603458,FALSE,
5f4adead2018c1179b9dd84d,603500,汤友钱、汤娇、汤文鸣、汤啸、汤秋娟、鲍晓华、范淑贞,个人
5f4adead2018c1179b9dd865,603559,王世超、李春田、张显坤、曲国力、张建民、孟奇、张利岩、张秋明,个人
5f4adead2018c1179b9dd8a0,603666,朱付云,个人
5f4adead2018c1179b9dd8b5,603698,中国航天科技集团公司,中央国有企业
5f4adead2018c1179b9dd8b7,603700,张世豪、王宗辉、徐云、赵绍满、王开拓、张琳,个人
5f4adead2018c1179b9dd8eb,603811,颜贻意,个人
5f4adead2018c1179b9dd90b,603878,朱国良、朱琦、顾坚勤、沈卫强,个人
5f4adead2018c1179b9dd915,603889,沈建华,个人
5f4adead2018c1179b9dd921,603908,陆暾华、陆暾峰,个人
5f4adead2018c1179b9dd94f,603990,翁康,个人
5f4adead2018c1179b9dd95d,605108,沈基水、吕月珍,个人
5f4adead2018c1179b9dd966,605222,周供华、周桂华、周桂幸,个人
5f4adead2018c1179b9dd97a,688015,FALSE,
5f4adead2018c1179b9dd97f,688020,胡云连、苏陟、李冬梅,个人
5f4adead2018c1179b9dd9a0,688098,杨玉芳、杨从州、王东亮、聂东升,个人
5f4adead2018c1179b9dd9ae,688139,海尔集团公司,集体企业
5f4adead2018c1179b9dd9b1,688158,季昕华、华琨、莫显峰,个人
5f4adead2018c1179b9dd9c4,688208,李红京,个人
5f4adead2018c1179b9dd9d0,688278,杨英、孙黎、兰春,个人
5f4adead2018c1179b9dd9fe,688520,谢良志,个人
5f4adead2018c1179b9dda1f,17,FALSE,
5f4adead2018c1179b9dda2f,37,FALSE,
5f4adead2018c1179b9dda35,46,卢志强,个人
5f4adead2018c1179b9dda43,68,山西省国有资本运营有限公司,地方国资委
5f4adead2018c1179b9dda45,70,深圳市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dda47,88,深圳市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dda49,90,深圳市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dda64,415,海南省慈航公益基金会,其他
5f4adead2018c1179b9dda68,420,吉林省人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dda6c,425,徐州市人民政府国有资产监督管理委员会,地方国资委
5f4adead2018c1179b9dd773,603027,伍超群,个人
5f4adead2018c1179b9dd780,603041,黄冠雄,个人
5f4adead2018c1179b9dd7a8,603109,艾纯,个人
5f4adead2018c1179b9dd7ab,603113,秦庆平、王咏梅,个人
5f4adead2018c1179b9dd7e7,603232,孔令钢、陆海天,个人
5f4adead2018c1179b9dd7f9,603288,"庞康,程雪,黄文彪,吴振兴,叶燕桥,陈军阳",个人
5f4adead2018c1179b9dd7fb,603290,沈华、胡畏,个人
5f4adead2018c1179b9dd809,603316,方利强,个人
5f4adead2018c1179b9dd849,603488,金培荣、常呈建、杨一农,个人
5f4adead2018c1179b9dd84a,603489,王清华,个人
5f4adead2018c1179b9dd860,603551,方胜康、FangJames,个人
5f4adead2018c1179b9dd875,603595,沈新芳、沈晓宇,个人
5f4adead2018c1179b9dd876,603596,袁永彬,个人
5f4adead2018c1179b9dd89a,603659,梁丰,个人
5f4adead2018c1179b9dd89f,603665,张间芳、张惠莉、张家地,个人
5f4adead2018c1179b9dd8c8,603726,高炎康、干玲娟、高文铭,个人
5f4adead2018c1179b9dd911,603885,王均金,个人
5f4adead2018c1179b9dd927,603918,金国培,个人
5f4adead2018c1179b9dd929,603920,佘英杰,个人
5f4adead2018c1179b9dd934,603939,高毅,个人
5f4adead2018c1179b9dd941,603969,谢志峰,个人
5f4adead2018c1179b9dd945,603978,陈学敏,个人
5f4adead2018c1179b9dd956,603998,张庆华,个人
5f4adead2018c1179b9dd958,605001,宿青燕、孙汉本、孙继龙,个人
5f4adead2018c1179b9dd967,605255,尤建义,个人
5f4adead2018c1179b9dd983,688025,黄治家,个人
5f4adead2018c1179b9dd98a,688036,竺兆江,个人
5f4adead2018c1179b9dd9bb,688185,朱涛、XuefengYU、DongxuQIU、HelenHuihuaMAO,个人
5f4adead2018c1179b9dd9e9,688366,蒋伟、游捷,个人
5f4adead2018c1179b9dd9ec,688377,张利、李跃玲,个人
5f4adead2018c1179b9dd9ed,688379,金李梅,个人
5f4adead2018c1179b9dd9ef,688389,刘先成,个人
5f4adead2018c1179b9dd9f4,688408,蔡浩、杨雪艳,个人
5f4adead2018c1179b9dd9ff,688521,FALSE,
