_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,actualParticipated,specificProjects,subsidyAmounts,comment,location,codedBy
"""601b900f35b23ba031137dc8""",一带一路（19年之前）,年度报告,2014,超华科技：2014年年度报告（更新后）,002288.SZ,超华科技,制造业,计算机、通信和其他电子设备制造业,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002288/page_type/ndbg.phtml,,,,,,
"""601b93c335b23ba0311384a0""",一带一路（19年之前）,年度报告,2014,汉缆股份：2014年年度报告（更新后）,002498.SZ,汉缆股份,制造业,电气机械及器材制造业,山东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002498/page_type/ndbg.phtml,,,,,,
"""601b9821031af7a1feeab047""",一带一路（19年之前）,年度报告,2014,中钢国际：2014年年度报告（更新后）,000928.SZ,中钢国际,电力、热力、燃气及水的生产和供应业,土木工程建筑业,吉林省,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000928/page_type/ndbg.phtml,,,,,,
"""601b9835031af7a1feeab682""",一带一路（19年之前）,年度报告,2014,*ST中昌：2014年年度报告摘要(修订版),600242.SH,*ST中昌,信息传输、软件和信息技术服务业,互联网和相关服务,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600242/page_type/ndbg.phtml,,,,,,
"""601b9835031af7a1feeab684""",一带一路（19年之前）,年度报告,2014,中泰化学：2014年年度报告摘要（更新后）,002092.SZ,中泰化学,制造业,化学原料及化学制品制造业,新疆维吾尔自治区,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002092/page_type/ndbg.phtml,,,,,,
"""601b9835031af7a1feeab681""",一带一路（19年之前）,年度报告,2014,*ST东科：2014年年度报告（更新后）,000727.SZ,*ST东科,制造业,计算机、通信和其他电子设备制造业,江苏省,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000727/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab693""",一带一路（19年之前）,年度报告,2014,ST中基：2014年年度报告（已取消）,000972.SZ,ST中基,制造业,农副食品加工业,新疆维吾尔自治区,境外,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000972/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab686""",一带一路（19年之前）,年度报告,2014,新兴铸管：2014年年度报告（更新后）,000778.SZ,新兴铸管,制造业,金属制品业,河北省,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000778/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab68c""",一带一路（19年之前）,年度报告,2014,ST云维：2014年年度报告摘要（修订版）,600725.SH,ST云维,制造业,石油加工、炼焦及核燃料加工业,云南省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600725/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab68b""",一带一路（19年之前）,年度报告,2014,中色股份：2014年年度报告（更新后）,000758.SZ,中色股份,采矿业,有色金属矿采选业,北京市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000758/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab698""",一带一路（19年之前）,年度报告,2014,中化国际：2014年年度报告摘要,600500.SH,中化国际,制造业,化学原料及化学制品制造业,上海市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600500/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab687""",一带一路（19年之前）,年度报告,2014,ST沪科：2014年年度报告(修订版),600608.SH,ST沪科,制造业,黑色金属冶炼及压延加工业,上海市,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600608/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab68a""",一带一路（19年之前）,年度报告,2014,兴化股份：2014年年度报告（更新后）,002109.SZ,兴化股份,制造业,化学原料及化学制品制造业,陕西省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002109/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6b9""",一带一路（19年之前）,年度报告,2014,银轮股份：2014年年度报告,002126.SZ,银轮股份,制造业,汽车制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002126/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab696""",一带一路（19年之前）,年度报告,2014,中国重工：2014年年度报告摘要,601989.SH,中国重工,制造业,铁路、船舶、航空航天和其它运输设备制造业,北京市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/601989/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6a0""",一带一路（19年之前）,年度报告,2014,弘业股份：2014年年度报告,600128.SH,弘业股份,电力、热力、燃气及水的生产和供应业,批发业,江苏省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600128/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6aa""",一带一路（19年之前）,年度报告,2014,龙头股份：2014年年度报告摘要,600630.SH,龙头股份,制造业,纺织业,上海市,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600630/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6c2""",一带一路（19年之前）,年度报告,2014,渤海租赁：2014年年度报告,000415.SZ,渤海租赁,租赁和商务服务业,租赁业,新疆维吾尔自治区,其他,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000415/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6d1""",一带一路（19年之前）,年度报告,2014,西南证券：2014年年度报告,600369.SH,西南证券,金融业,资本市场服务,重庆市,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600369/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6da""",一带一路（19年之前）,年度报告,2014,润邦股份：2014年年度报告摘要,002483.SZ,润邦股份,制造业,通用设备制造业,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002483/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6e4""",一带一路（19年之前）,年度报告,2014,孚日股份：2014年年度报告,002083.SZ,孚日股份,制造业,纺织业,山东省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002083/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab688""",一带一路（19年之前）,年度报告,2014,浙江富润：2014年年度报告(修订版),600070.SH,浙江富润,信息传输、软件和信息技术服务业,互联网和相关服务,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600070/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6a3""",一带一路（19年之前）,年度报告,2014,赣能股份：2014年年度报告,000899.SZ,赣能股份,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,江西省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000899/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6ac""",一带一路（19年之前）,年度报告,2014,宏达股份：2014年年度报告摘要,600331.SH,宏达股份,制造业,有色金属冶炼及压延加工业,四川省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600331/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6b2""",一带一路（19年之前）,年度报告,2014,泰尔股份：2014年年度报告,002347.SZ,泰尔股份,制造业,通用设备制造业,安徽省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002347/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6dd""",一带一路（19年之前）,年度报告,2014,千方科技：2014年年度报告,002373.SZ,千方科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,北京市,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002373/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab695""",一带一路（19年之前）,年度报告,2014,重药控股：2014年年度报告（更新后）,000950.SZ,重药控股,电力、热力、燃气及水的生产和供应业,批发业,重庆市,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000950/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6b5""",一带一路（19年之前）,年度报告,2014,浙富控股：2014年年度报告,002266.SZ,浙富控股,水利、环境和公共设施管理业,生态保护和环境治理业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002266/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6b7""",一带一路（19年之前）,年度报告,2014,大连重工：2014年年度报告,002204.SZ,大连重工,制造业,专用设备制造业,辽宁省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002204/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6bd""",一带一路（19年之前）,年度报告,2014,海印股份：2014年年度报告摘要,000861.SZ,海印股份,租赁和商务服务业,商务服务业,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000861/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6c0""",一带一路（19年之前）,年度报告,2014,攀钢钒钛：2014年年度报告,000629.SZ,攀钢钒钛,制造业,有色金属冶炼及压延加工业,四川省,中央国有企业,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000629/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6d4""",一带一路（19年之前）,年度报告,2014,云南城投：2014年年度报告,600239.SH,云南城投,房地产业,房地产业,云南省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600239/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6d7""",一带一路（19年之前）,年度报告,2014,--：2014年年度报告,300186.SZ,--,,,,无实际控制人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300186/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab6df""",一带一路（19年之前）,年度报告,2014,恒星科技：2014年年度报告,002132.SZ,恒星科技,制造业,金属制品业,河南省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002132/page_type/ndbg.phtml,,,,,,
"""601b9837031af7a1feeab69b""",一带一路（19年之前）,年度报告,2014,西藏珠峰：2014年年度报告,600338.SH,西藏珠峰,采矿业,有色金属矿采选业,西藏自治区,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600338/page_type/ndbg.phtml,,,,,,
