三特索道,002159,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,625,122,504,80.56%,-67.88%
旅游,9114,10360,-1246,-13.67%,167.88%

三特索道,002159,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2412,672,1741,72.15%,4.5%
旅游,65252,28288,36964,56.65%,95.5%

三特索道,002159,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1210,293,917,75.82%,6.09%
旅游,27103,12951,14151,52.21%,93.91%

三特索道,002159,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),-- ,507,-507,--,-1.41%
其他,1999,-- ,1999,--,5.55%
旅游,62821,28264,34557,55.01%,95.86%

三特索道,002159,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他,881,-- ,881,--,6.7%
其他(补充),-- ,317,-317,--,-2.41%
旅游,25800,13204,12595,48.82%,95.71%

三特索道,002159,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),3692,1062,2630,71.23%,9.23%
旅游,50252,24390,25863,51.47%,90.77%

三特索道,002159,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
旅游,20453,11028,9425,46.08%,92.47%
其他（补充）,1034,266,767,74.22%,7.53%

三特索道,002159,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1632,519,1113,68.21%,4.82%
旅游,43504,21511,21993,50.55%,95.18%

三特索道,002159,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),718,276,441,61.48%,4.35%
旅游,19436,9727,9709,49.96%,95.65%

三特索道,002159,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1634,632,1002,61.32%,4.5%
旅游,40885,19802,21084,51.57%,94.68%
旅游地产,345,162,183,52.97%,0.82%

三特索道,002159,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),746,420,326,43.67%,4.24%
旅游业,16437,9080,7357,44.76%,95.76%

三特索道,002159,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1438,689,749,52.07%,3.89%
旅游地产,1991,860,1131,56.8%,5.87%
旅游业,35200,17815,17385,49.39%,90.24%

三特索道,002159,收入构成,报告日期,2014-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,666,-- ,666,--,9.77%
旅游地产,1020,551,469,46%,6.89%
旅游业,13719,8040,5679,41.4%,83.34%

三特索道,002159,收入构成,报告日期,2013-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1406,560,845,60.14%,5.19%
旅游地产,167,108,59,35.36%,0.36%
旅游业,32706,17319,15388,47.05%,94.45%

三特索道,002159,收入构成,报告日期,2013-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),592,-- ,592,--,9.95%
房地产业,219,108,111,50.62%,1.86%
旅游业,13316,8065,5251,39.43%,88.19%

三特索道,002159,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
