江苏租赁,600901,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
制造业,11299,-- ,11299,--,3.98%
信息传输、软件和信息技术服务业,4216,-- ,4216,--,1.49%
文化、体育和娱乐业,10233,-- ,10233,--,3.61%
卫生和社会工作,48459,-- ,48459,--,17.09%
水利、环境和公共设施管理业,110680,-- ,110680,--,39.03%
其他,6158,-- ,6158,--,2.17%
农、林、牧、渔业,5333,-- ,5333,--,1.88%
教育,10361,-- ,10361,--,3.65%
交通运输、仓储和邮政业,22596,-- ,22596,--,7.97%
建筑业,5340,-- ,5340,--,1.88%
电力、热力、燃气及水生产和供应业,48926,-- ,48926,--,17.25%

江苏租赁,600901,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
制造业,19383,-- ,19383,--,3.89%
卫生和社会工作,107034,-- ,107034,--,21.49%
水利、环境和公共设施管理业,199817,-- ,199817,--,40.11%
建筑业,8468,-- ,8468,--,1.7%
教育,18800,-- ,18800,--,3.77%
电力、热力、燃气及水生产和供应业,77751,-- ,77751,--,15.61%
信息传输、软件和信息技术服务业,4332,-- ,4332,--,0.87%
文化、体育和娱乐业,15502,-- ,15502,--,3.11%
交通运输、仓储和邮政业,27681,-- ,27681,--,5.56%
其他,8987,-- ,8987,--,1.8%
农、林、牧、渔业,10396,-- ,10396,--,2.09%

江苏租赁,600901,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他,2901,-- ,2901,--,1.22%
农、林、牧、渔业,4918,-- ,4918,--,2.07%
教育,10734,-- ,10734,--,4.51%
卫生和社会工作,54504,-- ,54504,--,22.89%
建筑业,3669,-- ,3669,--,1.54%
制造业,8642,-- ,8642,--,3.63%
电力、热力、燃气及水生产和供应业,36195,-- ,36195,--,15.2%
金融业,1703,-- ,1703,--,0.72%
文化、体育和娱乐业,6838,-- ,6838,--,2.87%
交通运输、仓储和邮政业,11004,-- ,11004,--,4.62%
水利、环境和公共设施管理业,96993,-- ,96993,--,40.74%

江苏租赁,600901,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
农、林、牧、渔业,10946,-- ,10946,--,2.5%
卫生和社会工作,141119,-- ,141119,--,32.29%
其他,3811,-- ,3811,--,0.87%
文化、体育和娱乐业,6809,-- ,6809,--,1.56%
建筑业,2877,-- ,2877,--,0.66%
制造业,9241,-- ,9241,--,2.11%
电力、热力、燃气及水生产和供应业,40111,-- ,40111,--,9.18%
金融业,2321,-- ,2321,--,0.53%
交通运输、仓储和邮政业,9218,-- ,9218,--,2.11%
教育,23698,-- ,23698,--,5.42%
水利、环境和公共设施管理业,186927,-- ,186927,--,42.77%

江苏租赁,600901,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
农、林、牧、渔业,5219,-- ,5219,--,2.48%
水利、环境和公共设施管理业,88561,-- ,88561,--,42.12%
金融业,1067,-- ,1067,--,0.51%
交通运输、仓储和邮政业,3053,-- ,3053,--,1.45%
教育,12107,-- ,12107,--,5.76%
建筑业,1076,-- ,1076,--,0.51%
卫生和社会工作,76054,-- ,76054,--,36.17%
文化、体育和娱乐业,2895,-- ,2895,--,1.38%
电力、热力、燃气及水生产和供应业,15008,-- ,15008,--,7.14%
其他,2047,-- ,2047,--,0.97%
制造业,3178,-- ,3178,--,1.51%

江苏租赁,600901,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
教育,25788,-- ,25788,--,7.2%
其他,6443,-- ,6443,--,1.8%
交通运输、仓储和邮政业,5502,-- ,5502,--,1.54%
公共管理和社会组织,19612,-- ,19612,--,5.47%
卫生和社会工作,135797,-- ,135797,--,37.89%
制造业,4593,-- ,4593,--,1.28%
农、林、牧、渔业,8667,-- ,8667,--,2.42%
租赁和商务服务业,4992,-- ,4992,--,1.39%
电力、燃气及水的生产和供应业,18619,-- ,18619,--,5.2%
水利、环境和公共设施管理业,128344,-- ,128344,--,35.81%


