顺鑫农业,000860,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4315,2012,2303,53.37%,0.83%
食品加工业,4227,2362,1865,44.12%,0.67%
纸业,113,88,25,21.99%,0.01%
房地产业,30400,22946,7453,24.52%,2.68%
种畜养殖业,20531,9863,10668,51.96%,3.83%
屠宰行业,245866,241300,4566,1.86%,1.64%
白酒行业,646576,395124,251452,38.89%,90.34%

顺鑫农业,000860,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
白酒行业,1028935,534176,494759,48.08%,91.73%
食品加工业,12111,7358,4752,39.24%,0.88%
种畜养殖业,18960,18436,525,2.77%,0.1%
纸业,536,480,56,10.38%,0.01%
屠宰行业,336981,313675,23306,6.92%,4.32%
其他(补充),5197,2595,2602,50.06%,0.48%
房地产业,87295,73957,13338,15.28%,2.47%

顺鑫农业,000860,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1888,536,1353,71.64%,0.44%
食品加工业,5844,3411,2433,41.63%,0.79%
种畜养殖业,4648,12861,-8214,-176.73%,-2.65%
屠宰行业,143086,131291,11796,8.24%,3.81%
白酒行业,665813,368950,296863,44.59%,95.81%
房地产业,20023,14409,5614,28.04%,1.81%
纸业,301,291,10,3.46%,0%

顺鑫农业,000860,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
食品加工业,11098,6932,4166,37.54%,0.86%
种畜养殖业,10260,20506,-10246,-99.86%,-2.12%
其他（补充）,3991,685,3306,82.84%,0.69%
白酒行业,927756,467353,460403,49.63%,95.42%
屠宰行业,236848,219820,17028,7.19%,3.53%
纸业,2959,1550,1410,47.64%,0.29%
房地产业,14526,8114,6411,44.14%,1.33%

顺鑫农业,000860,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
白酒行业,577390,302228,275162,47.66%,95.71%
其他(补充),1078,603,475,44.08%,0.17%
屠宰行业,123112,113983,9129,7.42%,3.18%
房地产业,7343,3789,3554,48.39%,1.24%
纸业,2595,1613,982,37.83%,0.34%
食品加工业,5283,3362,1921,36.36%,0.67%
种畜养殖业,6456,10168,-3712,-57.5%,-1.29%

顺鑫农业,000860,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
房地产业,15904,9903,6001,37.73%,1.51%
食品加工业,9400,5794,3606,38.36%,0.91%
其他（补充）,3681,1314,2367,64.29%,0.59%
种畜养殖业,24541,19929,4611,18.79%,1.16%
纸业,4280,1811,2469,57.69%,0.62%
白酒行业,645068,291196,353872,54.86%,88.9%
屠宰行业,296909,283490,13420,4.52%,3.37%
建筑业,173600,161899,11702,6.74%,2.94%

顺鑫农业,000860,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
纸业,2403,1251,1152,47.94%,0.49%
建筑业,110158,102020,8138,7.39%,3.44%
白酒行业,355779,143517,212262,59.66%,89.65%
食品加工业,4255,2474,1780,41.84%,0.75%
种畜养殖业,11483,9160,2323,20.23%,0.98%
其他（补充）,1654,639,1016,61.39%,0.43%
房地产业,8964,6025,2939,32.79%,1.24%
屠宰行业,160117,152951,7166,4.48%,3.03%

顺鑫农业,000860,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3617,1501,2117,58.52%,0.55%
食品加工业,6606,3529,3078,46.59%,0.8%
纸业,3271,1606,1664,50.89%,0.43%
房地产业,27235,17929,9306,34.17%,2.41%
市场管理行业,17397,5663,11734,67.45%,3.03%
种畜养殖业,28423,19798,8625,30.34%,2.23%
建筑业,165313,151200,14113,8.54%,3.65%
屠宰行业,347434,337044,10390,2.99%,2.69%
白酒行业,520426,194686,325740,62.59%,84.22%

顺鑫农业,000860,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1184,692,492,41.54%,0.21%
商业,3309,2259,1051,31.75%,0.44%
食品加工业,3416,1904,1512,44.25%,0.63%
纸业,2601,2025,576,22.13%,0.24%
房地产业,15257,10390,4868,31.9%,2.04%
市场管理行业,10038,3268,6770,67.44%,2.84%
种畜养殖业,14473,10103,4371,30.2%,1.84%
建筑业,93537,83819,9719,10.39%,4.08%
屠宰行业,158194,152462,5732,3.62%,2.41%
白酒行业,324759,121686,203073,62.53%,85.27%

顺鑫农业,000860,收入构成,报告日期,2015-12-31,
