生意宝,002095,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,4,-- ,4,--,0.09%
化工贸易,10130,9707,422,4.17%,8.44%
网络服务业,4730,153,4577,96.77%,91.47%

生意宝,002095,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),9,3,5,61.07%,0.05%
化工贸易,22120,21754,367,1.66%,3.14%
网络服务业,11154,538,10616,95.18%,91.04%
化工贸易服务业,451,52,398,88.38%,3.42%
会展服务业,1978,1704,274,13.86%,2.35%

生意宝,002095,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4,2,3,61.07%,0.04%
网络服务业,5857,171,5685,97.07%,80.68%
化工贸易服务业,165,-- ,165,--,2.34%
化工贸易,10233,9876,357,3.49%,5.07%
会展服务业,837,-- ,837,--,11.88%

生意宝,002095,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
化工贸易,25647,-- ,25647,--,61.12%
网络服务业,13767,-- ,13767,--,32.81%
会展服务业,1534,-- ,1534,--,3.65%
房租收入,9,-- ,9,--,0.02%
化工贸易服务业,1008,-- ,1008,--,2.4%

生意宝,002095,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
会展服务业,820,-- ,820,--,9.24%
化工贸易,9458,9379,80,0.84%,0.9%
房租收入,4,-- ,4,--,0.05%
化工贸易服务,2337,1935,402,17.19%,4.53%
其他(补充),-- ,3,-3,--,-0.03%
网络服务业,7801,232,7569,97.02%,85.32%

生意宝,002095,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
化工贸易,20935,20701,234,1.12%,1.98%
网络服务业,11724,764,10960,93.48%,92.4%
其他(补充),-- ,3,-3,--,-0.03%
会展服务业,1597,1323,274,17.14%,2.31%
房租收入,9,-- ,9,--,0.08%
化工贸易服务业,1849,1461,388,20.99%,3.27%

生意宝,002095,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
房租收入,4,-- ,4,--,0.06%
化工贸易,9863,9765,98,1%,1.29%
