东珠生态,603359,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他建筑行业,201669,143595,58074,28.8%,100%

东珠生态,603359,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他建筑行业,159379,114498,44882,28.16%,100%

东珠生态,603359,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他建筑行业,122438,87677,34761,28.39%,100%

东珠生态,603359,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他项目,2668,1814,855,32.03%,3.02%
其他（补充）,0,-- ,0,--,0%
生态湿地,72841,51002,21840,29.98%,77.16%
地产景观,6634,5424,1210,18.24%,4.27%
公园广场绿化,4563,3340,1223,26.79%,4.32%
市政道路绿化,11252,8077,3175,28.22%,11.22%

东珠生态,603359,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公园广场绿化,4062,2864,1198,29.49%,4.2%
其他（补充）,4,-- ,4,--,0.01%
其他项目,1550,1078,472,30.45%,1.66%
市政道路绿化,16223,10443,5779,35.62%,20.29%
生态湿地,56974,38734,18240,32.02%,64.04%
地产景观,9062,6271,2791,30.8%,9.8%

东珠生态,603359,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公园广场绿化,8205,5821,2384,29.05%,10.52%
其他项目,2189,1468,721,32.93%,3.18%
地产景观,9285,6473,2812,30.29%,12.41%
生态湿地,33272,23010,10262,30.84%,45.28%
其他（补充）,0,-- ,0,--,0%
市政道路绿化,19623,13137,6486,33.05%,28.62%


