京基智农,000048,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
房地产,42062,14042,28020,66.61%,85.87%
养殖及销售终端,4716,3796,920,19.51%,2.82%
饲料生产,31327,28423,2904,9.27%,8.9%
金融投资,26,31,-6,-21.52%,-0.02%
公用事业,6009,5217,792,13.18%,2.43%
分部间抵销,-734,-734,0,0%,0%

京基智农,000048,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
房地产,344835,111953,232883,67.53%,90.31%
养殖及销售终端,17074,11760,5314,31.12%,2.06%
金融投资,118,65,53,44.72%,0.02%
饲料生产,93172,84398,8774,9.42%,3.4%
公共事业,39099,28244,10855,27.76%,4.21%
分部间抵销,-2427,-2428,1,-0.05%,0%

京基智农,000048,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
房屋及土地租赁,1218,560,658,54.02%,1.63%
商业贸易,725,391,334,46.04%,0.83%
自来水供应,14584,11081,3503,24.02%,8.66%
其他,276,372,-95,-34.43%,-0.24%
金融,28,87,-59,-209.88%,-0.15%
养殖业,5961,4866,1094,18.36%,2.7%
房地产开发,41702,13395,28307,67.88%,69.96%
工程施工,94,67,27,28.72%,0.07%
物业管理,1141,616,525,46.03%,1.3%
交通运输,4338,2643,1694,39.06%,4.19%
饲料生产,47108,42632,4476,9.5%,11.06%

京基智农,000048,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
自来水供应,31075,-- ,31075,--,21.1%
房屋及土地租赁,2123,-- ,2123,--,1.44%
商业贸易,7170,-- ,7170,--,4.87%
其他,623,-- ,623,--,0.42%
养殖及销售终端,-- ,13671,-13671,--,-9.28%
金融,103,-- ,103,--,0.07%
公共事业,-- ,29296,-29296,--,-19.89%
金融投资,-- ,235,-235,--,-0.16%
养殖业,6343,-- ,6343,--,4.31%
饲料生产,106296,98611,7684,7.23%,5.22%
工程施工,262,-- ,262,--,0.18%
物业管理,1633,-- ,1633,--,1.11%
交通运输,9057,-- ,9057,--,6.15%
分部间抵消,-- ,-4711,4711,--,3.2%
房地产开发,179010,59297,119713,66.87%,81.27%

京基智农,000048,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金融投资,361,132,230,63.59%,2.16%
养殖及销售终端,8291,6550,1741,21%,16.4%
分部间抵销,-2328,-1881,-447,19.21%,-4.21%
公共事业,18995,13660,5335,28.09%,50.25%
房地产,1441,1369,72,4.99%,0.68%
饲料生产,46867,43181,3686,7.87%,34.72%

京基智农,000048,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金融投资,113,142,-29,-25.64%,-0.12%
饲料生产,102236,93035,9201,9%,38.93%
养殖及销售终端,18885,16204,2681,14.2%,11.34%
房地产,3711,2922,789,21.25%,3.34%
分部间抵销,-6816,-7754,938,-13.77%,3.97%
公共事业,36832,26776,10056,27.3%,42.54%

京基智农,000048,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1034,336,699,67.56%,7.9%
工程施工,22,146,-125,-578.55%,-1.41%
金融,52,56,-4,-6.97%,-0.04%
房屋及土地租赁,174,165,8,4.82%,0.09%
物业管理,778,795,-18,-2.25%,-0.2%
养殖业,2718,2887,-169,-6.22%,-1.91%
商业贸易,4074,2897,1177,28.9%,13.31%
交通运输,3916,2862,1053,26.89%,11.91%
自来水供应,11481,9216,2264,19.72%,25.6%
饲料生产,42517,38560,3958,9.31%,44.75%

京基智农,000048,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他业务,1119,-- ,1119,--,3.96%
工程施工,1713,1230,483,28.18%,1.71%
金融,167,127,40,23.92%,0.14%
房屋及土地租赁,2195,221,1974,89.95%,6.98%
物业管理,1550,1497,53,3.43%,0.19%
养殖业,10615,9209,1406,13.25%,4.97%
商业贸易,2329,349,1979,85%,7%
交通运输,7805,5137,2667,34.17%,9.43%
房地产开发,7341,2570,4771,64.99%,16.87%
自来水供应,24146,19048,5098,21.11%,18.03%
饲料生产,97144,88459,8685,8.94%,30.72%

京基智农,000048,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),357,123,234,65.63%,1.51%
内部抵消,-5708,-5370,-338,5.92%,-2.18%
工程施工,4334,3833,501,11.57%,3.24%
金融,125,51,75,59.47%,0.48%
房屋及土地租赁,1207,269,938,77.7%,6.05%
物业管理,733,768,-34,-4.67%,-0.22%
养殖业,5889,5129,760,12.9%,4.9%
商业贸易,3256,2312,944,28.98%,6.09%
交通运输,3968,2730,1238,31.19%,7.99%
房地产开发,7387,2570,4817,65.21%,31.09%
自来水供应,11327,8953,2374,20.96%,15.32%
饲料生产,41393,37407,3986,9.63%,25.73%

京基智农,000048,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1198,393,805,67.2%,1.06%
工程施工,1342,1100,242,18.02%,0.32%
金融,592,185,407,68.68%,0.53%
房屋及土地租赁,2406,536,1870,77.73%,2.46%
物业管理,1256,1166,90,7.2%,0.12%
养殖业,9591,9318,273,2.84%,0.36%
商业贸易,1303,366,937,71.9%,1.23%
交通运输,8321,5016,3305,39.72%,4.34%
房地产开发,78061,24833,53229,68.19%,69.97%
自来水供应,23930,17969,5962,24.91%,7.84%
饲料生产,102202,93243,8959,8.77%,11.78%

京基智农,000048,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
减：内部抵消数,-3824,-3747,-76,1.99%,-0.17%
交通运输,4232,2568,1664,39.32%,3.6%
饲料生产,50148,46264,3883,7.74%,8.41%
房屋及土地租赁,1084,227,857,79.05%,1.85%
商业贸易,1751,1346,405,23.13%,0.88%
自来水供应,11024,8340,2685,24.35%,5.81%
其他（补充）,461,152,310,67.11%,0.67%
P2P服务,284,101,183,64.53%,0.4%
养殖业,4213,4138,75,1.78%,0.16%
房地产开发,52894,16884,36009,68.08%,77.94%
工程施工,307,170,137,44.51%,0.3%
物业管理,629,558,71,11.24%,0.15%

京基智农,000048,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
减：内部抵销数,-6935,-6877,-58,0.84%,-0.11%
养殖业,7910,8651,-741,-9.37%,-1.39%
房地产开发,49312,16587,32726,66.36%,61.42%
自来水供应,22037,16611,5426,24.62%,10.18%
房屋及土地租赁,2044,519,1525,74.6%,2.86%
商业贸易,3668,2869,800,21.8%,1.5%
其他（补充）,1166,573,592,50.81%,1.11%
物业管理,1249,1016,232,18.6%,0.44%
交通运输,8954,4884,4070,45.45%,7.64%
饲料生产,125036,116324,8712,6.97%,16.35%

京基智农,000048,收入构成,报告日期,2014-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),282,90,192,68.1%,2.16%
减:内部抵销数,-6156,-6127,-29,0.47%,-0.32%
房屋及土地租赁,1065,220,845,79.37%,9.53%
物业管理,602,479,122,20.32%,1.38%
养殖业,3616,4313,-697,-19.28%,-7.86%
商业贸易,1571,1218,353,22.49%,3.98%
交通运输,4747,2543,2204,46.43%,24.84%
自来水供应,9987,7844,2143,21.46%,24.16%
饲料生产,57382,53644,3738,6.51%,42.13%

京基智农,000048,收入构成,报告日期,2013-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),740,115,624,84.39%,3.67%
减:内部抵销数,-6032,-6006,-26,0.43%,-0.15%
房屋及土地租赁,2133,585,1548,72.56%,9.11%
物业管理,1151,893,258,22.41%,1.52%
养殖业,5094,6450,-1356,-26.61%,-7.98%
商业贸易,2645,2157,488,18.46%,2.87%
交通运输,8050,5112,2938,36.49%,17.28%
房地产开发,-- ,-- ,0,--,0%
自来水供应,20719,16085,4634,22.36%,27.26%
饲料生产,122031,114142,7888,6.46%,46.41%

京基智农,000048,收入构成,报告日期,2013-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),159,-- ,159,--,2.09%
公司内部行业抵消,-2627,-2629,2,-0.08%,0.03%
物业管理,594,428,166,27.95%,2.18%
物业租赁,1010,188,822,81.39%,10.8%
商业贸易,533,454,79,14.87%,1.04%
养殖业,1341,1602,-261,-19.47%,-3.43%
交通运输,3853,2237,1616,41.93%,21.24%
自来水供应,9648,7817,1831,18.98%,24.07%
饲料生产,53591,50398,3192,5.96%,41.97%

京基智农,000048,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),656,-- ,656,--,4.26%
公司内部行业抵消,-3133,-3109,-23,0.74%,-0.15%
物业管理,1106,900,206,18.63%,1.34%
房屋及土地租赁,2084,490,1594,76.48%,10.35%
养殖业,1318,1283,35,2.63%,0.23%
商业贸易,1114,965,149,13.37%,0.97%
交通运输,7266,4514,2752,37.87%,17.87%
房地产开发,98,52,46,47.14%,0.3%
自来水供应,18598,17002,1597,8.59%,10.37%
饲料生产,116228,107842,8386,7.22%,54.47%

京基智农,000048,收入构成,报告日期,2012-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
房屋及土地租赁,993,143,850,85.6%,14.02%
商业贸易,554,472,83,14.93%,1.37%
物业管理,601,506,94,15.69%,1.55%
其他,164,17,147,89.5%,2.42%
饲料生产,50568,46716,3852,7.62%,63.54%
公司内部行业抵消,-688,-692,4,-0.53%,0.06%
房地产开发,-- ,-- ,0,--,0%
养殖业,-- ,-- ,0,--,0%
交通运输,3669,2312,1357,36.99%,22.39%
自来水供应,7887,8212,-325,-4.12%,-5.36%

京基智农,000048,收入构成,报告日期,2011-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内部行业抵消,-747,-742,-5,0.66%,-0.03%
其他,573,55,519,90.49%,3.2%
物业管理,1039,999,39,3.8%,0.24%
房屋租赁,2226,361,1865,83.77%,11.52%
养殖业,8070,6416,1655,20.5%,10.22%
商业贸易,1120,964,156,13.95%,0.96%
交通运输,7323,4646,2678,36.56%,16.54%
房地产开发,1644,895,749,45.59%,4.63%
自来水供应,17077,15637,1439,8.43%,8.89%
饲料生产,94654,87558,7096,7.5%,43.83%

京基智农,000048,收入构成,报告日期,2011-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内部行业间相互抵销,-303,-303,0,0%,0%
其他,125,33,92,73.79%,1.49%
