美达股份,000782,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,372,266,106,28.42%,1.73%
化纤行业,56609,53312,3297,5.82%,54.07%
化工行业,42440,40311,2129,5.02%,34.92%
纺织印染行业,3742,3176,566,15.12%,9.28%

美达股份,000782,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1600,995,605,37.8%,4.07%
化纤行业,147555,140303,7253,4.92%,48.77%
纺织印染行业,11103,8789,2314,20.84%,15.56%
化工行业,138396,133695,4702,3.4%,31.61%

美达股份,000782,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
纺织印染行业,3699,3270,430,11.61%,4.25%
化纤行业,74455,70361,4094,5.5%,40.51%
其他（补充）,831,476,354,42.64%,3.5%
化工行业,76122,70893,5228,6.87%,51.73%

美达股份,000782,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
化纤行业,177951,165630,12321,6.92%,40.11%
化工行业,189167,173138,16029,8.47%,52.18%
纺织印染行业,12474,10441,2033,16.3%,6.62%
其他（补充）,1737,1400,337,19.38%,1.1%

美达股份,000782,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
化工行业,92291,83859,8432,9.14%,51.36%
化纤行业,87767,81104,6664,7.59%,40.59%
其他（补充）,625,569,55,8.87%,0.34%
纺织印染行业,6289,5024,1265,20.11%,7.71%

美达股份,000782,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1140,1114,26,2.32%,0.09%
纺织印染行业,11793,9442,2351,19.93%,8.06%
化纤行业,160857,149147,11709,7.28%,40.17%
化工行业,182082,167019,15063,8.27%,51.68%

美达股份,000782,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,610,626,-17,-2.72%,-0.14%
纺织印染行业,3383,2936,447,13.22%,3.75%
化纤行业,73689,68276,5413,7.35%,45.35%
化工行业,90337,84244,6093,6.74%,51.04%

美达股份,000782,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1001,1048,-47,-4.68%,-0.25%
纺织印染行业,8419,6906,1512,17.96%,8.13%
化纤行业,127561,117767,9794,7.68%,52.69%
化工行业,105010,97680,7330,6.98%,39.43%

美达股份,000782,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),414,376,38,9.25%,0.39%
纺织印染行业,3474,2842,632,18.19%,6.49%
化纤行业,58190,53559,4631,7.96%,47.57%
化工行业,49977,45544,4434,8.87%,45.54%

美达股份,000782,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,945,875,69,7.34%,0.3%
纺织印染行业,8430,7224,1206,14.31%,5.2%
化纤行业,126967,114450,12517,9.86%,54%
化工行业,148369,138981,9388,6.33%,40.5%

美达股份,000782,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
纺织印染行业,3583,3118,465,12.97%,3.25%
其他（补充）,542,523,18,3.38%,0.13%
化工行业,79116,72205,6911,8.74%,48.27%
化纤行业,62004,55079,6925,11.17%,48.36%

美达股份,000782,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
化纤行业,137743,128075,9667,7.02%,61.93%
纺织印染行业,9931,9150,781,7.87%,5%
其他（补充）,1581,1240,341,21.57%,2.18%
化工行业,187106,182285,4821,2.58%,30.88%

美达股份,000782,收入构成,报告日期,2014-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),630,-- ,630,--,7.93%
纺织印染行业,4186,4083,102,2.45%,1.29%
化纤行业,67723,62216,5507,8.13%,69.25%
化工行业,93125,91412,1713,1.84%,21.54%

美达股份,000782,收入构成,报告日期,2013-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2948,2635,313,10.62%,1.33%
纺织印染行业,9546,8725,821,8.6%,3.49%
化纤行业,152136,138097,14039,9.23%,59.71%
化工行业,205378,197038,8339,4.06%,35.47%

美达股份,000782,收入构成,报告日期,2013-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2031,-- ,2031,--,15.09%
纺织印染行业,4074,3782,292,7.17%,2.17%
化纤行业(锦纶丝),75760,67812,7948,10.49%,59.04%
化工行业(切片),100900,97710,3190,3.16%,23.7%

美达股份,000782,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2063,1882,181,8.77%,0.66%
纺织印染行业,9965,8951,1014,10.18%,3.72%
化纤行业,179387,160275,19111,10.65%,70.08%
化工行业,189714,182752,6962,3.67%,25.53%

美达股份,000782,收入构成,报告日期,2012-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),893,711,181,20.32%,1.29%
化工行业,144057,140122,3935,2.73%,27.92%
其他,2918,2645,273,9.37%,1.94%
化纤行业,112505,103077,9428,8.38%,66.89%
公司内行业间相互抵销,-68711,-68711,0,0%,0%
纺织印染行业,6502,6226,276,4.25%,1.96%

美达股份,000782,收入构成,报告日期,2011-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵销,-129985,-129732,-253,0.19%,-0.64%
纺织印染行业,17108,16645,463,2.71%,1.17%
化纤行业(锦纶丝),258930,233395,25535,9.86%,64.67%
化工行业(切片),310191,297068,13123,4.23%,33.24%
其他(补充),2317,1700,618,26.66%,1.56%

美达股份,000782,收入构成,报告日期,2011-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1531,1186,344,22.49%,1.62%
公司内行业间相互抵销,-66937,-66937,0,0%,0%
其他,1546,1482,64,4.15%,0.3%
纺织印染行业,8042,7414,628,7.81%,2.96%
化纤行业,123104,110080,13024,10.58%,61.28%
化工行业,156478,149287,7191,4.6%,33.84%

美达股份,000782,收入构成,报告日期,2010-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵销,-135821,-136013,192,-0.14%,0.55%
纺织印染行业,21327,19043,2284,10.71%,6.6%
化纤行业,217407,197021,20386,9.38%,58.92%
化工行业,283514,271778,11736,4.14%,33.92%

美达股份,000782,收入构成,报告日期,2010-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵销,-69654,-69388,-266,0.38%,-1.65%
纺织印染行业,9997,8945,1052,10.53%,6.52%
化纤行业,99741,91590,8151,8.17%,50.5%
化工行业,145529,138325,7204,4.95%,44.63%

美达股份,000782,收入构成,报告日期,2009-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵销,-100777,-100645,-132,0.13%,-0.53%
纺织印染行业,13946,12473,1473,10.56%,5.93%
化纤行业,149625,139032,10593,7.08%,42.62%
化工行业,189372,176452,12920,6.82%,51.98%

美达股份,000782,收入构成,报告日期,2009-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间抵消,-41806,-41806,0,0%,0%
印染织造行业,5538,4963,575,10.38%,4.77%
化纤行业,63525,57935,5591,8.8%,46.34%
化工行业,79710,73811,5898,7.4%,48.89%

美达股份,000782,收入构成,报告日期,2008-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵销,-177449,-177551,102,-0.06%,2.73%
纺织印染行业,16956,15701,1254,7.4%,33.43%
化纤行业,173287,165544,7743,4.47%,206.37%
化工行业,291414,296762,-5348,-1.84%,-142.54%

美达股份,000782,收入构成,报告日期,2008-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间抵销,-103916,-103916,0,0%,0%
印染织造行业,8255,7709,546,6.61%,6.43%
化纤行业,93341,88089,5252,5.63%,61.94%
化工行业,170504,167823,2681,1.57%,31.62%

美达股份,000782,收入构成,报告日期,2007-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间抵销,-138807,-138705,-102,0.07%,-0.54%
印染织造行业,15324,14200,1124,7.34%,5.94%
化纤行业,196326,186019,10307,5.25%,54.47%
化工行业,195285,187692,7593,3.89%,40.13%

美达股份,000782,收入构成,报告日期,2007-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-75402,-75402,0,0%,0%
纺织印染行业,5302,4974,328,6.19%,4.13%
化纤行业,107673,103881,3792,3.52%,47.7%
化工行业,79835,76005,3830,4.8%,48.17%

美达股份,000782,收入构成,报告日期,2006-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-139730,-140349,618,-0.44%,2.94%
纺织印染行业,6517,6382,135,2.08%,0.64%
化纤行业,190605,175848,14756,7.74%,70.2%
化工行业,157961,152451,5510,3.49%,26.21%

美达股份,000782,收入构成,报告日期,2006-09-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-96852,-96852,0,0%,0%
纤维原料初步加工业,155212,145173,10039,6.47%,61.24%
基本化学原料制造业,116962,110607,6355,5.43%,38.76%

美达股份,000782,收入构成,报告日期,2006-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-73207,-73207,0,0%,0%
化纤行业,102723,95918,0,6.62%,0%
印染行业,637,954,0,-49.73%,0%
化工行业,79293,75251,0,5.1%,0%

美达股份,000782,收入构成,报告日期,2006-03-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵销,-34658,-34658,0,0%,0%
合成纤维制造业,46243,42850,3393,7.34%,59.98%
基本化学原料制造业,38574,36310,2265,5.87%,40.02%

美达股份,000782,收入构成,报告日期,2005-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵消,-123699,-123699,0,0%,0%
化纤行业,155865,143958,11907,7.64%,86.94%
化工行业,144903,143115,1789,1.23%,13.06%

美达股份,000782,收入构成,报告日期,2005-09-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-97080,-97080,0,0%,0%
纤维原料初步加工业,117562,108614,0,7.61%,0%
基本化学原料制造业,113587,110844,0,2.42%,0%

美达股份,000782,收入构成,报告日期,2005-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
内部抵消,-55944,-55944,0,0%,0%
化纤行业,63251,56749,0,10.28%,0%
化工行业,70408,68887,0,2.16%,0%

美达股份,000782,收入构成,报告日期,2005-03-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-20415,-20415,0,0%,0%
化纤行业,27436,24523,0,10.62%,0%
化工行业,29861,28964,0,3%,0%

美达股份,000782,收入构成,报告日期,2004-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-63237,-63036,0,0.32%,0%
过桥收费,6813,0,0,100%,0%
纺织行业,858,2259,0,-163.21%,0%
化纤行业,97221,86138,0,11.4%,0%
化工行业,133838,117558,0,12.16%,0%

美达股份,000782,收入构成,报告日期,2004-09-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
大桥收费,6813,0,0,100%,0%
印染行业,767,2052,0,-167.74%,0%
化纤行业,75836,6835,0,90.99%,0%
化工行业,95088,83932,0,11.73%,0%

美达股份,000782,收入构成,报告日期,2004-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司内行业间相互抵消,-25597,-25597,0,0%,0%
大桥收费,4475,-- ,4475,--,31.62%
印染行业,767,2052,-1286,-167.74%,-9.09%
化纤行业,46226,41299,4927,10.66%,34.82%
化工行业,58146,52111,6035,10.38%,42.65%

美达股份,000782,收入构成,报告日期,2004-03-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
大桥收费,2181,-- ,2181,--,40.1%
印染行业,723,1990,-1268,-175.41%,-23.31%
化纤行业,20461,18214,2247,10.98%,41.31%
化工行业,25112,22833,2279,9.07%,41.9%

美达股份,000782,收入构成,报告日期,2003-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
