贵绳股份,600992,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,178658,155132,23526,13.17%,97.87%
其他（补充）,2641,2128,513,19.43%,2.13%

贵绳股份,600992,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2363,1996,367,15.53%,1.59%
金属制品,138725,116079,22646,16.32%,98.41%

贵绳股份,600992,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1097,958,139,12.68%,1.3%
金属制品,61659,51133,10526,17.07%,98.7%

贵绳股份,600992,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1992,1981,10,0.53%,0.05%
金属制品,147850,125648,22202,15.02%,99.95%

贵绳股份,600992,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,75381,64978,10403,13.8%,100.29%
其他（补充）,1062,1092,-30,-2.79%,-0.29%

贵绳股份,600992,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,181848,157805,24043,13.22%,99.01%
其他（补充）,2972,2731,241,8.12%,0.99%

贵绳股份,600992,收入构成,报告日期,2014-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1508,-- ,1508,--,11.57%
金属制品,91214,79691,11523,12.63%,88.43%

贵绳股份,600992,收入构成,报告日期,2013-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2966,-- ,2966,--,10.83%
金属制品,189832,165424,24408,12.86%,89.17%

贵绳股份,600992,收入构成,报告日期,2013-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1325,-- ,1325,--,9.59%
金属制品,93638,81141,12497,13.35%,90.41%

贵绳股份,600992,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4668,-- ,4668,--,19.58%
金属制品,151419,132244,19174,12.66%,80.42%

贵绳股份,600992,收入构成,报告日期,2012-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
关联交易,3035,-- ,3035,--,26.53%
其他(补充),1286,1282,4,0.32%,0.04%
金属制品,68310,59908,8402,12.3%,73.44%

贵绳股份,600992,收入构成,报告日期,2011-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2986,2971,16,0.52%,0.08%
金属制品,145569,125123,20446,14.05%,99.92%

贵绳股份,600992,收入构成,报告日期,2011-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,69013,58284,10729,15.55%,100%

贵绳股份,600992,收入构成,报告日期,2010-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,131591,111786,19805,15.05%,100%

贵绳股份,600992,收入构成,报告日期,2010-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,62957,53518,9439,14.99%,100%

贵绳股份,600992,收入构成,报告日期,2009-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,118092,100831,17261,14.62%,100%

贵绳股份,600992,收入构成,报告日期,2009-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,57494,50150,7343,12.77%,100%

贵绳股份,600992,收入构成,报告日期,2008-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,131501,109324,22177,16.86%,100%

贵绳股份,600992,收入构成,报告日期,2008-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,63023,52517,10506,16.67%,100%

贵绳股份,600992,收入构成,报告日期,2007-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,102442,83984,18459,18.02%,100%

贵绳股份,600992,收入构成,报告日期,2007-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,47788,39729,0,16.86%,0%

贵绳股份,600992,收入构成,报告日期,2006-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,91982,73865,18116,19.7%,100%

贵绳股份,600992,收入构成,报告日期,2006-09-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,65829,52460,13369,20.31%,100%

贵绳股份,600992,收入构成,报告日期,2006-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,41838,33149,0,20.77%,0%

贵绳股份,600992,收入构成,报告日期,2006-03-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,19337,15249,4087,21.14%,100%

贵绳股份,600992,收入构成,报告日期,2005-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,84759,68624,16134,19.04%,100%

贵绳股份,600992,收入构成,报告日期,2005-09-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,60068,48428,0,19.38%,0%

贵绳股份,600992,收入构成,报告日期,2005-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品行业,39116,31398,0,19.73%,0%

贵绳股份,600992,收入构成,报告日期,2005-03-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,18932,14994,0,20.8%,0%

贵绳股份,600992,收入构成,报告日期,2004-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品行业,75025,0,15227,100%,100%

贵绳股份,600992,收入构成,报告日期,2004-09-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
钢丝,7836,6816,0,13.02%,0%
钢绳,12300,8776,0,28.65%,0%
金属制品,20136,15592,0,22.57%,0%

贵绳股份,600992,收入构成,报告日期,2004-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
金属制品,33479,26509,0,20.82%,0%


