宁波建工,601789,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4441,2744,1697,38.21%,2.34%
桩基,9011,8633,378,4.2%,0.52%
销售建筑材料,53023,38117,14907,28.11%,20.6%
市政与公用设施,258750,240983,17767,6.87%,24.56%
设计,5192,3883,1309,25.21%,1.81%
其它,1350,790,560,41.48%,0.77%
建筑装饰工程,25702,23687,2015,7.84%,2.79%
房屋建筑,467815,441352,26464,5.66%,36.58%
安装,89615,82361,7254,8.09%,10.03%

宁波建工,601789,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
桩基,32283,30838,1445,4.48%,0.97%
建筑装饰工程,52992,47270,5722,10.8%,3.83%
房屋建筑,994502,954352,40150,4.04%,26.89%
其它,9336,2104,7232,77.46%,4.84%
销售建筑材料,141170,104515,36655,25.96%,24.55%
市政与公用设施,419993,390471,29522,7.03%,19.77%
其他（补充）,13434,1431,12003,89.35%,8.04%
勘察设计,20689,17628,3061,14.8%,2.05%
安装,171144,157615,13529,7.9%,9.06%

宁波建工,601789,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
市政与公用建设,193949,180752,13198,6.8%,19.52%
设计,6828,4850,1978,28.97%,2.93%
安装,83344,77984,5360,6.43%,7.93%
其它,4854,127,4727,97.37%,6.99%
建筑材料销售,72139,55405,16734,23.2%,24.75%
桩基,14195,13608,587,4.13%,0.87%
建筑装饰工程,30573,28235,2338,7.65%,3.46%
房屋建筑,443929,424400,19529,4.4%,28.89%
其他（补充）,3785,627,3158,83.43%,4.67%

宁波建工,601789,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
勘察设计,21054,15960,5093,24.19%,3.83%
安装,138748,126179,12569,9.06%,9.46%
桩基,46288,44604,1684,3.64%,1.27%
建筑装饰工程,30850,29131,1719,5.57%,1.29%
房屋建筑,843341,803345,39995,4.74%,30.1%
其它,21889,3838,18051,82.46%,13.59%
销售建筑材料,115882,87949,27933,24.1%,21.02%
其他（补充）,2346,458,1888,80.5%,1.42%
市政与公用设施,333788,309862,23925,7.17%,18.01%

宁波建工,601789,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他,589,374,215,36.57%,0.38%
桩基,11379,10950,429,3.77%,0.75%
其他（补充）,3498,1863,1635,46.75%,2.85%
建筑装饰工程,21359,18583,2776,13%,4.85%
