中光防雷,300414,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
通信,12084,8962,3122,25.83%,59.93%
铁路,3494,1990,1504,43.04%,28.86%
其他（补充）,7,4,4,51.31%,0.07%
能源,2422,1842,580,23.95%,11.13%

中光防雷,300414,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),41,36,5,11.72%,0.04%
航天国防,1940,846,1093,56.37%,8.03%
通信,22202,16775,5427,24.44%,39.88%
铁路,9982,4733,5250,52.59%,38.58%
建筑,970,514,456,47.02%,3.35%
其他,30,13,17,58.03%,0.13%
新能源,4889,3528,1360,27.83%,10%

中光防雷,300414,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
能源,2106,1466,640,30.37%,10.74%
其他（补充）,27,31,-4,-16.45%,-0.07%
通信,11462,8487,2975,25.96%,49.96%
铁路,4027,1683,2345,58.22%,39.37%

中光防雷,300414,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),22,-- ,22,--,0.17%
航天国防,1001,453,548,54.71%,4.31%
通信,23091,17172,5919,25.63%,46.62%
建筑,1043,607,436,41.82%,3.44%
其他,6,-- ,6,--,0.05%
能源,5854,4126,1728,29.52%,13.61%
铁路,6961,2925,4036,57.98%,31.79%

中光防雷,300414,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),8,-- ,8,--,0.14%
轨道交通,2845,1299,1546,54.34%,29.22%
通信,10464,7461,3003,28.7%,56.75%
能源,2639,1904,735,27.85%,13.89%

中光防雷,300414,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),38,4,34,90.5%,0.3%
其他,16,14,2,11.21%,0.02%
航天国防,821,376,444,54.14%,3.92%
建筑,912,525,387,42.43%,3.41%
铁路,5286,2244,3042,57.54%,26.83%
能源,5622,3738,1885,33.52%,16.62%
通信,23737,18192,5545,23.36%,48.9%

中光防雷,300414,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充）,26,2,24,93.08%,0.51%
轨道交通,2207,848,1359,61.57%,28.65%
能源,1904,1258,646,33.95%,13.63%
通信,11314,8601,2713,23.98%,57.21%

中光防雷,300414,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,93,60,32,34.88%,0.29%
其他,44,8,35,81.39%,0.32%
航天国防,1265,692,573,45.31%,5.18%
能源,3779,2440,1340,35.45%,12.09%
建筑,1239,759,480,38.75%,4.33%
通信,25207,16592,8616,34.18%,77.78%

中光防雷,300414,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,67,60,6,9.67%,0.14%
电源SPD,10985,6478,4508,41.03%,99.86%

中光防雷,300414,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2,-- ,2,--,0.01%
其他,239,129,110,46.04%,0.85%
航天国防,554,306,248,44.71%,1.93%
能源,4127,2488,1639,39.71%,12.74%
建筑,965,566,400,41.39%,3.11%
通信,30090,19623,10467,34.79%,81.36%

中光防雷,300414,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他,4,0,4,99.98%,0.07%
建筑,604,416,189,31.22%,2.85%
通信,16461,10545,5916,35.94%,89.33%
航天国防,240,134,106,44.16%,1.6%
能源,1111,704,408,36.69%,6.16%

中光防雷,300414,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
通信,40241,24717,15524,38.58%,88.71%
航天国防,581,278,303,52.09%,1.73%
其他,71,32,39,54.78%,0.22%
建筑,773,419,354,45.78%,2.02%
能源,3988,2707,1281,32.12%,7.32%

中光防雷,300414,收入构成,报告日期,2013-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
能源,2700,1776,923,34.2%,9.25%
其他,31,25,6,20.57%,0.06%
建筑,870,537,334,38.32%,3.34%
航天国防,535,322,214,39.91%,2.14%
通信,22624,14121,8504,37.59%,85.2%

中光防雷,300414,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
航天国防,730,338,392,53.71%,4.36%
其他,30,22,7,24.79%,0.08%
建筑,908,530,378,41.63%,4.2%
通信,18740,11333,7407,39.52%,82.33%
能源,2025,1212,812,40.12%,9.03%


