tinySentence,matches
党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任天津滨海能源发展股份有限公司党支部书记,"[""书记""]"
党委副书记等,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中国蓝星哈尔滨石化有限公司党委书记,"[""书记""]"
现任沈阳化工集团有限公司党委副书记,"[""书记""]"
沈阳石蜡化工有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
校团委书记,"[""书记""]"
党委书记,"[""书记""]"
屈原管理区财政局局长兼党总支书记,"[""书记""]"
屈原管理区区委常委,"[""常委""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
厦门国贸控股集团有限公司党委副书记,"[""书记""]"
现任厦门信达股份有限公司纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
沈阳化工股份有限公司团委干事,"[""干事""]"
团委副书记,"[""书记""]"
党支部书记,"[""书记""]"
中共党员,"[""党员""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
天津新华印务有限公司党支部书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2013年4月至2014年9月任辽宁大学新华国际商学院党总支书记,"[""书记""]"
沈阳化工股份有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
沈阳石蜡化工有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
沈阳市委组织部副调研员,"[""员""]"
现任:沈阳盛京能源发展集团有限公司纪委书记,"[""书记""]"
沈阳圣达热力供暖有限责任公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
沈阳石蜡化工有限公司党委副书记等,"[""书记""]"
现任沈阳石蜡化工有限公司党委书记,"[""书记""]"
山东蓝星东大有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
曾任屈原管理区委组织部部务委员,"[""委员""]"
屈原管理区委编办主任,"[""主任""]"
黄金乡党委副书记,"[""书记""]"
河市镇党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
曾任厦门国贸中顺集团有限公司党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任浙江震元股份有限公司党委委员,"[""委员""]"
1984年加入中国共产党,"[""加入中国共产党""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
湖北宜化集团有限责任公司党委委员,"[""委员""]"
现任湖北宜化集团有限责任公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
团委书记,"[""书记""]"
中国证监会机关党委副调研员,"[""员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
重庆宜化化工有限公司党委书记,"[""书记""]"
重庆索特盐化股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共浙江省委政法委特邀督查员,"[""员""]"
中共浙江省委政法委特邀督查员,"[""员""]"
中共党员,"[""党员""]"
上虞市上浦镇党委副书记,"[""书记""]"
绍兴市审计局党组成员,"[""员""]"
党委委员,"[""委员""]"
现任浙江震元股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
绍兴震元健康产业集团有限公司党委委员,"[""委员""]"
公司党委副书记,"[""书记""]"
现任浙江震元股份有限公司党委委员,"[""委员""]"
省委党校本科学历,"[""学历""]"
省委党校本科学历,"[""学历""]"
党委委员,"[""委员""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
绍兴震元集团国有资本投资有限公司党委副书记,"[""书记""]"
绍兴市旅游集团有限公司党委委员,"[""委员""]"
绍兴震元健康产业集团有限公司党委副书记,"[""书记""]"
现任浙江震元股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
大冶特殊钢有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委常委,"[""常委""]"
党委副书记,"[""书记""]"
河钢股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
新昌县委办公室副主任,"[""主任""]"
新昌县城关镇党委副书记,"[""书记""]"
新昌县城关镇党委书记,"[""书记""]"
绍兴高新区党工委委员,"[""委员""]"
绍兴市援疆指挥部党委书记,"[""书记""]"
现任浙江震元股份有限公司党委书记,"[""书记""]"
中央党校函授本科学历,"[""学历""]"
党总支副书记,"[""书记""]"
党委书记,"[""书记""]"
现任浙江震元制药有限公司党委委员,"[""委员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
曾任河钢集团矿业公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委常委,"[""常委""]"
党委副书记,"[""书记""]"
现任河钢股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
河北理工大学党委书记,"[""书记""]"
河北联合大学党委书记,"[""书记""]"
华北理工大学党委书记,"[""书记""]"
党委委员,"[""委员""]"
幸福人寿保险股份有限公司党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委常委,"[""常委""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
2007年11月至2013年3月任中国银行廊坊分行党委委员,"[""委员""]"
2013年4月至2017年3月任交通银行廊坊分行党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委常委,"[""常委""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委常委,"[""常委""]"
中共党员,"[""党员""]"
党委常委,"[""常委""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
现任河钢集团有限公司纪委书记,"[""书记""]"
党委常委,"[""常委""]"
中共党员,"[""党员""]"
废钢处党委办公室干事,"[""干事""]"
中共党员,"[""党员""]"
党总支书记,"[""书记""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
合肥丰乐种业股份有限公司党委副书记,"[""书记""]"
党组书记,"[""书记""]"
党委书记,"[""书记""]"
东北制药集团股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
纪委委员,"[""委员""]"
2016年2月至2018年3月任韶关钢铁公司办公室(党委办公室)主任,"[""主任""]"
2016年9月至今任韶关钢铁纪委委员,"[""委员""]"
2018年3月至今任广东韶钢松山股份有限公司营销中心党委书记,"[""书记""]"
2013年4月至2014年9月任辽宁大学新华国际商学院党总支书记,"[""书记""]"
现任中兴-沈阳商业大厦(集团)股份有限公司党委副书记,"[""书记""]"
热轧厂党委书记兼副厂长,"[""书记""]"
党委书记,"[""书记""]"
党委副书记,"[""书记""]"
2020年2月起任公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任合肥丰乐种业股份有限公司纪委书记,"[""书记""]"
党委委员,"[""委员""]"
曾任沈阳市纪委案件审理室副处级纪检监察员,"[""监察员""]"
现任中兴-沈阳商业大厦(集团)股份有限公司纪委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委组织部部长,"[""部长""]"
党委组织部部长,"[""部长""]"
宝钢特钢有限公司党委书记,"[""书记""]"
宝山钢铁股份有限公司党委常委,"[""常委""]"
纪委书记,"[""书记""]"
2014年12至2015年8月任韶关钢铁党委书记,"[""书记""]"
2015年8月出任韶关钢铁党委书记,"[""书记""]"
2019年5月20日出任韶钢松山党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
历任南方黑芝麻集团股份有限公司党委书记,"[""书记""]"
党总支书记,"[""书记""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
韶钢集团党委委员,"[""委员""]"
中共党员,"[""党员""]"
团支部书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记等职务,"[""书记""]"
院党总支委员,"[""委员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
任西安大汉上林苑实业有限责任公司西安秦岭野生动物园党委副书记,"[""书记""]"
任西安饮食股份有限公司党委副书记,"[""书记""]"
任西安饮食股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
历任黄河大学党委宣传部干事,"[""干事""]"
郑州大学党委宣传部干事,"[""干事""]"
现任河南美术出版社有限公司党支部书记,"[""书记""]"
现任河南省新华书店发行集团有限公司纪委书记,"[""书记""]"
2011.12-至今河南省新华书店发行集团有限公司纪委书记,"[""书记""]"
2012年5月--2016年5月任河南省新华书店发行集团有限公司纪委书记,"[""书记""]"
2016年5月-2018年3月任河南省新华书店发行集团有限公司纪委书记,"[""书记""]"
2018年3月--2018年7月任中原出版传媒投资控股集团有限公司党委组织部主任,"[""主任""]"
党委组织部主任,"[""主任""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
兼任西安饮食联合食品公司党支部书记,"[""书记""]"
兼任朱雀国家森林公园党支部书记,"[""书记""]"
党支部书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委委员,"[""委员""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
现任湖南湘投控股集团有限公司纪委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中原出版传媒投资控股集团有限公司纪委书记,"[""书记""]"
现任中原出版传媒投资控股集团有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
任市委常委,"[""常委""]"
市委副书记,"[""书记""]"
中共许昌市委常委,"[""常委""]"
中共许昌市委常委,"[""常委""]"
中共许昌市委副书记,"[""书记""]"
中共许昌市委副书记,"[""书记""]"
市委党校校长,"[""校长""]"
市委党校校长,"[""校长""]"
中原出版传媒投资控股集团有限公司党委副书记,"[""书记""]"
现任中原出版传媒投资控股集团有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2004年10月-2006年2月任中共郑州市委宣传部助理调研员,"[""员""]"
2004年10月-2006年2月任中共郑州市委宣传部助理调研员,"[""员""]"
党委书记,"[""书记""]"
2017年3月-2018年3月任河南省新华书店发行集团有限公司党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
任西安饭庄党委书记,"[""书记""]"
任西安饮食股份有限公司党委委员,"[""委员""]"
兼任西安饭庄党委书记,"[""书记""]"
任西安饮食股份有限公司党委委员,"[""委员""]"
兼任西安饭庄党委书记,"[""书记""]"
中共党员,"[""党员""]"
曾任共青团湖南省委机关团委书记,"[""书记""]"
曾任共青团湖南省委机关团委书记,"[""书记""]"
共青团湖南省委组织部副部长,"[""部长""]"
共青团湖南省委机关党委专职副书记,"[""书记""]"
共青团湖南省委机关党委专职副书记,"[""书记""]"
湖南发展集团股份有限公司党总支副书记,"[""书记""]"
现任湖南发展集团股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党支部书记,"[""书记""]"
党委委员,"[""委员""]"
党委委员,"[""委员""]"
党委书记,"[""书记""]"
党总支书记,"[""书记""]"
现任湖南发展集团股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
历任共青团郑州市委办公室主任,"[""主任""]"
河南省纪委宣传教育室副处级纪检监察员,"[""监察员""]"
河南省纪委宣传教育室副主任(正处级),"[""主任""]"
开封市禹王台区委副书记(正县级),"[""书记""]"
中共通许县委副书记,"[""书记""]"
中共通许县委副书记,"[""书记""]"
通许县产业集聚区党工委书记,"[""书记""]"
河南省纪委机关党委副书记,"[""书记""]"
河南省纪委机关党委副书记,"[""书记""]"
河南省纪委机关党委专职副书记,"[""书记""]"
河南省纪委机关党委专职副书记,"[""书记""]"
河南省纪委监委机关党委专职副书记,"[""书记""]"
河南省纪委监委机关党委专职副书记,"[""书记""]"
现任中原出版传媒投资控股集团有限公司党委委员,"[""委员""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
2018年8月-2020年5月任河南省新华书店发行集团有限公司党委委员,"[""委员""]"
2020年5月起任河南省新华书店发行集团党委委员,"[""委员""]"
现任河南省新华书店发行集团党委委员,"[""委员""]"
中共党员,"[""党员""]"
2011年8月-2018年3月任中原大地传媒股份有限公司教材出版中心党支部书记,"[""书记""]"
教材出版中心党支部书记,"[""书记""]"
中共党员,"[""党员""]"
团委书记,"[""书记""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
任公司纪委书记,"[""书记""]"
西安市委企业工委优秀信息员,"[""员""]"
西安市国资委优秀党群工作者,"[""工作""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委副书记,"[""书记""]"
现任南京华能南方实业开发股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
纪委书记,"[""书记""]"
纪委书记,"[""书记""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
共青团南阳市委书记,"[""书记""]"
党组书记,"[""书记""]"
河南省南阳市宛城区委副书记(正处级),"[""书记""]"
宛城区委副书记,"[""书记""]"
河南省委宣传部副部长,"[""部长""]"
现任中原出版传媒投资控股集团有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
曾任中共株洲市石峰区委常委,"[""常委""]"
曾任中共株洲市石峰区委常委,"[""常委""]"
区委办公室主任,"[""主任""]"
中共株洲市荷塘区委常委,"[""常委""]"
中共株洲市荷塘区委常委,"[""常委""]"
区政府党组副书记,"[""书记""]"
中共株洲市荷塘区委副书记,"[""书记""]"
中共株洲市荷塘区委副书记,"[""书记""]"
区政府党组副书记,"[""书记""]"
党委副书记,"[""书记""]"
株洲市国资委党委书记,"[""书记""]"
现任湖南湘投控股集团有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
任西安大业食品有限公司党支部书记,"[""书记""]"
任西安西旅金花大酒店党支部副书记,"[""书记""]"
兼任西安大业食品有限公司党支部书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
华能能源交通产业控股有限公司党组书记,"[""书记""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
任春发生饭店党总支书记,"[""书记""]"
中共党员,"[""党员""]"
资阳区委常委,"[""常委""]"
益阳市委宣传部副部长,"[""部长""]"
社科联党组书记,"[""书记""]"
益阳市委宣传部副部长,"[""部长""]"
现任湖南发展集团股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任衡阳市供销合作总社党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
北京北广科技股份有限公司党委副书记,"[""书记""]"
党委书记,"[""书记""]"
南京中电熊猫平板显示科技有限公司临时党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
团委书记,"[""书记""]"
现任国元证券股份有限公司党委委员,"[""委员""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
兼任福建省燕京惠泉啤酒股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
现任安徽全柴集团(股份)有限公司纪委委员,"[""委员""]"
中共党员,"[""党员""]"
现任国元证券股份有限公司纪委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2016年3月至今任南京中电熊猫信息产业集团有限公司党委书记,"[""书记""]"
党委委员,"[""委员""]"
南京科瑞达电子装备有限责任公司党委书记,"[""书记""]"
纪委书记,"[""书记""]"
南京华东电子信息科技股份有限公司党委书记,"[""书记""]"
纪委书记,"[""书记""]"
现任南京华东电子信息科技股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
历任淄川区黄家铺镇党委委员,"[""委员""]"
中共党员,"[""党员""]"
安徽国元金融控股集团有限责任公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
现任安徽省安粮集团有限公司党委委员,"[""委员""]"
纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任国元证券股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任安徽皖维集团有限责任公司党委书记,"[""书记""]"
安徽皖维高新材料股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
京东方科技集团股份有限公司团委书记,"[""书记""]"
中共党员,"[""党员""]"
经济管理学院党委书记,"[""书记""]"
公司党群工作部,"[""工作""]"
纪委书记,"[""书记""]"
党群工作部,"[""工作""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委书记,"[""书记""]"
党委副书记,"[""书记""]"
安徽省能源集团有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任国元证券股份有限公司纪委委员,"[""委员""]"
中共党员,"[""党员""]"
党支部书记,"[""书记""]"
党总支委员,"[""委员""]"
现任北京燕京啤酒股份有限公司党委委员,"[""委员""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
现任北京燕京啤酒股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
北京易亨电子集团有限责任公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
办公室(党委办)主任,"[""主任""]"
现任合肥市建设投资控股(集团)有限公司党委委员,"[""委员""]"
党办副主任,"[""主任""]"
团委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任湖南发展集团股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
公司纪委书记,"[""书记""]"
现任国元证券股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任国元证券股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
挂职华龙证券党委委员,"[""委员""]"
甘肃股交中心党委书记,"[""书记""]"
甘肃金控集团党委委员,"[""委员""]"
先后主持中国证监会稽查总队办公室(党委办公室)和调查处工作,"[""工作""]"
现任国元证券股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
现任北京燕京啤酒股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任北京燕京啤酒股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
现任北京燕京啤酒股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
现任国元证券股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
建安投资控股集团有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
公司纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委委员,"[""委员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
临时党委委员,"[""委员""]"
中共党员,"[""党员""]"
2014.08至今任山西焦煤运城盐化集团有限责任公司党委副书记,"[""书记""]"
南风化工集团股份有限公司党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
现任福建省燕京惠泉啤酒股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
四川沱牌舍得集团(酒业股份)有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
2016年2月至2016年8月任中交地产有限公司临时党委委员,"[""委员""]"
中共党员,"[""党员""]"
纪委书记,"[""书记""]"
党委常委,"[""常委""]"
纪委书记,"[""书记""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中石化西南石油局贵州石油基地服务中心党委书记,"[""书记""]"
纪委书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
机关党支部书记,"[""书记""]"
中石化西南油气分公司党政办公室接待科科长,"[""科长""]"
现任四川华星天然气有限责任公司党委委员,"[""委员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中国航发西控党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中国航发西控科技党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
党委委员,"[""委员""]"
党委常委,"[""常委""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
兼任燕京啤酒(衡阳)有限公司党委书记,"[""书记""]"
党委副书记.现任中国航发动力控制股份有限公司董事,"[""书记""]"
党委副书记.,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
现任中国振华集团永光电子有限公司党委书记,"[""书记""]"
2008.10-2011.04中国振华集团永光电子有限公司党委书记,"[""书记""]"
2011.04-2012.06中国振华集团永光电子有限公司党委书记,"[""书记""]"
2012.06-2014.01中国振华集团永光电子有限公司党委书记,"[""书记""]"
2017.09-2019.05中国振华集团永光电子有限公司党委书记,"[""书记""]"
2019.05-中国振华集团永光电子有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党总支书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
西控科技党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
西控公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中国航发西控党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
现任中国航发西控党委副书记,"[""书记""]"
中国航发西控科技党委副书记,"[""书记""]"
李明贤现任中国航发西控党委副书记,"[""书记""]"
中国航发西控科技党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任四川美丰化工股份有限公司党政办公室副主任,"[""主任""]"
中共党员,"[""党员""]"
党委常委,"[""常委""]"
党委委员,"[""委员""]"
任中航工业614所党委书记兼副所长,"[""书记""]"
任中国航发动力控制股份有限公司党组副书记,"[""书记""]"
任中国航发动力控制股份有限公司党组副书记,"[""书记""]"
任中国航发湖南动力机械研究所党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党支部书记,"[""书记""]"
党支部书记,"[""书记""]"
党支部书记,"[""书记""]"
中共党员,"[""党员""]"
第十二届党代会代表,"[""代表""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
纪委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
任华通置业有限公司临时党委副书记,"[""书记""]"
任华通置业有限公司临时党委书记,"[""书记""]"
2018年1月至今任中交地产股份有限公司总裁助理兼任华通置业有限公司临时党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
临时党委委员,"[""委员""]"
中交地产股份有限公司临时党委委员,"[""委员""]"
临时党委书记,"[""书记""]"
2011年8月至2014年10月任北京市国土资源局房山分局党组成员,"[""员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
现任中国航发西控党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2016年1月任土地经营事业部党支书记,"[""书记""]"
2017年5月至2018年7月任重庆金融后援服务有限公司党委书记,"[""书记""]"
2018年7月至今任重庆金融后援服务有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
临时纪委书记,"[""书记""]"
2015年4月至2017年2月任中交房地产集团有限公司临时党委委员,"[""委员""]"
中交地产有限公司临时党委书记,"[""书记""]"
2017年2月至今任中交房地产集团有限公司临时党委副书记,"[""书记""]"
临时纪委书记,"[""书记""]"
中共党员,"[""党员""]"
临时党委委员,"[""委员""]"
临时党委委员,"[""委员""]"
中共党员,"[""党员""]"
历任中航工业长空党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
历任中国航发西控党委书记,"[""书记""]"
中国航发西控科技党委书记,"[""书记""]"
中国航发北京长空党委书记,"[""书记""]"
中国航发北京航科党委书记,"[""书记""]"
中国航发北京长空党委书记,"[""书记""]"
中国航发北京航科党委书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
现任中国航发党组巡视组组长,"[""巡视组组长""]"
韩曙鹏先生现任中国航发党组巡视组组长,"[""巡视组组长""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
四川美丰天然气投资有限公司党委书记,"[""书记""]"
中国振华电子集团有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委书记兼湖南南方航空科技有限公司董事长,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
历任冶金研究所团支部书记,"[""书记""]"
水汽厂党总支书记,"[""书记""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
中冶葫芦岛有色金属集团有限公司党委委员,"[""委员""]"
现任中冶葫芦岛有色金属集团有限公司党委委员,"[""委员""]"
党委书记,"[""书记""]"
党委委员,"[""委员""]"
现任中冶葫芦岛有色金属集团有限公司党委委员,"[""委员""]"
历任锌业股份一冶炼厂党委书记,"[""书记""]"
锌业股份精锌冶炼厂党委书记,"[""书记""]"
任广西荣桂物流集团有限公司（前身为广西荣桂贸易公司）党委书记,"[""书记""]"
任广西荣桂物流集团有限公司党委书记,"[""书记""]"
党委专项巡察组副组长,"[""组长""]"
党委专项巡察组副组长,"[""组长""]"
历任葫芦岛锌厂团委书记,"[""书记""]"
党委书记,"[""书记""]"
纪委书记,"[""书记""]"
葫芦岛宏跃北方铜业有限责任公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
历任广西证券有限责任公司党支部书记,"[""书记""]"
党委副书记,"[""书记""]"
任国海证券股份有限公司党委副书记,"[""书记""]"
任国海证券股份有限公司纪委书记,"[""书记""]"
党委委员,"[""委员""]"
党组成员,"[""员""]"
机关党委书记,"[""书记""]"
任广西投资集团有限公司党委副书记,"[""书记""]"
