match,sentence
"[{""keyword"":""党委"",""positionStart"":25,""positionEnd"":27},{""keyword"":""党委"",""positionStart"":48,""positionEnd"":50}]","2017年9月至今,任海南海汽运输集团股份有限公司党委委员、专职副书记,海南海汽投资控股有限公司党委委员、专职副书记、职工监事"
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""党委"",""positionStart"":59,""positionEnd"":61}]","广州酒家集团股份有限公司党委委员、副总经理兼广州酒家集团餐饮管理有限公司董事长,现任广州酒家集团股份有限公司副董事长、党委副书记、总经理"
"[{""keyword"":""党总支"",""positionStart"":107,""positionEnd"":110},{""keyword"":""党总支"",""positionStart"":135,""positionEnd"":138},{""keyword"":""党办"",""positionStart"":42,""positionEnd"":44}]","1997年7月至2008年11月,历任海南华侨投资开发公司职员,海南省汽车运输总公司党办干事,海南省汽车运输总公司陵水公司副经理,海南省汽车运输总公司政治工作部经理、审计监察部部长,海南省汽车运输总公司海口省际总站党总支书记、副站长,海南海汽运输集团有限公司海口省际总站党总支书记、副站长,海南海汽运输集团有限公司办公室主任"
"[{""keyword"":""党委"",""positionStart"":26,""positionEnd"":28},{""keyword"":""纪委"",""positionStart"":31,""positionEnd"":33},{""keyword"":""纪委"",""positionStart"":36,""positionEnd"":38}]","2008年11月至今,任海南海汽运输集团股份有限公司党委委员、纪委委员、纪委书记"
"[{""keyword"":""党委"",""positionStart"":23,""positionEnd"":25},{""keyword"":""纪委"",""positionStart"":28,""positionEnd"":30}]","2011年1月至今,任海南海汽投资控股有限公司党委委员、纪委书记"
"[{""keyword"":""党委"",""positionStart"":55,""positionEnd"":57},{""keyword"":""党委"",""positionStart"":61,""positionEnd"":63},{""keyword"":""纪委"",""positionStart"":67,""positionEnd"":69}]","先后任中国建筑材料科学研究院水泥所副所长,中岩总公司总经理助理、常务副总经理,中国建筑材料科学研究院院长助理,党委副书记,党委副书记、纪委书记,副院长"
"[{""keyword"":""党组"",""positionStart"":85,""positionEnd"":87},{""keyword"":""党组"",""positionStart"":102,""positionEnd"":104},{""keyword"":""团委"",""positionStart"":26,""positionEnd"":28},{""keyword"":""团委"",""positionStart"":31,""positionEnd"":33},{""keyword"":""团委"",""positionStart"":43,""positionEnd"":45},{""keyword"":""团委"",""positionStart"":68,""positionEnd"":70},{""keyword"":""团委"",""positionStart"":74,""positionEnd"":76},{""keyword"":""区委"",""positionStart"":171,""positionEnd"":173},{""keyword"":""县委"",""positionStart"":114,""positionEnd"":116},{""keyword"":""县委"",""positionStart"":123,""positionEnd"":125},{""keyword"":""县委"",""positionStart"":148,""positionEnd"":150}]","周伟先生于1981年7月参加工作,历任四川省黔江地区团委干事、团委办公室副主任、主任、团委副书记,四川省秀山烟厂副厂长,重庆市黔江开发区团委副书记、团委书记、扶贫办主任、党组书记,重庆市黔江区扶贫办主任、党组书记,重庆市彭水自治县委常委、副县长,县委副书记、副县长、代理县长、县长,重庆市酉阳自治县委副书记、副县长、代理县长、县长,重庆市大足区委副书记,中国四联仪器仪表集团有限公司监事会主席等职"
"[{""keyword"":""党委"",""positionStart"":11,""positionEnd"":13},{""keyword"":""纪委"",""positionStart"":17,""positionEnd"":19}]","曾任四联集团公司董事、党委副书记、纪委书记,重庆川仪总厂有限公司副总经理、重庆川仪有限责任公司总经理等职"
"[{""keyword"":""党校"",""positionStart"":33,""positionEnd"":35},{""keyword"":""市委"",""positionStart"":31,""positionEnd"":33}]","江斐然,男,1973年5月出生,1992年至1995年,在天津市委党校学习"
"[{""keyword"":""党委"",""positionStart"":22,""positionEnd"":24},{""keyword"":""纪委"",""positionStart"":28,""positionEnd"":30}]",2008年1月至2014年4月任露水河林业局党委副书记、纪委书记
"[{""keyword"":""党委"",""positionStart"":47,""positionEnd"":49},{""keyword"":""党委"",""positionStart"":59,""positionEnd"":61},{""keyword"":""市委"",""positionStart"":36,""positionEnd"":38}]","1978年参加工作,历任寿光市寒桥乡副乡长、寿光市留吕乡副书记、寿光市团市委书记、寿光市道口镇党委书记、寿光市大家洼镇党委书记、寿光市房地产管理局局长等职务"
"[{""keyword"":""党委"",""positionStart"":18,""positionEnd"":20},{""keyword"":""纪委"",""positionStart"":24,""positionEnd"":26}]","历任山东海化纯碱厂总工程师、副厂长、党委副书记、纪委书记,山东海化天祥化工厂厂长"
"[{""keyword"":""中共"",""positionStart"":17,""positionEnd"":19},{""keyword"":""省委"",""positionStart"":21,""positionEnd"":23}]",入选山东省人民政府法律专家库成员、中共山东省委员会法律专家库成员、兼任山东省国资委法律顾问委员会委员
"[{""keyword"":""党委"",""positionStart"":104,""positionEnd"":106},{""keyword"":""团委"",""positionStart"":77,""positionEnd"":79},{""keyword"":""党群工作部"",""positionStart"":96,""positionEnd"":101}]","2006年起历任北京翠微大厦股份有限公司总经理办公室主管、主任助理、主任,物流管理部采购部见习经理、经理,翠微广场招商部总监助理,北京翠微大厦股份有限公司团委书记,工会副主席,人力资源部部长,党群工作部部长,党委办公室主任"
"[{""keyword"":""党委"",""positionStart"":17,""positionEnd"":19},{""keyword"":""党委"",""positionStart"":27,""positionEnd"":29},{""keyword"":""党群工作部"",""positionStart"":35,""positionEnd"":40}]",现任北京翠微大厦股份有限公司监事、党委委员、工会主席、党委办公室主任、党群工作部部长
"[{""keyword"":""党委"",""positionStart"":99,""positionEnd"":101},{""keyword"":""党委"",""positionStart"":121,""positionEnd"":123}]","孙晋:孙先生于1986年参加工作,历任中国机电设备成套服务中心副主任科员、主任科员,北京兴业设备成套公司副总经理,国内贸易部机电设备流通司办公室副主任、汽车处副处长,中国物流有限公司副总经理、董事、党委委员,中国诚通金属集团有限公司副总经理、党委书记、总经理"
"[{""keyword"":""党委"",""positionStart"":44,""positionEnd"":46},{""keyword"":""党组"",""positionStart"":49,""positionEnd"":51}]","林建清,1982年参加工作历任广州海运(集团)公司总经理助理、副总经理、中海集团副总裁、党委委员、党组成员、中国海运(中国香港)控股有限公司董事长等职务"
"[{""keyword"":""党委"",""positionStart"":17,""positionEnd"":19},{""keyword"":""纪委"",""positionStart"":22,""positionEnd"":24}]",现任北京翠微大厦股份有限公司董事、党委委员、纪委书记
"[{""keyword"":""中共"",""positionStart"":16,""positionEnd"":18},{""keyword"":""市委"",""positionStart"":20,""positionEnd"":22},{""keyword"":""市委"",""positionStart"":26,""positionEnd"":28}]",1992年7月至1999年5月任中共长春市委办公厅、市委政法委员会公务员
"[{""keyword"":""党委"",""positionStart"":40,""positionEnd"":42},{""keyword"":""党委"",""positionStart"":59,""positionEnd"":61}]","曾任山东省烟台海运总公司副总经理、山东省蓬莱港办事处主任、山东省蓬莱港务局局长兼党委书记、山东渤海轮渡有限公司总经理、党委副书记,渤海轮渡职工董事、常务副总经理"
"[{""keyword"":""党支部"",""positionStart"":47,""positionEnd"":50},{""keyword"":""党办"",""positionStart"":39,""positionEnd"":41}]","1992年参加工作,曾任辽渔集团董秘处副处长,董秘处处长,辽渔集团办公室主任、党办主任、机关一党支部书记"
"[{""keyword"":""党支部"",""positionStart"":43,""positionEnd"":46},{""keyword"":""支部"",""positionStart"":19,""positionEnd"":21}]","曾任辽渔集团财务处副处长,财务部部长、支部书记,辽渔集团有限公司副总经理、财务部部长兼党支部书记"
"[{""keyword"":""党支部"",""positionStart"":59,""positionEnd"":62},{""keyword"":""团委"",""positionStart"":18,""positionEnd"":20},{""keyword"":""团委"",""positionStart"":46,""positionEnd"":48}]","曾任山东蓬莱港务管理局政治处副处长、团委书记、1998-2015年历任渤海轮渡政治处副处长、团委书记、办公室主任、机关党支部书记、董事会秘书兼证券投资部部长、工会主席,2015年起任渤海轮渡董事会秘书"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""纪委"",""positionStart"":19,""positionEnd"":21}]",兰州兰石石油装备工程有限公司党委书记、纪委书记、副总经理
"[{""keyword"":""党委"",""positionStart"":83,""positionEnd"":85},{""keyword"":""党总支"",""positionStart"":47,""positionEnd"":50}]","历任兰石重装炼化分公司财务部副部长、部长,兰石重装财务部副部长、运营管理部副部长,炼化设备公司党总支副书记、工会主席,兰石重装证券部部长、证券事务代表兼任工会副主席、党委工作部部长、群工部部长等职务"
"[{""keyword"":""党委"",""positionStart"":68,""positionEnd"":70},{""keyword"":""纪委"",""positionStart"":74,""positionEnd"":76}]","曾任中都控股集团有限公司行政总经理、董事会秘书等职,现任宁波圣龙汽车动力系统股份有限公司董事、菱化实业董事长、圣龙集团副总经理、圣龙集团党委副书记兼纪委书记等职"
"[{""keyword"":""党委"",""positionStart"":16,""positionEnd"":18},{""keyword"":""纪委"",""positionStart"":22,""positionEnd"":24}]",历任永安林业(集团)股份有限公司党委副书记、纪委书记、监事会主席、工会主席、人力资源委员会副主任、审计室主任和永林蓝豹公司总经理
"[{""keyword"":""党委"",""positionStart"":40,""positionEnd"":42},{""keyword"":""党支部"",""positionStart"":34,""positionEnd"":37}]","曾任河南省新县医药局办公室副主任,河南羚锐制药股份有限公司工会主席、党支部书记、党委副书记、常务副总经理、董事、总经理、高级管理顾问委员会主任委员"
"[{""keyword"":""党组"",""positionStart"":8,""positionEnd"":10},{""keyword"":""党组"",""positionStart"":39,""positionEnd"":41}]","曾任江山市国税局党组成员、副局长,衢州市国税局柯城分局局长,衢州市柯城区国税局党组书记、局长"
"[{""keyword"":""党委"",""positionStart"":75,""positionEnd"":77},{""keyword"":""党委"",""positionStart"":102,""positionEnd"":104}]","历任安徽省财政厅国库集中支付中心副主任,安徽省国资委预算处处长、财务监督与评价处处长,安徽省皖投融资担保有限责任公司董事长,安徽省投资集团控股有限公司党委委员,安徽安振产业投资集团有限公司董事长、总经理、党委委员等职务"
"[{""keyword"":""党支部"",""positionStart"":36,""positionEnd"":39},{""keyword"":""党支部"",""positionStart"":110,""positionEnd"":113},{""keyword"":""党总支"",""positionStart"":47,""positionEnd"":50},{""keyword"":""党总支"",""positionStart"":85,""positionEnd"":88}]","沈国平女士历任上海港务局行政处生活科副主任科员,上海港海湾公司生活服务部党支部书记、经理、公司党总支副书记、副经理、工会主席,上海港务局行政处处长助理,上海港湾实业总公司党总支副书记、工会主席,上海新海龙餐饮管理有限公司党支部书记"
"[{""keyword"":""党支部"",""positionStart"":46,""positionEnd"":49},{""keyword"":""党支部"",""positionStart"":65,""positionEnd"":68}]","1996年7月至2018年6月,历任宝钢工程技术集团有限公司工程师、技改事业部副总经理兼技改党支部书记、水处理事业部总经理兼水处理党支部书记"
