keyword,description
加入中国共产党,"焦云,男,汉族,1967年7月出生,1989年7月参加工作,1989年4月加入中国共产党,本科学历,硕士学位,高级经济师,现任云南铝业股份有限公司党委书记、副总经理,润鑫公司、涌鑫公司、源鑫公司董事长。"
加入中国共产党,"宁德纲,男,汉族,1972年3月生,1996年7月参加工作,1994年12月加入中国共产党,大学本科学历,高级经济师。历任云南铝业股份有限公司市场营销部二科科长、副经理、供销党支部书记、证券法律和企业管理部主任、副总经济师兼证券法律和企业管理部主任、云铝国贸经营部副总经理,云南铝业股份有限公司党委副书记、纪委书记,云南铝业股份有限公司副总经理兼国贸经营中心总经理;现任云南铝业股份有限公司副总裁兼国贸经营中心总经理,云南云铝汇鑫经贸有限公司党委书记、董事长。"
加入中国共产党,"周飞,男,汉族,1979年11月生,2000年7月参加工作,2005年3月加入中国共产党,大学专科学历,工程师。历任云南云铝润鑫铝业有限公司电解厂计算站站长兼规划工程部设备科副科长、科长、规划工程部副主任,云南铝业股份有限公司副总工程师、鑫建安项目管理部副主任、工艺设备处处长,云南铝业股份有限公司总经理助理兼工程管理部主任,云南铝业股份有限公司副总经理;现任云南铝业股份有限公司副总裁。"
加入中国共产党,"丁吉林,男,汉族,1967年10月生,1989年7月参加工作,1994年12月加入中国共产党,博士研究生学历,工学博士,正高级工程师,现任云南冶金集团股份有限公司党委常委、副总经理、能源总监、能源管控中心主任,云南铝业股份有限公司副董事长,云南冶金集团慧能能源有限公司执行董事。"
加入中国共产党,"张正基,男,汉族,1964年6月生,1986年7月参加工作,1990年6月加入中国共产党,毕业于山东农业机械化学院农机机械专业,工学学士,成绩优异的高级工程师。历任经历如下:1982.09--1986.07,山东农业机械化学院农机机械专业大学毕业,1986.07--1990.05,山东张店化工厂环氧丙烷工程指挥部技术员,1990.05--1991.10,山东张店化工厂环氧丙烷车间副主任,1991.10--1993.01,山东张店化工厂二分厂P0车间副主任,1993.01--1994.03,山东东大化学工业公司环氧丙烷车间主任,1994.03--1994.11,山东东大化学工业公司环氧丙烷厂厂长助理,1994.11--1995.03,山东东大化学工业公司技术开发处副处长,1995.03--2004.04,山东东大化学工业(集团)公司副总工程师、总工程师,2004.04--2008.10,山东铝业公司副总工程师,2008.10--2015.03,山东铝业公司副总经理、副总工程师,2015.03--2016.05,中铝山东有限公司副总经理,2016.05--2016.12,中铝山东有限公司总经理,山东铝业有限公司党委副书记,2016.12--2017.03,中铝山东有限公司执行董事,山东铝业有限公司党委书记、总经理、工会主席,2017.03--2017.11,中铝山东有限公司执行董事,山东铝业有限公司党委书记、总经理,2017.11--2017.12,中铝山东有限公司执行董事,山东铝业有限公司党委书记、执行董事、总经理,2017.12--2018.02,中铝山东有限公司董事长,山东铝业有限公司党委书记、执行董事、总经理,2018.02--2018.12,中铝山东有限公司董事长,山东铝业有限公司党委书记、执行董事、总经理,中铝大学校务委员会副校长,中铝党校校务委员会副校长,现任中铝山东有限公司执行董事,山东铝业有限公司党委书记、执行董事、总经理,中铝党校校务委员会副校长,中铝大学校务委员会副校长。"
加入中国共产党,"梁新胜,1964年5月出生,陕西武功人,1985年7月参加工作,1985年5月加入中国共产党,工程师职称,大学学历。历任延安卷烟厂生产车间技术员,延安卷烟厂生产车间副主任,延安卷烟厂总工办主任兼党支部书记,咸阳卷烟厂副厂长,西安惠大化学工业有限公司二期建设组副组长、采购部部长、营业部部长,西安惠大化学工业有限公司副总经理(调研员)。"
加入中国共产党,"刘福生先生:男,汉族,1971年5月22日出生,籍贯河北丰润,1995年7月参加工作,1994年10月加入中国共产党,1995年7月毕业于河北工业大学技术经济专业,本科学历,经济师。现任唐山冀东装备工程股份有限公司董事会秘书。工作简历:1995.07-2002.07唐山冀东水泥股份有限公司股份办、证券部科员;2002.07-2008.08唐山冀东水泥股份有限公司证券部部长助理;2008.08-2011.07唐山冀东水泥股份有限公司董事会秘书室副主任;2011.07-2015.06陕西秦岭水泥(集团)股份有限公司董事会秘书;2015.06-2015.12冀东水泥铜川有限公司副总经理;2015.12-2016.11唐山冀东装备工程股份有限公司董事会秘书室副主任;2016.03-2016.11唐山冀东装备工程股份有限公司证券事务代表;2016.11-今唐山冀东装备工程股份有限公司董事会秘书。"
加入中国共产党,"李顺栋先生:男,汉族,1967年5月22日出生,籍贯河北邯郸,1986年12月参加工作,1997年7月加入中国共产党,1986年12月毕业于洛阳建材工业高等专科学校电气自动化专业,2013年6月毕业于燕山大学工商管理专业,硕士研究生,工程师。现任唐山冀东装备工程股份有限公司副总经理。工作简历:1986.12-1995.05冀东水泥厂电气处技术员;1995.05-1998.10冀东水泥厂电气处运行工段段长;1998.10-1999.12唐山冀东水泥股份有限公司技术部主任助理;1999.12-2002.02唐山冀东水泥股份有限公司制造分厂主任工程师;2002.02-2004.09鞍山冀东水泥有限责任公司副总经理;2004.09-2008.01唐山冀东水泥股份有限公司设备部部长;2007.06-2008.01唐山盾石电气有限责任公司总经理(兼);2008.01-2008.06临澧冀东水泥有限责任公司总经理;2008.06-2011.07唐山冀东水泥股份有限公司生产技术部部长;2011.07-2012.02奎山冀东水泥有限责任公司总经理;2012.02-2013.03唐山冀东水泥股份有限公司安全监察部部长;2013.03-2013.10包钢冀东水泥有限责任公司总经理;2013.10-2014.03唐县冀东水泥有限责任公司总经理;2014.03-2016.10唐山盾石电气有限责任公司总经理;2016.11-今唐山冀东装备工程股份有限公司副总经理。"
加入中国共产党,"张建锋先生:男,汉族,1975年8月20日出生,籍贯江苏吴县,1998年8月参加工作,1998年1月加入中国共产党,1998年8月毕业于武汉工业大学,外语系英语专业,文学学士,助理翻译。现任北京金隅股份有限公司董事会工作部部长。工作简历:1994.09-1998.08武汉工业大学外语系英语专业学生1998.08-2002.09北京建材集团有限责任公司外经处干部2002.09-2005.01北京建材集团有限责任公司外经处处长助理2005.01-2008.03北京金隅集团有限责任公司对外合作部副部长2008.03-2009.06北京金隅股份有限公司公共关系部副部长2009.06-2009.08北京金隅股份有限公司办公室副主任2009.08-2016.03北京金隅股份有限公司董事会工作部副部长2016.03-2017.12北京金隅股份有限公司董事会工作部部长2017.12-今北京金隅集团股份有限公司董事会工作部部长2016.11-今唐山冀东装备工程股份有限公司董事。"
加入中国共产党,"李雨森:男,满族,1962年10月出生,籍贯河北遵化,1983年7月参加工作,1989年1月加入中国共产党,1983年7月毕业于河北机电学院机械工程系金属材料及热处理专业,学士学位,高级工程师。现任唐山冀东装备工程股份有限公司运营管理部副部长、监事。工作简历:1983.07-1994.04唐山水泥机械厂铸球分厂从事专业技术工作1994.04-1995.11唐山水泥机械厂技术处负责工厂产品的热处理工艺设计、油漆及包装工艺设计工作1995.11-1996.08唐山水泥机械厂技术处处长助理,副处长职务,负责生产技术准备工作,并兼管工厂产品的热处理工艺设计工作1996.08-2001.01唐山水泥机械厂热处理分厂厂长2001.01-2001.05唐山水泥机械厂厂办室主任兼企管处处长2001.05-2001.12唐山水泥机械厂企业管理部部长2001.12-2002.04唐山水泥机械厂铸造分厂党总支书记兼工会分会主席2002.04-2003.09唐山水泥机械厂技术部部长兼生产技术党支部书记2003.09-2004.10唐山盾石机械制造有限责任公司副总工程师兼技术部部长、生产技术党支部书记2004.10-2004.12唐山盾石机械制造有限责任公司副总工程师兼技术部部长、新产品开发部部长、生产技术党支部书记2004.12-2005.05唐山盾石机械制造有限责任公司副总工程师兼新产品开发部部长、生产技术党支部书记2005.05-2005.12唐山盾石机械制造有限责任公司副总工程师兼生产技术党支部书记2005.12-2006.05唐山盾石机械制造有限责任公司副总工程师兼技术部部长、生产技术党支部书记2006.05-2007.05唐山盾石机械制造有限责任公司副总工程师兼制造本部技术总监、党支部书记2007.05-2008.10唐山盾石机械制造有限责任公司副总工程师兼制造本部技术总监、技术开发与管理中心党支部书记2008.10-2009.03唐山盾石机械制造有限责任公司质量总监兼生产技术党支部书记2009.03-2014.04唐山盾石机械制造有限责任公司总工程师兼企业ISO9001质量保证体系管理者代表2014.04-2016.02唐山冀东装备工程股份有限公司生产技术管理部副部长、工程机械分厂厂长兼唐山盾石机械制造有限责任公司总工程师;公司及唐山盾石机械制造有限责任公司企业ISO9001质量保证体系管理者代表2016.02-2016.06唐山盾石机械制造有限责任公司副总经理兼总工程师、兼唐山冀东装备工程股份有限公司ISO9001质量保证体系管理者代表2016.06-2016.11唐山冀东装备工程股份有限公司运营管控中心副总监兼唐山冀东装备工程股份有限公司ISO9001质量保证体系管理者代表2016.11-今唐山冀东装备工程股份有限公司运营管理部副部长兼唐山冀东装备工程股份有限公司ISO9001质量保证体系管理者代表2012.04-今唐山冀东装备工程股份有限公司监事。"
加入中国共产党,"王玉敏,女,汉族,1965年3月30日出生,1986年8月参加工作,1986年5月加入中国共产党,1986年7月毕业于上海建筑材料工业学院机电系建材自动化专业,2007年毕业于武汉理工大学管理学院工商管理专业,本科学历。现任中国建材机械工业协会常务副会长。工作简历:1986.08-1999.08中国建材技术装备总公司职员1999.08-2000.09中国建材机械工业协会秘书2000.09-2003.12中国建材机械工业协会副秘书长2003.12-2014.04中国建材机械工业协会秘书长2014.04-今中国建材机械工业协会常务副会长。"
加入中国共产党,"吴国平先生,1969年10月出生,汉族,四川宜宾人,本科学历,1989年8月参加工作,2005年11月加入中国共产党。1989年8月至2009年7月期间,在宜宾市翠屏区审计局工作,曾担任行政事业科副科长、经济责任审计分局副局长等职务。2009年7月至2010年1月,在宜宾市翠屏区财政局工作。2010年1月至2015年5月期间,在宜宾市审计局工作,曾担任农业与资源环保外资审计科副科长,主持农业与资源环保外资审计科工作。现任宜宾五粮液股份有限公司职工监事,审监部副部长。"
加入中国共产党,"岳殿民,男,汉族,1971年5月30日出生,1995年8月参加工作,1994年10月1日加入中国共产党,2008年6月毕业于天津财经大学会计学专业,博士研究生学历。现任河北工业大学经济管理学院教授。工作简历:1995.08-2001.08石家庄经济技术开发区国税局科员2001.09-2002.07河北工业大学经济管理学院助教2002.08-2008.11河北工业大学经济管理学院讲师2008.12-2015.10河北工业大学经济管理学院副教授2015.11-今河北工业大学经济管理学院教授2017.07-今唐山冀东装备工程股份有限公司独立董事。"
加入中国共产党,"刘振彪先生:男,汉族,1964年8月9日出生,籍贯河北唐山,1986年8月参加工作,1986年7月加入中国共产党,1986年7月毕业于上海建材学院机电系建材机械专业;工学博士,教授级高级工程师。工作简历:1983.09-1986.07上海建材学院机电系建材机械专业学习1986.08-1993.01河北省冀东水泥厂机械处任技术员、助理工程师、工程师1993.01-1994.09河北省冀东水泥厂机修车间任副段长1994.09-1998.03唐山冀东水泥股份有限公司机修车间任主任助理、副主任(1995.09-1997.12中央党校函授学院经济管理专业学习,获得本科学历)1998.03-1999.03唐山冀东水泥股份有限公司机械处任第一副处长1999.03-1999.12唐山冀东水泥股份有限公司机电分公司第一副经理1999.12-2000.09唐山冀东水泥股份有限公司制造分厂任副厂长2000.09-2001.05河北省冀东水泥集团有限责任公司技术部任部长2001.05-2005.09唐山盾石机械制造有限责任公司总经理(2002.09-2005.01燕山大学机械工程学院机械工程专业学习,获工程硕士学位)(2005.01-2011.09燕山大学机械工程学院机械设计及理论专业学习,获工学博士学位)2005.09-2006.06燕山大学机械工程学院机械设计及理论专业脱产学习2006.06-2009.02中国中材国际工程股份有限公司任研发装备部副经理2009.02-2011.11河南中材环保有限公司董事长2011.11-2012.02河南中材环保有限公司董事长兼总经理2012.02-2017.10河南中材环保有限公司董事长2017.10-今唐山冀东装备工程股份有限公司总经理2017.11-今唐山冀东装备工程股份有限公司董事。"
加入中国共产党,"罗熊先生:男,汉族,1976年9月26日出生,2005年1月参加工作,1997年3月加入中国共产党,2004年10月毕业于中南大学,计算机应用技术,工学博士,教授,博士生导师。现任北京科技大学计算机系主任。工作简历:2005.01-2006.12清华大学计算机系助理研究员2006.12-2007.10北京科技大学信息工程学院讲师2007.11-2014.03北京科技大学计算机系副教授、副主任2012.04-2013.04美国亚利桑那州立大学访问学者2014.04-2016.08北京科技大学计算机系副教授、系常务副主任2014.04-今北京科技大学博士生导师2016.07-今北京科技大学教授2016.09-今北京科技大学计算机系主任2016.11-今唐山冀东装备工程股份有限公司独立董事。"
加入中国共产党,"张廷秀:男,汉族,1975年12月出生,籍贯内蒙赤峰,2001年7月参加工作,2000年1月加入中国共产党,2001年6月毕业于辽宁科技大学法学专业,燕山大学工商管理硕士,中级经济师。现任冀东发展集团有限责任公司法律事务部副部长;唐山冀东装备工程股份有限公司监事。工作简历:2001.07-2007.07冀东水泥集团纪委、监察审计部,水泥股份审计部,任法务室法律事务员、法务主管;2007.07-2008.08冀东水泥股份公司滦津大区任审计部长,冀东水泥马达加斯加项目部审计部长、冀东水泥丰润有限公司审计部长、唐县公司、涞水公司审计部长;2008.08-2011.11唐山盾石机械制造有限公司总经理助理、综合部主任(兼)、审计部长(兼);2011.11-2013.07冀东装备工程股份公司法务部部长助理、审计部部长助理、综合管理总监助理(兼);冀东装备监事会监事;2013.07-2014.03唐山盾石机械制造有限公司副总经理;任冀东装备监事会监事;2014.03-2016.10冀东装备工程股份公司风控部副部长,审计部副部长;冀东装备监事会监事;2016.10-今冀东发展集团有限责任公司法律事务部副部长;冀东装备监事会监事。"
加入中国共产党,"訾迅霆,男,汉族,1972年10月出生,山东肥城人,研究生学历,高级工程师。1993年7月参加工作,1997年8月加入中国共产党。历任云南冶炼厂电解分厂副工区长、团总支书记,云铜集团劳动人事部(社会保障部)副主任科员、党委组织部干部科副科长、干部处(组织部)干部科科长,谦比希铜冶炼有限公司总经理助理,云铜集团规划发展部副主任,云南铜业冶炼加工总厂党委副书记、纪委书记、工会主席,现任赤峰云铜党委书记、副总经理,喀喇沁旗云铜家政服务有限公司执行董事、总经理。"
加入中国共产党,"曹宇,男,汉族,1978年5月出生,四川阆中人,研究生学历,政工师。2000年7月参加工作,1999年10月加入中国共产党,历任云铜集团人力资源部副主任科员、主任科员、党政办公室业务经理,现任云南迪庆有色金属有限责任公司党委副书记、纪委书记、工会主席(正处级)。"
加入中国共产党,"庞磊,男,1981年10月出生,山东枣庄人,汉族,大学本科学历,高级会计师,2002年7月参加工作,2008年8月加入中国共产党。历任琼苑宾馆职员,海南省水利电力集团有限公司财务部会计,海南省南海渔业集团有限公司财务部副经理、经理,海南省金林投资集团有限公司财务部副总经理、总经理,海南华厦投资管理有限公司副总经理财务总监,海南通安实业有限公司财务总监,海南海钢集团有限公司计划财务部总经理。现任海南海钢集团有限公司总会计师,海南国际资源集团股份有限公司董事,海南高速公路股份有限公司监事会主席,海南矿业股份有限公司监事会主席。"
加入中国共产党,"黄邵明,男,汉族,1961年5月出生,湖南邵阳人,1985年1月加入中国共产党,1981年2月参加工作,大学本科学历,工商管理硕士学位,高级经济师。1981年2月至1986年2月,任职邵阳市邮电局;1986年2月至1996年5月,历任邵阳市委办公室机要处干部、副科长、副主任(正科级),邵阳市政府办公室秘书二科正科级秘书、驻深圳联络处副主任、主任;1996年5月至2000年9月,历任中国建设银行邵阳市分行副行长、党组副书记,行长、党组书记;2000年9月至2019年6月,历任中国建设银行湖南省分行计划财务处处长、总经理,建设银行长沙市华兴支行行长,建设银行湖南省分行集团客户部总经理、公司业务部副总经理(总经理级)兼公司与机构业务委员会副主任、中小企业金融服务部总经理、资深客户经理(公司级机构业务,专业技术二级),2019年6月至今,任职中国建设银行湖南省分行资深专员。"
加入中国共产党,"任茂辉,男,汉族,1965年9月生,湖南岳阳人,1985年4月加入中国共产党,1985年7月参加工作,中央党校法律专业毕业,本科学历。历任岳化总厂教培中心团委书记、岳阳团市委青工部副部长,岳阳市委组织部副科级组织员、正科级组织员、研究室副主任、岳阳市委组织部正科级组织员、干部科副科长、岳阳市委组织部干部科科长,临湘市委副书记、党校第一校长,岳阳市纪委副书记。现任湖南华菱钢铁集团有限责任公司党委委员、纪委书记,湖南华菱钢铁股份有限公司第六届监事会主席。"
加入中国共产党,"朱有春,男,汉族,1968年2月11日出生,湖南双峰人,大专学历,经济管理专业。1989年8月参加工作,1998年6月加入中国共产党。1989年8月进入华菱钢管,历任华菱钢管炼钢分厂电炉炉长、冶炼工段段长、内部厂长助理、炼钢分厂厂长助理,衡阳鸿鑫实业有限公司副经理,衡阳鸿涛机械加工有限公司副经理,衡钢炼钢分厂副厂长,华菱钢管物流中心副主任,炼钢分厂党委副书记兼纪委书记、工会主席、副厂长,华菱钢管炼钢分厂党委书记兼纪委书记、工会主席、副厂长。2017年9月至今,任华菱钢管工会副主席,兼衡钢集团社区管理办副主任、党委副书记、纪委书记、工会主席。"
加入中国共产党,阳向宏：副总经理，董事会秘书。男，汉族，1972年9月出生，湖南衡南人，1994年12月加入中国共产党，1991年7月参加工作，本科学历，工商管理硕士。先后任衡钢集团炼钢分厂技术员、电炉炉长、副工段长、办公室副主任，衡钢集团总经理办秘书、副主任，衡钢集团党委办主任、总经理办主任兼档案管理处处长，华菱钢铁人力资源部部长，华菱钢铁证券部部长，华菱钢铁总经济师，华菱钢铁董事会秘书。现任湖南华菱钢铁集团有限责任公司副总经理、董事会秘书。
加入中国共产党,"潘晓涛,男,汉族,1965年7月出生,湖南常德人。1987年7月参加工作,1985年5月加入中国共产党,研究生学历、高级政工师。1987年7月毕业于湖南大学衡阳分校安全工程、工业卫生工程专业;1987年7月进入华菱涟钢,历任二炼钢厂任技术员、团委书记兼行政干事、维修工段党支部书记、劳资科科长兼机关党支部书记、党委副书记(主持工作)兼第一副厂长,动力厂副厂长兼工会主席,烧结厂党委书记、纪委书记、工会主席,安全环保部部长,炼铁厂党委书记、纪委书记、工会主席。2012年4月至今,任公司工会副主席、工会工作部部长,机关党委书记、纪委书记、工会主席。"
加入中国共产党,曹志强：董事长。男，汉族，1975年7月生，湖南双峰人，2004年6月加入中国共产党，1997年8月参加工作，北京科技大学冶金工程系钢铁冶金专业毕业，在职研究生学历，工学博士学位，研究员级高级工程师。历任湘钢第二高线厂准备车间副主任（主持工作）、厂长助理、副厂长（主持工作），湘钢第二棒材厂厂长，湘钢科技开发中心（总工程师室）主任，湘钢总经理助理，湘钢副总经理，湘钢执行董事、总经理，现任湖南华菱钢铁集团有限责任公司党委书记、董事长。
加入中国共产党,"汤建华,男,汉族,1968年10月出生,湖南益阳人,2001年3月加入中国共产党,1990年8月参加工作,本科学历,工程师,历任湖南华菱湘潭钢铁有限公司生产部部长、市场部部长、销售部部长、管理创新部部长。现任湖南华菱钢铁集团有限责任公司人力资源与企业管理部部长、董监事办公室主任、组织部长,湖南华菱钢铁股份有限公司第六届监事会监事。"
加入中国共产党,"蒋德阳,男,汉族,1965年8月14日出生,重庆市梁平人,本科学历,重庆大学钢铁冶金专业。1988年7月参加工作,1988年3月加入中国共产党。1988年7月至1992年5月在四川涪陵钢铁厂工作。1992年6月进入华菱湘钢,历任第二炼钢厂连铸车间副书记兼副主任,第二炼钢厂连铸车间支部书记兼第一副主任、连铸车间主任,第二炼钢厂总工程师、副厂长,第二炼钢厂党委书记兼纪委书记、工会主席、副厂长,渣钢回收加工厂党委书记兼纪委书记、工会主席、副厂长,渣钢回收加工厂厂长,宽厚板厂党委书记兼纪委书记、工会主席、副厂长。2016年2月至今任华菱湘钢工会副主席。"
加入中国共产党,"张建平,男,汉族,浙江瑞安人,1966年3月出生,1991年7月参加工作,1984年12月加入中国共产党,对外经济贸易大学国际商学院国际经济与贸易专业,研究生学历,博士学位,教授,现任对外经济贸易大学国际商学院教授、资本市场研究中心主任,中国第一重型机械股份公司第四届董事会独立董事、审计委员会主席、战略委员会委员、提名委员会委员、薪酬与考核委员会委员。二、工作简历:1991.07--1993.12对外经济贸易大学教师1993.12--1994.12对外经济贸易大学国际企业管理系国际财务教研室主任1994.12--1999.10对外经济贸易大学会计与财务管理学系主任1999.10--2010.10对外经济贸易大学国际商学院副院长2010.10--2014.12对外经济贸易大学国际商学院教授2014.12-2019.06对外经济贸易大学国际商学院教授、资本市场研究中心主任2019.06--2020.01对外经济贸易大学国际商学院教授、资本市场研究中心主任,中国第一重型机械股份公司第四届董事会独立董事、审计委员会主席、薪酬与考核委员会委员2020.01--对外经济贸易大学国际商学院教授、资本市场研究中心主任,中国第一重型机械股份公司第四届董事会独立董事、审计委员会主席、战略委员会委员、提名委员会委员、薪酬与考核委员会委员。"
加入中国共产党,"沈锐先生,男,1962年10月出生,汉族,云南昆明人,1986年9月加入中国共产党,1980年11月参加工作,在职硕士研究生学位,高级经济师。最近5年曾先后任农业银行云南省分行党委委员、行长助理、副行长,云南红塔方信资本管理有限公司总经理,云南能源金融控股有限公司常务副总经理、总经理,云南能投资本投资有限公司总经理、党委副书记。"
加入中国共产党,"王振京先生,男,1964年12月出生,汉族,河南南阳人,2005年6月加入中国共产党,1985年8月参加工作,大学本科学历,高级会计师。最近5年历任中电投融和控股投资有限公司执行董事、总经理、党组书记,国家电投财务有限公司董事长、党组成员,国家电投集团资本控股有限公司执行董事、党组书记。现任国家电投集团资本控股有限公司董事长、党委书记。"
加入中国共产党,"高长革先生,男,1969年12月出生,汉族,辽宁丹东人,2004年12月加入中国共产党,1991年8月参加工作,全日制硕士研究生,高级经济师。最近5年历任国家核电技术有限公司财务与资产管理部副主任、副总经理,国家核电技术公司资本运营部副总经理,国家电力投资集团有限公司资本运营部(专职董监事办公室)副主任,国家核电技术公司资本运营部副总经理,国家电力投资集团有限公司资本运营部(专职董监事办公室)副主任。"
加入中国共产党,"赵长利,男,1974年9月出生,汉族,吉林德惠人,1997年6月加入中国共产党,1993年7月参加工作,在职研究生学历,硕士学位,高级会计师。曾先后任中电投融和控股投资有限公司党组成员,中电投财务有限公司党组成员、副总经理,中电投资金结算管理中心副主任,国家电投集团资本控股有限公司党组成员、党委委员、副总经理,四川省交通运输厅党组成员、副厅长(挂职)。现任国家电投集团资本控股有限公司总经理、党委副书记。"
加入中国共产党,"李固旺,男,汉族,1962年7月出生,河南叶县人,1983年2月参加工作,1993年11月加入中国共产党,2003年6月毕业于武汉大学企业管理专业,研究生学历,硕士学位,高级工程师。现任国家电投集团河北电力有限公司执行董事、总经理、党组书记;国家电投集团石家庄东方能源股份有限公司董事长、党委书记。2012.03-2014.10中电投西北分公司(黄河公司)党组书记、副总经理2014.10-2016.02黄河上游水电有限责任公司董事、总经理、党组副书记(其间:2014.10-2015.11兼中电投西北分公司党组副书记、副总经理)2016.02-今现任国家电投集团河北电力有限公司执行董事、总经理、党组书记;国家电投集团石家庄东方能源股份有限公司董事长、党委书记。"
加入中国共产党,"李庆锋先生,男,1977年7月出生,汉族,河北石家庄人,2005年6月加入中国共产党,2000年7月参加工作,大学本科学历,硕士学位,高级会计师、经济师。最近5年曾先后任广西电网公司桂林供电局副局长,南方电网资本控股有限公司投资部主任。"
加入中国共产党,"徐锴,男,1962年6月出生,汉族,辽宁盖县人,1986年8月参加工作,1985年12月加入中国共产党,1999年7月毕业于华北电力大学(北京)工商管理学院管理工程(电力企业管理方向)专业,本科学历,高级工程师。现任国家电投集团石家庄东方能源股份有限公司纪委书记、工会主席;国家电投集团河北电力有限公司党组成员、纪检组组长、工会主席。"
加入中国共产党,"轩世杰,男,1956年6月出生,汉族,河北定县人,1972年3月参加工作,1983年12月加入中国共产党,1978年2月毕业于清华大学供热与通风专业,本科学历,正高级工程师职称。最近5年主要工作简历:2009.05-2010.09石家庄东方热电集团有限公司总经理、党委副书记、董事、党委委员,石家庄良村热电有限公司总经理、董事,2010.09-2011.12中电投河北分公司党组成员、副总经理,2011.12-2014.05中电投河北电力有限公司党组成员、副总经理。现任石家庄东方能源股份有限公司副总经理,兼任中电投河北电力有限公司副总经理。"
加入中国共产党,"杨柳勇,中国国籍,男,浙江桐乡人,1964年出生,浙江大学管理学博士,现任浙江大学金融学教授,浙江大学金融研究院副院长。1984年加入中国共产党,1987年参加工作。1980年至1984年在浙江大学农业经济学专业学习,1984年至1987年在浙江大学农业经济学专业学习(硕士研究生),1987年至今任浙江大学金融系教师(其中:1996年至2001年在浙江大学农业经济与管理专业学习[博士研究生]),横店集团东磁股份有限公司独立董事。"
加入中国共产党,"沈锐先生,男,1962年10月出生,汉族,云南昆明人,1986年9月加入中国共产党,1980年11月参加工作,在职硕士研究生学位,高级经济师。最近5年曾先后任农业银行云南省分行党委委员、行长助理、副行长,云南红塔方信资本管理有限公司总经理,云南能源金融控股有限公司常务副总经理、总经理,云南能投资本投资有限公司总经理、党委副书记。"
加入中国共产党,"尹秋岩先生,1964年9月生,汉族,江苏无锡人。1990年加入中国共产党,1986年7月参加工作,博士学位。1986年毕业于国防科技大学电子技术系,1986年至1991年在原国防科工委测量通信总体研究所工作,工程师;1992年至1999年在原国防科工委科技部航天技术局工作,参谋;1999年至2015年在原总装备部电子信息部航天装备局工作,历任参谋、副局长;2016年7月退出现役。现任哈尔滨工业大学特聘研究员。"
加入中国共产党,"王建立,男,1971年6月出生,籍贯山东省曲阜,研究生学历,博士学位,1994年7月参加工作,2000年12月加入中国共产党。现任中国科学院长春光学精密机械与物理研究所副所长。1990年9月至1994年7月在安徽工学院机械制造工艺与设备专业学习,1994年7月至1996年8月在首钢通用机械厂工作,1996年8月至1999年4月在中科院长春光机所机械制造及自动化专业学习,1999年4月至2002年4月在中科院长春光机所机械制造及自动化专业学习,2002年4月至2004年2月在中科院长春光机所工作(其间:2002年9月任副研究员),2004年2月至2007年2月中科院长春光机所光电对抗部副主任(其间:2005年9月任研究员),2007年2月至2015年6月任中科院长春光机所光电探测室主任,2015年6月至2018年4月任中科院长春光机所所长助理,2018年4月至今任中科院长春光机所副所长。"
加入中国共产党,"王国峰,男,汉族,1964年8月生,山西省长治市沁县人。中央党校本科学历,助理统计师,1993年09月加入中国共产党。1984年9月至1989年10月长治市汽车配件公司任科员。1989年11月至1990年12月长治市城建局科员。1991年1月至2005年3月任长治市信托投资公司证券部、办公室副主任;2005年4月至2015年03月任长治市行政事业单位国有资产管理中心副主任;2012年3月至2015年3月任长治市财银资产管理有限公司总经理;2015年4月至2015年9月任长治市行政事业单位国有资产管理中心副主任(主持工作);2015年9月2017至年10月任长治市行政事业单位国有资产管理中心主任;2017年10月至今任长治市投资建设开发有限公司执行董事兼总经理。"
加入中国共产党,"古上,女,1979年5月出生,研究生学历,工商管理硕士,高级经济师,中国国籍,无境外永久居留权。2001年7月参加工作,2008年11月加入中国共产党,现任广州高新区投资集团有限公司金融资产部总经理兼广州国聚风险投资有限公司董事长。"
加入中国共产党,"龙九文,中国国籍,男,汉族,湖南湘潭县人,1966年9月出生,1988年7月参加工作,大学本科学历,毕业于武汉大学经济系经济学专业,1993年6月加入中国共产党,高级经济师职称,律师资格,市人大代表。1988年7月至1995年5月,任株洲市计委综合计划科、工业交通能源科科员;1995年5月至1996年4月,任株洲市计委财贸计划科副科长;1996年4月至2000年6月,任株洲市计委国民经济综合科科长(其间:1997年12至1998年12月,醴陵市南桥镇高峰村建整扶贫,任工作组组长);2000年6月至2002年2月,任株洲市国有资产投资经营有限公司经营部主任;2002年2月至2009年10月,任株洲市国有资产投资经营有限公司党组成员、副总经理;2009年10月至2015年7月,任株洲市国有资产投资控股集团有限公司党委委员、副总经理;2015年7月至2018年10月,任株洲市国有资产投资控股集团有限公司党委委员、总经理;2018年10月至2020年3月,任株洲市教育投资集团有限公司党委书记、董事长;2020年5月起任公司党委副书记、董事、副董事长。"
