报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.5,0.49,0.64,0.52,0.39,0.48,0.44,-0.01,5.05,3.69,0.03,-0.3,-0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.01,--,-5.95,-5.98,-5.68,-5.6,-5.72,-5.52,-5.35,-5.29,-3.37,0.24,0.2,0.35,2.7,2.55,2.45,2.76,2.91,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,--,--,-0,-0.01,-0,0.1,0.05,-0.04,-0.01,0.11,-0.1,0.04,0.08,--,--,--,--,0,--,--,--,
主营业务收入(万元),1006381,785254,719326,585694,433151,501001,522780,0,11,148,185,170,180,0,8184,14261,7727,671,51419,73984,101666,96328,88187,46750,51470,59450,38714,40869,13924,18600,
主营业务利润(万元),134293,116022,126753,103567,76982,90438,92704,0,11,-197,185,170,180,0,1120,1639,1314,525,6402,10363,15669,15012,-9040,-3789,-3709,146,-1921,-912,0,0,
营业利润(万元),93930,86197,92134,64934,52277,65923,61370,-369,-669,-3460,-3370,-3221,-2213,1107,-3975,-5537,-4772,-24124,-53556,613,1441,-18939,-7876,-2228,-3243,939,-1425,-273,0,0,
投资收益(万元),58201,66719,49817,44617,43579,47142,43758,14,20,295,18,-60,163,723,-2129,-15,4434,-1476,-3266,1857,6268,-20109,18651,5657,5311,10966,13579,6746,0,0,
营业外收支净额(万元),964,4010,-4190,5649,1338,4328,833,0,146276,109985,4180,-5294,5,36,877,792,1533,-31049,-41318,1281,1382,0,0,0,0,0,-246,0,--,--,
利润总额(万元),94894,90207,87944,70583,53615,70251,62204,-369,145606,106524,810,-8515,-2208,1866,-5228,-4760,1195,-56649,-98134,3754,9092,-38673,5770,3889,2477,12400,11907,6398,1490,2227,
净利润(万元),89100,88164,83155,67671,50322,62638,54301,-369,145606,106524,810,-8515,-2208,1866,-5718,-4794,1139,-56649,-99538,420,5022,-40821,4334,2858,2013,11731,11540,6398,1436,2078,
净利润(扣除非经常性损益后)(万元),85428,79082,80693,64950,49026,59108,53693,-383,-689,-1930,-2672,-2593,-2438,-1624,-6595,-5844,-4425,-27205,-62712,-863,-1018,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),36616,34209,46290,60077,33365,35986,-7491,-297,114,20,-17,-37,-318,-8,2750,1370,-1074,-194,3117,-2940,11399,2338,--,--,--,--,0,--,--,--,
现金及现金等价物净增加额(万元),-21612,10440,30272,26001,35900,25478,-26831,-132,126,20,-1,3,-7,-1,-1714,-1019,2556,-1830,-12929,-1735,3834,-2523,--,--,--,--,0,--,--,--,
总资产(万元),1292060,1168213,1036435,907299,808538,727111,711035,2461,6617,73289,4189,1796,2715,2983,3920,29846,37829,20326,44449,143828,162068,153847,210791,205224,189115,167810,135201,83979,--,--,
流动资产(万元),680046,592036,535962,437723,374441,324671,320561,2461,6617,73289,2943,375,632,565,1426,15754,22356,8128,23530,99789,113994,101267,108093,86365,83981,71470,70472,38150,--,--,
总负债(万元),546692,455421,403993,329803,278046,250887,286242,2625,6413,73289,175690,174150,166555,164614,168837,181535,184709,172813,142580,132132,151771,139516,130406,130429,117587,95198,71373,69063,--,--,
流动负债(万元),454098,375936,317746,249891,194308,191756,221218,2625,6413,73289,102241,100701,97361,164614,168837,181535,184709,172813,142580,132132,151878,139678,130406,130429,115161,92326,70495,67505,--,--,
股东权益不含少数股东权益(万元),666030,638013,575075,517407,468443,430426,379506,-165,204,-0,-171501,-172354,-163839,-161632,-164917,-159199,-154447,-152517,-97177,7009,5769,10104,77944,73497,70685,72268,63828,14620,--,--,
净资产收益率加权(%),13.77,14.53,15.22,13.73,11.19,15.55,15.41,0,-105.87,--,--,--,1.36,0,--,--,-0.74,--,--,12.57,--,--,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
