报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.47,0.47,0.44,0.37,0.49,0.65,0.55,0.31,0.44,0.52,0.1,-0.22,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.99,1.67,1.15,1.05,1.28,1.26,1.24,1.76,2.13,1.9,1.92,2,1.82,2.22,3.23,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.66,0.22,0.07,0.28,0.02,-0.11,-0.01,0.24,-0.01,0.59,0.13,0.2,0.02,0.47,--,--,--,--,
主营业务收入(万元),653051,667308,610171,522443,482493,490161,308270,244882,258454,230667,128998,116807,107475,85178,90443,81552,74261,73490,60003,39411,19614,15102,12560,12599,11383,13108,
主营业务利润(万元),103755,107282,95590,91283,81581,98913,53245,44552,42841,43507,18140,16264,13714,8702,5994,13502,15750,15647,9867,7824,5291,4594,2415,3595,2477,2637,
营业利润(万元),33350,35978,31443,26919,29936,30637,24165,17931,19907,24832,4970,-5203,1508,-3122,-8743,4172,6162,7339,3935,3049,3441,2786,2575,2555,2501,2628,
投资收益(万元),6792,8707,8872,6272,8333,7314,14891,7344,9208,8824,11351,2985,3718,3404,-2727,446,1308,1277,2062,2700,419,212,31,0,1,0,
营业外收支净额(万元),76,-2634,69,585,1495,14888,89,-183,419,-442,-69,-752,--,198,-473,-108,493,-126,-13,181,216,0,0,--,--,--,
利润总额(万元),33426,33344,31512,27504,31431,45525,24253,17748,20326,24390,4900,-5956,1038,480,-11943,4510,7967,8493,5985,5929,4174,3087,2681,2554,2488,2628,
净利润(万元),14781,14691,13924,11667,15315,20294,17110,9690,13752,16385,3036,-7050,460,265,-11542,3651,5248,7061,5045,5193,3587,2722,2459,1730,1667,1761,
净利润(扣除非经常性损益后)(万元),14096,14355,13409,11303,14071,13483,16854,9051,11774,16779,3086,-6100,398,-289,-11549,3330,4063,5841,4253,4252,3490,--,--,--,--,--,
经营活动产生的现金流量净额(万元),48182,43579,60776,38794,56235,36209,22934,31072,20782,6833,2118,8833,602,-3585,-316,7530,-268,13831,2627,4113,221,4015,--,--,--,--,
现金及现金等价物净增加额(万元),6056,17315,10659,-8891,15482,21415,3083,1628,5204,1065,324,-73,-1205,936,2495,-1713,-3567,-6142,4911,1559,5046,637,--,--,--,--,
总资产(万元),628773,585880,543175,473494,430317,424329,263677,185145,204129,167297,129902,114231,122217,115395,109379,112919,103685,100640,87740,75340,41006,34386,27156,16224,11075,7475,
流动资产(万元),425866,382989,351956,286133,252033,259681,147634,98047,121693,104383,63239,44596,57359,51521,47049,48809,43615,--,0,0,0,17181,15977,7436,8522,4945,
总负债(万元),418210,397771,363638,307391,277153,279762,153512,94206,118980,102128,85523,73453,73945,70158,68339,55019,50439,51217,47364,33648,17909,14223,9652,8595,6905,4515,
流动负债(万元),410776,390688,358446,299274,270157,275512,149220,93852,118980,102128,85523,73453,73676,69866,60961,47168,44049,--,0,0,0,14223,9652,6855,6905,4515,
股东权益不含少数股东权益(万元),139436,129213,125179,114956,107927,98883,83794,72075,62346,52440,36045,33009,40178,39446,38813,55059,51360,45716,38648,40120,21706,18903,16181,5769,3338,2960,
净资产收益率加权(%),11.01,12.06,11.6,10.47,14.74,22.11,21.97,14.42,24.08,37.04,8.79,-19.23,1.15,0.68,-24.8,6.87,10.86,16.74,12.26,13.36,0,15.52,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
