报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.05,0.04,0.04,0.04,-0.52,0.06,0.14,0.24,0.59,0.44,0.37,0.35,0.36,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.49,4.97,4.63,3.6,3.35,3.81,4.22,2.53,2,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.51,0.38,0.18,0.2,0.1,0.35,0.36,0.47,0.4,0.24,
主营业务收入(万元),208513,206597,149405,42695,42440,51263,65111,66086,61616,52171,36233,28117,22469,19216,16623,12767,10589,8446,
主营业务利润(万元),49342,47772,42209,10380,5906,13251,14359,15232,14065,11682,9690,8256,7148,6697,5519,3937,3348,2923,
营业利润(万元),9030,10915,15029,-10439,-21205,592,478,4322,5960,4652,4088,3845,3461,3090,2623,2108,1845,1534,
投资收益(万元),-1696,-790,11674,-34,60,86,87,98,103,133,95,--,0,0,0,0,0,17,
营业外收支净额(万元),-1667,-2687,-9214,13575,1184,1633,4169,3687,1649,1143,805,7,--,32,-19,9,-3,0,
利润总额(万元),7363,8228,5815,3136,-20021,2225,4647,8009,7608,5795,4892,3853,3485,3122,2605,2117,1842,1553,
净利润(万元),2751,2291,1637,1258,-17833,1757,3809,6478,6354,4784,3990,3373,3539,3122,2605,2117,1842,1553,
净利润(扣除非经常性损益后)(万元),-3304,1087,-7669,-10863,-19017,188,598,3525,4953,3845,3045,3368,3325,3083,2620,0,0,0,
经营活动产生的现金流量净额(万元),7023,-6520,13958,3894,8496,-2582,-2925,2468,5503,4080,1976,1992,1006,2712,2321,1894,0,0,
现金及现金等价物净增加额(万元),-36291,56721,-4059,13580,1736,292,-11646,18369,1323,1389,-7955,-758,-1084,-125,12692,23,0,0,
总资产(万元),461745,457918,374046,234025,224269,229020,204932,188844,118603,86365,71461,44817,39280,35506,32963,16977,13480,12943,
流动资产(万元),239325,247299,163800,99601,90774,104987,108839,114674,62763,47325,36510,31103,26431,24844,23621,9935,9521,10341,
总负债(万元),176743,177519,152097,97000,102377,91218,97949,86866,58305,31737,20594,8903,5987,5775,5564,6866,5487,6791,
流动负债(万元),151008,153499,124692,82025,84633,63964,65101,55051,38725,17775,12139,8276,5459,5325,5103,4475,4938,4310,
股东权益不含少数股东权益(万元),270449,265839,210157,136546,121612,136968,105939,100993,59359,53743,50040,35089,32691,29731,27400,10111,7994,6152,
净资产收益率加权(%),1.03,0.87,0.77,0.95,-13.81,1.5,3.73,7.25,11.31,9.22,8.13,9.8,11.33,10.95,13,23,26,29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
