报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-1.39,-0.31,0.03,0.17,0.45,1.22,-0.39,0.04,0.4,0.38,0.87,0.9,0.8,0.89,
每股净资产(元),--,--,--,--,--,--,--,--,4.61,4.41,8.46,3.25,2.55,2.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.52,0.44,0.44,0.72,0.74,1.01,
主营业务收入(万元),1246878,1398914,1234502,120121,67636,32250,21581,25482,36923,25009,17838,13875,14161,13792,
主营业务利润(万元),193740,203117,204915,55879,48209,25732,4003,8275,10624,7689,6573,6680,5500,4991,
营业利润(万元),-328979,-110963,11143,40500,37694,19365,-2991,809,4767,4177,4214,3922,3119,3112,
投资收益(万元),16600,106003,34132,16812,-904,--,-122,--,--,648,--,--,58,-216,
营业外收支净额(万元),15421,-448,-228,-228,210,5,-1153,389,316,462,213,79,--,208,
利润总额(万元),-313558,-111411,10915,40272,37903,19370,-4144,1198,5083,4640,4427,4000,3455,3320,
净利润(万元),-303710,-66871,6523,35363,31597,16538,-4140,443,4280,4086,3880,3612,3217,2420,
净利润(扣除非经常性损益后)(万元),-312545,-161851,-16375,22928,31251,16533,-2927,2133,4127,3284,3717,3586,3065,2420,
经营活动产生的现金流量净额(万元),-10308,-39993,-82293,14034,1387,9894,-1484,1589,5529,4671,2352,2867,2970,3035,
现金及现金等价物净增加额(万元),-21541,-89783,-152977,278978,-4858,56807,5036,-1782,-270,-1003,23853,-508,1873,3884,
总资产(万元),930620,1399192,1518255,815658,185763,96122,49820,55971,56677,55649,49421,16073,15324,13509,
流动资产(万元),574753,761297,708010,461477,138627,94756,31570,38127,39565,40872,38841,11417,11677,12051,
总负债(万元),650805,804236,680556,187916,70330,11737,7282,8008,6873,7996,3846,3064,5127,6529,
流动负债(万元),537670,665538,570024,136175,64264,8518,6612,7024,6199,7545,3716,3064,5127,6529,
股东权益不含少数股东权益(万元),219303,521827,736729,619068,112991,84385,42539,47963,49331,47191,45254,13009,10197,6980,
净资产收益率加权(%),-81.49,-10.63,1.05,6.31,32.48,55.26,-9.17,0.92,8.93,8.91,15.9,31.86,37.46,52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
