报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.85,0.78,0.53,0.47,0.41,0.94,1.07,1.05,0.93,0.66,0.35,
每股净资产(元),--,--,--,--,--,--,4.67,3.8,3.01,2.28,1.5,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.99,1.39,0.93,0.63,0.32,
主营业务收入(万元),92112,88498,68694,65586,51654,34475,34272,34083,30513,25081,20214,
主营业务利润(万元),53562,50859,32227,30524,23049,14921,14604,13888,11916,8582,4988,
营业利润(万元),19758,18192,11595,10044,9177,9030,9327,8828,7701,5353,2718,
投资收益(万元),548,1142,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),-72,-476,366,496,348,272,20,313,400,235,82,
利润总额(万元),19686,17716,11961,10540,9525,9303,9347,9142,8102,5588,2799,
净利润(万元),17171,15555,10634,9478,8111,8019,8055,7858,6969,4798,2410,
净利润(扣除非经常性损益后)(万元),15694,14391,9840,9063,7824,7788,8039,7594,6629,4599,2341,
经营活动产生的现金流量净额(万元),22164,18797,10296,10130,6887,5735,7423,10450,6981,4692,2232,
现金及现金等价物净增加额(万元),-33704,24404,6269,-9137,-25538,33749,1560,6718,4469,3130,-75,
总资产(万元),225681,206760,192898,160319,159808,82560,45354,38822,28321,25273,18965,
流动资产(万元),93513,82485,78947,47214,63757,69419,33625,32113,22684,19668,13071,
总负债(万元),110377,95639,88614,71661,79378,8996,10340,10288,5771,8192,8647,
流动负债(万元),77313,53508,43022,51722,59214,8272,9651,9670,5771,8192,8647,
股东权益不含少数股东权益(万元),115304,111120,104284,88657,80430,73564,35014,28534,22551,17081,10318,
净资产收益率加权(%),15.62,14.74,11.4,11.21,10.53,15.71,25.67,31.54,35.85,34.83,25.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
