报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-2.34,0.9,0.15,-2.04,-1.22,0.02,-0.37,0.1,0.17,0.14,0.08,0.34,0.64,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.75,3.59,5.26,5.11,5.82,4.44,3.91,3.42,4.12,1.87,1.69,1.19,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.83,-0.05,0.7,0.19,0.37,0.7,0.49,0.4,0.32,0.87,0,0,
主营业务收入(万元),37396,200851,183007,207641,262937,310013,258669,281859,266982,208774,153973,161809,122364,100345,88597,62989,48980,44287,41171,38971,
主营业务利润(万元),-2088,26730,8533,-6895,7185,48594,25605,41063,49370,40179,24093,31743,27743,22107,18639,13121,8843,7469,6238,7387,
营业利润(万元),-154095,-47798,-61691,-81064,-51081,1222,-16126,3660,7507,6339,1959,10307,14880,13715,10328,8095,5091,4132,3123,3631,
投资收益(万元),--,-7,-7,36,-261,343,5393,3652,-8,-6,18,--,--,0,0,0,0,46,432,0,
营业外收支净额(万元),-43004,95952,67846,1113,1664,583,916,537,656,145,1236,790,946,-36,-110,-0,-146,0,0,0,
利润总额(万元),-197099,48154,6155,-79951,-49417,1805,-15211,4197,8163,6483,3195,11097,15826,13679,10642,8094,5178,4154,3543,3616,
净利润(万元),-186701,39030,6155,-81624,-48555,879,-14884,4100,6725,5670,2058,9091,13649,12039,9457,6877,4452,3527,3002,2496,
净利润(扣除非经常性损益后)(万元),-39427,-32933,-62793,-82395,-50395,-1573,-20294,556,6212,5672,1235,8966,13344,12066,9551,6851,4251,0,0,0,
经营活动产生的现金流量净额(万元),-27434,2416,28160,2675,8058,48742,41424,30443,32966,-2093,18728,5111,8236,13303,9426,7586,4730,7556,0,0,
现金及现金等价物净增加额(万元),-13551,44197,5765,-10052,-34270,22429,10087,-7563,-2015,5148,2832,-4873,4439,4724,1655,-4100,5434,67,0,0,
总资产(万元),59293,274253,320368,369918,478837,533525,430266,429622,454055,440942,396935,345010,287890,207465,144672,103072,91241,44249,32335,29306,
流动资产(万元),51915,113969,75177,73719,134224,181016,142808,116585,126642,114526,74698,67419,53087,41289,26972,24588,43439,16520,16828,15747,
总负债(万元),21360,57137,316505,372369,400127,403264,293126,273281,300205,293653,253027,207718,157507,122022,70069,37888,30732,28049,17707,19012,
流动负债(万元),21360,45124,250254,303239,251103,325466,235251,198137,224616,183301,174115,82773,74305,41751,18318,15062,10093,13359,16708,12695,
股东权益不含少数股东权益(万元),37933,218904,3863,-2451,78710,130261,133234,150737,149663,143427,140100,135922,129082,84734,74603,65184,60509,16200,14628,10293,
净资产收益率加权(%),-148.7,166.95,982.14,0,-46.25,0.56,-10.36,2.74,4.58,4,1.49,6.9,11.86,15.17,13.91,10.97,11.97,21.31,25.45,22.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
