报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.28,0.26,0.12,0.07,0.35,0.73,0.3,0.36,0.34,0.46,1.12,0.74,0.73,0.58,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,4.07,3.81,3.9,4.8,4.09,3.62,2.5,2.24,1.84,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.05,0.25,0.79,0.4,0.94,0.37,0.11,0.34,0.8,
主营业务收入(万元),162608,157131,166044,245550,241190,237055,122850,118426,110621,103921,109989,95484,87258,71115,61344,53507,47076,36545,
主营业务利润(万元),57164,56683,48483,51878,55909,56113,42834,44829,39728,33166,35384,36100,27502,22400,16819,13520,12958,10844,
营业利润(万元),13924,14872,8805,7561,20039,36947,13335,18694,17252,20676,39692,22002,14070,11110,7712,5420,6165,5373,
投资收益(万元),5014,3159,2982,3036,11464,26230,3756,1854,1998,11066,25112,5844,4349,310,74,-4,41,146,
营业外收支净额(万元),-2773,1101,-387,-499,2338,5043,651,285,308,796,773,1005,-72,--,-80,0,0,0,
利润总额(万元),11151,15973,8418,7062,22377,41990,13986,18979,17560,21471,40465,23007,13997,11691,7778,5329,6243,5506,
净利润(万元),11639,11013,5233,2996,14833,30587,9577,11530,10866,14317,34577,16008,9825,7738,5020,3631,4930,4378,
净利润(扣除非经常性损益后)(万元),8815,8571,4437,2046,4632,3403,7754,11340,10645,6722,12585,15209,9273,7175,4955,3685,4900,4333,
经营活动产生的现金流量净额(万元),20392,17777,23493,9334,17719,13146,18197,13428,19392,-1631,7738,17495,5329,12605,4946,1128,3433,8015,
现金及现金等价物净增加额(万元),10034,-4215,18454,-5494,4726,2460,-3925,4430,4981,1742,-3899,2582,-1713,-9119,16750,1370,-482,4398,
总资产(万元),397360,303224,293194,301085,294336,248906,259619,225601,211394,200855,184804,155974,137321,114387,74874,52919,43998,36843,
流动资产(万元),170772,145580,137235,143060,133081,106619,100447,101686,91583,88113,69828,66896,61204,59902,61063,39854,31416,27181,
总负债(万元),150208,93533,89919,101140,90118,52084,79925,53613,44458,53576,52277,57373,63079,53090,20567,24027,20180,17347,
流动负债(万元),98864,69327,53751,78071,60528,36825,50095,27025,30536,37461,42137,36748,48740,50625,20101,19666,18022,13347,
股东权益不含少数股东权益(万元),194117,186580,180582,178133,180416,177486,158797,153223,145221,129162,117593,86157,64375,54810,48460,24983,22353,18365,
净资产收益率加权(%),6.09,5.99,2.87,1.67,7.67,16.67,6.12,7.71,7.9,11.38,34.01,21.81,15.42,14.98,14.1,15.45,24.45,27.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
