报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.83,0.8,0.96,1.07,0.92,0.98,0.88,
每股净资产(元),--,--,--,10.53,10.46,9.54,7.31,
每股经营活动产生的现金流量净额(元),--,--,--,1.11,0.24,-1.45,-2.43,
主营业务收入(万元),91907,80176,67803,59783,52617,58279,50272,
主营业务利润(万元),22501,21609,18812,15037,12777,13777,12168,
营业利润(万元),11851,11220,10399,9127,7823,7856,6091,
投资收益(万元),98,223,304,53,81,23,--,
营业外收支净额(万元),-68,-13,-45,196,220,292,43,
利润总额(万元),11783,11207,10354,9324,8043,8147,6135,
净利润(万元),9415,9012,7834,6966,6029,6090,4568,
净利润(扣除非经常性损益后)(万元),8981,8595,7393,6779,5780,5771,4535,
经营活动产生的现金流量净额(万元),13937,-27733,-31424,7238,1597,-9435,-12695,
现金及现金等价物净增加额(万元),18999,4502,16711,13127,-16563,5634,5428,
总资产(万元),334798,292182,215725,157274,118820,127268,98261,
流动资产(万元),198001,176435,134386,118076,96672,103772,75139,
总负债(万元),194100,164347,101622,85566,49553,65029,60121,
流动负债(万元),132529,104347,71622,65566,49553,65029,60121,
股东权益不含少数股东权益(万元),121710,112517,104375,68708,68267,62238,38140,
净资产收益率加权(%),8.04,8.32,8.26,10.49,9.24,11.14,12.74,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
