报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.67,1.11,0.89,0.54,0.55,0.35,0.16,
每股净资产(元),5.2,3.93,3.02,2.26,2.99,1.37,1.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.95,0.45,
主营业务收入(万元),64852,59160,52637,33451,21973,16178,9200,
主营业务利润(万元),15458,10871,9384,6391,4101,2106,1024,
营业利润(万元),9680,6019,4891,3040,1899,551,146,
投资收益(万元),--,--,24,4,0,--,--,
营业外收支净额(万元),-108,51,235,145,121,4,1,
利润总额(万元),9572,6070,5127,3185,2020,555,146,
净利润(万元),8336,5537,4441,2722,1695,347,109,
净利润(扣除非经常性损益后)(万元),8171,5403,4175,2599,1592,344,108,
经营活动产生的现金流量净额(万元),8937,-380,10940,7181,1202,950,452,
现金及现金等价物净增加额(万元),4018,-4227,5436,2449,3503,-102,556,
总资产(万元),44358,37227,35261,25907,14477,8938,3646,
流动资产(万元),25959,20323,22658,16088,8407,4530,2239,
总负债(万元),18361,17567,20137,14625,5267,6763,1679,
流动负债(万元),17843,17011,19837,13997,5103,6637,1679,
股东权益不含少数股东权益(万元),25997,19661,15124,11282,9210,1375,1646,
净资产收益率加权(%),35.48,31.24,33.3,25.75,32.35,19.08,8.63,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
