报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.15,0.05,0.07,0.22,0.19,0.17,0.07,0.15,0.3,0.36,0.63,0.6,0.9,0.69,0.34,0.27,
每股净资产(元),--,--,--,--,--,--,--,1.79,3.35,2.34,3.26,3.98,5.38,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.19,-0.38,0.46,0.86,-0.62,0.57,0.15,-0.07,
主营业务收入(万元),238280,246715,217125,183384,182748,213040,191617,165494,169947,138706,92353,88990,73651,55593,36491,21162,
主营业务利润(万元),47963,31425,30466,33956,36602,36693,29484,26838,22958,22543,20863,15271,14248,--,4928,3761,
营业利润(万元),10259,3783,4715,9483,14293,12533,5253,9327,7773,11672,13663,8865,8539,4297,2242,1623,
投资收益(万元),245,134,--,-103,-178,-96,--,--,--,--,0,--,--,37,28,15,
营业外收支净额(万元),17,-111,1053,7717,447,485,652,1284,2398,464,-50,--,--,--,-53,1,
利润总额(万元),10276,3672,5767,17200,14739,13018,5906,10611,10171,12136,13613,9010,8613,4346,2189,1624,
净利润(万元),8928,2908,4090,12679,10260,9355,3970,7841,7667,9162,9934,6705,5581,3096,1474,1168,
净利润(扣除非经常性损益后)(万元),9556,1713,2201,6216,9810,8975,3459,6807,5659,8792,9976,6584,5543,3038,1509,1159,
经营活动产生的现金流量净额(万元),25624,16941,-7572,11654,19334,23538,10551,21435,4982,-9451,7213,9659,-4661,5005,3530,-318,
现金及现金等价物净增加额(万元),11410,14324,-27191,28448,-648,-2628,-7670,-2848,14972,-5137,-5564,-2603,13872,3198,628,1699,
总资产(万元),381810,363590,293175,249847,179248,178516,183402,176170,153693,114541,76485,64321,64114,38217,32832,22743,
流动资产(万元),148894,162337,133198,133412,84891,95234,99870,96294,98335,71889,50318,45034,49257,23112,19725,14568,
总负债(万元),224414,212807,134226,90929,69913,74919,84017,76370,61370,53273,23003,17978,22646,23215,24088,14356,
流动负债(万元),153802,174705,112348,88039,67265,69393,77330,71338,56370,47523,22278,17403,22610,20123,20984,13272,
股东权益不含少数股东权益(万元),156586,150027,155413,156155,106718,101095,97182,97405,89870,58944,51357,44799,40344,14250,8244,7842,
净资产收益率加权(%),5.84,1.91,2.63,9.65,9.91,9.57,4.08,8.41,10.58,16.73,20.91,15.89,23.82,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
