报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.67,0.64,0.48,0.28,0.22,0.26,0.23,0.42,0.29,0.39,0.41,0.31,0.49,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.75,5.07,4.8,3.83,3.62,3.18,4.48,6.12,5.36,4.32,3.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.06,-0.07,0.4,0.19,0.21,0.04,0.67,-0.35,0.26,--,--,
主营业务收入(万元),2142709,2021276,1787338,1458848,1602877,1623030,1532797,1399327,1349585,984429,657397,728714,711622,715819,659029,554118,398417,308781,196375,
主营业务利润(万元),208725,178217,139876,108615,88366,83649,82624,62720,111339,60253,44917,49012,49210,48899,39269,28477,20574,17440,12705,
营业利润(万元),148628,126490,84411,49999,31431,37386,33311,52201,54035,25154,9392,16249,24353,29905,24627,16435,12918,11353,7797,
投资收益(万元),2910,3579,1982,616,-96,-7,-140,39548,875,3308,-78,-93,-55,-518,-291,-34,-36,315,-125,
营业外收支净额(万元),-821,-255,-75,515,636,1932,1541,1683,981,3731,15209,2689,--,-0,-150,-112,-26,-806,-139,
利润总额(万元),147807,126235,84337,50514,32067,39318,34852,53884,55016,28884,24601,18938,28811,30647,25021,16776,12876,10862,7533,
净利润(万元),102075,92218,60652,34842,20501,24180,22163,39419,27899,18440,18165,12019,19182,18536,14877,10414,8313,7156,4858,
净利润(扣除非经常性损益后)(万元),84071,63273,47812,27401,13510,15150,17018,4585,25678,15314,5918,9990,15944,17640,13555,10201,0,--,--,
经营活动产生的现金流量净额(万元),36220,-109799,-41544,115676,-50739,-27870,11556,-26004,6090,-3367,18975,7202,7991,1492,16178,-5734,2075,--,--,
现金及现金等价物净增加额(万元),-71996,220235,-74123,122467,-16091,7377,17780,-16815,20726,-17015,20951,18344,6055,9721,-14909,39256,9753,--,--,
总资产(万元),5944528,5148447,3729162,2742741,2438282,2084341,1760474,1409345,1257932,980252,782173,877210,795544,668934,543451,351218,215601,132021,106173,
流动资产(万元),3132513,3142411,2816230,2469174,2331176,2011473,1687041,1354035,1122162,866510,677970,800433,720832,599703,480458,335112,210825,127947,102669,
总负债(万元),4772274,4082858,3107760,2193626,2074450,1749228,1444883,1108738,984751,728158,541500,718109,643320,534179,425412,248722,171991,96783,78103,
流动负债(万元),3468714,3238921,2659523,2056603,2013447,1647995,1370518,1088623,946294,690681,514382,716888,636774,534111,425412,247464,171991,96783,78103,
股东权益不含少数股东权益(万元),1063078,969587,588161,526958,356421,330388,310402,295093,260794,240224,227475,148743,140607,123649,108758,99156,42901,34588,27432,
净资产收益率加权(%),10.05,11.16,10.89,6.99,5.97,7.56,7.35,14.21,11.15,7.88,9.56,8.35,14.39,15.95,0,13.91,21.45,20.69,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
