报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.22,0.18,0.17,0.14,0.15,1.45,0.68,0.65,0.34,0.74,0.48,0.22,0.17,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,1.43,5.11,3.38,2.97,1.83,2.44,2.18,2.05,1.88,1.63,1.54,2.01,2.62,2.95,3.08,2.9,0.38,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.08,0.49,0.87,0.83,-0.34,0.35,-0.11,0.27,0.19,0.92,0.26,0.66,-0.74,-0.48,-0.09,-0.14,0,--,--,
主营业务收入(万元),381406,329877,204771,167006,134309,321441,399670,194572,115055,142570,71240,62817,28578,32117,32402,47574,33881,28487,18987,15393,13833,13729,13342,
主营业务利润(万元),311666,288309,161562,118746,93861,244540,314063,135679,76167,82766,33851,20526,16171,15412,13588,16021,10307,8646,4686,4530,3509,4116,3963,
营业利润(万元),90734,70740,77375,61775,62428,186001,74271,85052,36018,52154,13063,6923,5148,2042,-2934,915,3598,4742,2537,2265,2630,2578,2626,
投资收益(万元),13683,2657,2364,-201,39616,85961,789,34422,178,-44,3,589,2409,253,-4140,-550,-11,372,566,560,582,431,59,
营业外收支净额(万元),-370,-247,-2930,-996,2503,12129,13636,-2103,9411,-4722,2681,-545,-786,-151,-1945,-48,17,-74,-8,414,0,0,0,
利润总额(万元),90363,70493,74445,60779,64931,198131,87907,82949,45429,47432,15744,6378,4362,2144,-9019,317,3608,5049,3099,3239,3710,3482,3176,
净利润(万元),74495,61335,60491,48936,52016,159454,74252,71333,37493,39857,12571,4701,3658,1966,-9598,209,2673,2717,2907,2786,3101,2532,2222,
净利润(扣除非经常性损益后)(万元),61282,51382,60366,50554,20939,85885,62523,42086,29416,45127,9744,4431,4115,1877,-7526,489,2464,2783,2911,2372,0,--,--,
经营活动产生的现金流量净额(万元),65431,85340,89321,149562,29153,56995,94510,90643,-37593,19173,-2808,5947,4075,19941,5614,14406,-12295,-6754,-1174,-1744,5229,--,--,
现金及现金等价物净增加额(万元),38932,65969,-60582,59264,-130718,213976,-2039,37665,-17776,57462,3423,1930,-4732,7279,-3254,2381,-9018,1580,-5332,17348,303,--,--,
总资产(万元),783511,723974,686359,648946,613010,802622,605774,465741,389411,296745,150455,104828,113188,106120,161243,177523,109436,78406,68624,58427,32939,35074,32012,
流动资产(万元),353829,391256,353882,310948,297553,466970,293154,229653,236485,208946,88283,56449,74608,75585,59523,70638,78507,0,0,0,0,18254,15844,
总负债(万元),143764,130958,126687,116403,117536,210840,236866,140886,189368,163091,92763,59633,71708,70426,122734,129894,65548,35577,28696,20872,18062,19195,18724,
流动负债(万元),123474,113316,106936,89694,85973,164309,187627,98927,125314,87781,53165,53665,65312,56425,56179,65969,52040,0,0,0,0,15195,13675,
股东权益不含少数股东权益(万元),639353,592629,559298,532168,495094,591387,368506,324145,199720,133257,56768,44524,40925,35344,33426,43620,43762,41089,39070,36791,14143,15059,12527,
净资产收益率加权(%),12.25,10.65,11.08,9.53,8.97,36.17,22.1,30.98,25.45,40.8,24.74,10.86,9.63,5.56,-24.73,0.48,6.3,6.72,7.73,14.45,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
