报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.23,0.22,0.18,0.11,0.07,0.17,0.19,0.16,0.33,0.37,0.23,0.34,0.5,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.26,2.88,2.64,2.58,4.07,2.95,3.21,2.93,2.69,4.45,1.7,1.27,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-2.3,-1.68,1.03,0.86,-1.75,0.85,0.02,0.21,1.23,0.36,0.85,0,0,
主营业务收入(万元),1199743,1189780,1134420,813907,774090,926810,954958,824844,960394,765470,402962,505345,557789,435531,206040,137283,69553,42968,31628,27696,17051,
主营业务利润(万元),123735,113662,120371,89119,78808,85864,82565,67767,65942,61309,31384,32074,32924,28314,18784,14281,8930,7674,7314,5214,4399,
营业利润(万元),59650,62317,52482,32369,18300,18778,17159,13707,17375,18707,13836,14656,14179,12048,8581,6059,4048,3442,3009,2173,1106,
投资收益(万元),1534,13037,1324,4401,3820,1222,-31,966,-173,-44,567,--,--,-117,46,101,-76,-64,5,2,0,
营业外收支净额(万元),3043,1401,2148,2919,967,1273,1396,2968,1391,953,376,298,-6,-757,-81,-37,-21,19,0,0,0,
利润总额(万元),62694,63718,54630,35288,19266,20051,18555,16675,18766,19660,14212,14954,14173,11173,8546,6124,3951,3397,3019,2178,1197,
净利润(万元),43769,43740,35387,22392,12985,13488,13170,11558,10864,10856,6639,9920,7538,5355,4377,3736,2398,2133,1984,1449,1013,
净利润(扣除非经常性损益后)(万元),39530,32851,32693,16069,8184,11610,11478,7151,10071,10188,5842,9832,7483,5424,4434,3784,2512,2077,0,0,0,
经营活动产生的现金流量净额(万元),58835,78714,-43300,28567,83788,98268,-11662,81038,-83041,-49508,30476,25241,-28629,10965,205,2237,13265,2147,3398,0,0,
现金及现金等价物净增加额(万元),39488,3193,4225,-9421,5649,-3153,9796,-39598,36103,-4468,17805,10695,1489,9340,6916,-5103,4519,10567,274,0,0,
总资产(万元),624677,562402,577607,490508,446288,520151,496939,417873,478520,341728,271914,191411,228767,197582,148623,96560,71831,47050,23948,16772,0,
流动资产(万元),450562,379338,409535,325462,296533,365646,377090,321304,393144,268883,204984,127382,181474,150914,104628,63859,47236,--,0,0,0,
总负债(万元),212875,193607,234997,161048,135876,213986,301721,234899,294794,225974,165460,86162,139207,141081,100485,56964,39496,18031,16387,11205,--,
流动负债(万元),204734,187928,232971,159747,134541,212421,299903,233498,293284,225089,164514,82160,139207,141052,100456,51435,33967,--,0,0,0,
股东权益不含少数股东权益(万元),355232,317716,296846,291972,276785,273426,162975,157403,153768,84950,77755,75911,66498,38270,34630,31593,29074,26711,6816,5096,0,
净资产收益率加权(%),13.05,14.23,12.05,7.83,4.64,6.66,8.29,7.45,9.07,13.37,8.59,13.88,13.2,14.52,13.06,12.14,8.51,17.08,33.14,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
