报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.37,0.87,0.81,0.2,-0.65,0.08,0.11,0.19,0.32,0.24,0.16,0.23,1.23,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.09,3.84,3.67,3.6,4.89,4.99,4.19,3.78,3.2,3.14,2.92,2.32,2.11,3.02,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.03,0.74,0.64,0.62,0.77,0.75,0.73,1.27,0.8,0.56,0.42,0.39,0.2,-0.05,--,--,--,
主营业务收入(万元),7041939,7294611,6778978,5673819,6791271,8676644,10502032,10351528,9622026,8719780,7182836,8306286,8110475,4008612,2375077,2241044,1656481,1008264,683030,493682,354517,239179,191060,255263,253237,
主营业务利润(万元),815438,1124229,1066028,798073,307259,674252,658609,755571,805278,765600,638871,825125,1006529,562808,153400,163303,114789,62512,51528,50238,40089,25827,21854,--,--,
营业利润(万元),215018,532445,454489,98329,-380577,23446,45392,95626,180540,144797,92892,108436,528917,338628,107914,134845,90295,44895,37452,34597,31688,21593,17992,--,--,
投资收益(万元),18889,11632,6008,10503,648,2923,1813,-49,-1306,62,-2333,-13334,-991,0,0,0,0,1772,0,1444,3370,1972,0,--,--,
营业外收支净额(万元),782,1068,-15704,5417,9853,7177,5191,4560,673,932,2588,2575,1150,-2940,-1857,-1353,-2704,-1298,-981,-434,-323,--,--,--,--,
利润总额(万元),215800,533514,438785,103746,-370724,30624,50583,100186,181213,145729,95481,111011,530067,335930,106057,133493,87591,45369,36471,35607,34735,23540,18251,--,--,
净利润(万元),211886,497727,462189,114566,-371140,44196,62974,110572,180509,137231,90575,123482,424861,242360,77670,100848,61054,28382,29683,29146,28335,19740,12228,13379,16041,
净利润(扣除非经常性损益后)(万元),205184,491560,469222,109162,-381433,37353,57793,104799,176542,135446,86980,118621,422387,243137,77741,99737,62028,27581,26832,27241,25632,--,--,--,--,
经营活动产生的现金流量净额(万元),387137,920982,1088562,765401,272867,542139,399582,691236,588403,421186,366681,353066,267397,200333,94184,163720,103112,60656,45345,36679,18925,-3391,--,--,--,
现金及现金等价物净增加额(万元),1664,-70492,347234,176075,26251,10127,8492,32724,-69029,123607,-490439,427059,127228,149457,-52595,21419,78758,-5717,26775,14495,3924,32487,--,--,--,
总资产(万元),6954821,7182325,7449609,7258650,7244782,7630585,7581142,6946670,6581242,6360480,6154821,6511781,5766123,4082261,1184406,1106567,906544,613633,570272,474290,400373,358305,139581,--,--,
流动资产(万元),2196611,2238570,2232616,1702328,1537228,1916933,2248430,2333794,2312612,2183254,2139668,2870405,2820394,1701744,664231,666590,573606,--,--,0,0,211634,54297,--,--,
总负债(万元),3729644,4099855,4715716,4945702,5035585,5035437,4967435,4356352,4075416,4066864,3981723,4383280,4000490,2693771,591807,571377,455548,248417,232961,234328,181923,149353,89300,--,--,
流动负债(万元),2693620,2937997,3769877,3223602,2754463,3721445,3135001,2573422,2301769,2112944,2135700,2845505,2816108,1766019,477469,498215,437602,--,--,0,0,56771,48577,--,--,
股东权益不含少数股东权益(万元),3194447,3046308,2690217,2244366,2128228,2497973,2463005,2425616,2330416,2184256,2091176,2052800,1690675,1328214,540571,488570,413214,337358,314194,218496,198349,189595,50281,43296,41788,
净资产收益率加权(%),6.79,17.35,18.72,5.24,-16.05,1.78,2.58,4.66,8.05,6.45,4.38,6.73,27.1,23.64,15.16,22.59,16.39,8.64,0,14.32,0,16.34,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
