报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.26,0.22,0.2,0.17,0.2,0.22,0.22,0.21,0.19,0.19,0.17,0.16,0,--,
每股净资产(元),3.1,2.91,2.76,2.63,2.51,2.4,--,--,1.96,1.78,--,--,0,--,
每股经营活动产生的现金流量净额(元),0.02,0.76,0.22,0.36,0.2,0.21,--,--,0.09,0.17,0.13,0.12,0,--,
主营业务收入(万元),2432202,2187961,1818292,1632533,1652058,1341521,1139554,780220,698280,600392,488875,457397,419771,375490,
主营业务利润(万元),558010,519314,446739,395432,399793,408416,401311,337909,314197,269469,241368,235679,237563,215926,
营业利润(万元),474682,397281,359115,301820,333969,343053,360292,300402,297017,242938,206838,209833,213300,183490,
投资收益(万元),76074,105309,118064,78494,90774,70863,80975,73581,79686,69506,39989,52707,34705,30272,
营业外收支净额(万元),8121,5042,5776,10230,7047,24806,6251,45001,11661,32828,25593,12904,6535,40127,
利润总额(万元),482803,402323,364891,312050,341016,367859,366543,345404,308678,275765,232431,222737,219836,223617,
净利润(万元),342222,288420,267665,229892,255400,281863,283982,267657,246822,219913,181862,176394,161173,160527,
净利润(扣除非经常性损益后)(万元),274997,255905,232478,213754,248641,262719,265117,237228,235910,194545,--,--,0,--,
经营活动产生的现金流量净额(万元),28366,1006011,283386,472773,256599,269288,332587,79635,121581,213343,138494,133107,145107,159531,
现金及现金等价物净增加额(万元),-427951,575786,-121240,311726,-9132,13388,-22507,-121505,-378314,430087,-16682,40242,47517,88038,
总资产(万元),7177899,7362231,6220587,5814792,4784388,4490861,4162340,3607845,3341744,3448328,2531796,2173155,1719981,1450952,
流动资产(万元),1406247,1857749,1179877,1200500,810906,774934,631609,472306,598744,1065464,436924,513186,473623,398789,
总负债(万元),2734716,3160856,2270865,2149433,1379588,1238364,1121760,803324,750538,1087827,1059134,755257,476244,435405,
流动负债(万元),1932454,2415489,1554954,1481646,1023917,808903,560211,341948,329176,622369,796066,702517,448737,394575,
股东权益不含少数股东权益(万元),4077238,3834887,3637055,3459011,3216656,3075712,2877121,2709721,2504618,2284799,1445438,1386557,1210740,987941,
净资产收益率加权(%),8.68,7.75,7.51,6.82,8.19,9.5,10.17,10.3,10.33,13.05,12.87,13.71,14.83,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
