报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),-0.42,0.34,-0.13,0.49,0.48,0.51,0.68,0.57,0.6,0.57,0.62,0.35,0.2,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.47,1.97,2.39,1.95,1.73,1.62,1.56,1.53,1.23,1.19,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.25,0.92,0.5,0.24,0.13,0.24,0.07,0.2,0.14,0.22,0,
主营业务收入(万元),528166,628563,636409,693088,546819,550483,532532,401576,389241,305065,202173,108273,63466,50973,43892,34829,31354,25508,23182,
主营业务利润(万元),108626,144544,126312,199490,180384,173951,179838,132556,135783,100754,83898,43424,27531,21772,19108,15303,14618,11716,10894,
营业利润(万元),-27683,30997,-8991,34434,28309,30351,39381,32719,34423,32479,22383,13120,7451,6545,4557,3455,3917,3687,3566,
投资收益(万元),643,1606,3074,1118,816,1,-74,-45,31,-14,2,1,-1,-18,-34,-74,-61,-102,-74,
营业外收支净额(万元),-1442,-288,-1462,10641,13668,3276,2141,2100,2668,2447,1322,--,--,-704,-30,-5,-51,0,0,
利润总额(万元),-29125,30709,-10453,45075,41976,33626,41522,34819,37091,34926,23705,13449,7820,6075,4588,3656,3966,3718,3608,
净利润(万元),-32284,26184,-9698,37228,36673,29362,36266,30357,32123,30206,20663,11493,6798,5083,3911,3213,3544,3316,3329,
净利润(扣除非经常性损益后)(万元),-38194,681,-48847,16327,24363,26578,34461,28573,29855,28650,19800,11589,6758,5047,3902,3189,0,0,0,
经营活动产生的现金流量净额(万元),-10945,-3023,37396,106110,73503,-21741,62863,37493,13212,49110,16623,8128,4227,8044,2471,6628,3534,0,0,
现金及现金等价物净增加额(万元),-100751,-29706,-13101,80854,-80571,147200,49567,16844,-9537,23233,1652,-5528,-1818,2662,-2433,22009,-2805,0,0,
总资产(万元),758285,829440,847753,929578,800817,739551,566852,408889,371821,316782,197881,112669,77168,71408,67524,60429,39773,40881,39681,
流动资产(万元),550770,516790,532416,684136,665854,623621,470924,325528,303378,256200,153626,86032,59200,53515,49169,43636,23592,23574,21402,
总负债(万元),382822,417869,458535,495060,357833,329407,374581,250220,240259,212015,118326,47783,19445,17326,15528,9346,9302,11434,10918,
流动负债(万元),372856,408236,449117,457349,347138,317380,362223,239931,230344,201823,116617,46943,18606,16486,14688,9346,9302,11434,10918,
股东权益不含少数股东权益(万元),375463,411571,389217,434517,442984,410144,192271,158669,131562,104767,79556,64886,57723,54083,51996,51082,30472,29447,28763,
净资产收益率加权(%),-8.21,6.54,-2.44,7.53,8.6,12.43,20.67,21.04,27.39,32.78,28.81,18.97,12.14,9.72,7.7,8.36,11.35,10.9,11.56,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
