报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.21,0.21,0.12,0.06,0.1,0.19,0.26,0.26,0.19,0.19,0.26,0.21,0.28,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.46,2,2.75,2.19,4.03,3.52,2.52,2.12,1.9,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.31,0.21,0.33,0.29,0.42,0.33,0.66,0.5,0.61,
主营业务收入(万元),524558,513008,480432,427687,437792,508360,496550,479887,356177,315628,240709,168427,120238,80483,59406,56504,52689,
主营业务利润(万元),128042,137206,100763,69894,88431,130106,127179,119433,87560,79435,65447,44065,25127,21134,15549,19475,21356,
营业利润(万元),93717,94554,59988,30818,45378,84947,102135,90004,62508,57036,53110,35768,17504,14795,16429,13780,14776,
投资收益(万元),7213,2420,-3939,-3985,-221,335,12745,8286,6096,3535,4437,3297,1537,-339,48,-14,0,
营业外收支净额(万元),76,19,51,593,487,108,208,354,420,60,357,-44,-10,262,0,0,0,
利润总额(万元),93793,94573,60039,31411,45865,85055,102343,90358,62928,57096,53467,35724,17493,14718,16641,13772,14371,
净利润(万元),63134,64437,36888,17624,30816,57251,80191,78650,48063,42668,34756,26161,17912,17238,15274,12411,13010,
净利润(扣除非经常性损益后)(万元),55076,63383,36630,17119,30443,56465,80039,70560,47747,42623,34489,26194,17931,16975,15109,12405,13416,
经营活动产生的现金流量净额(万元),115178,148501,138366,99390,114276,112112,88242,98165,82469,47795,49362,36951,26745,21062,26359,20050,24428,
现金及现金等价物净增加额(万元),12269,1073,-14587,29832,-32364,23098,-9041,-29555,73252,-4502,21503,-15584,25918,-12359,-5273,1474,1886,
总资产(万元),2324751,2152108,2014948,1984420,1859632,1756385,1588851,1381647,1042868,865715,755947,569943,477193,399664,241933,204354,160164,
流动资产(万元),262467,281618,262255,274291,264741,261174,239241,256497,212926,129240,114002,87462,65599,37595,22824,25521,22549,
总负债(万元),953907,900942,829654,838415,735069,657257,548341,478612,360529,380538,310260,268450,199569,157066,141405,119376,84197,
流动负债(万元),539401,497712,479904,568734,300688,236337,282684,311078,144602,169015,141138,98853,52306,70196,31635,47563,17399,
股东权益不含少数股东权益(万元),1180298,1124836,1063435,1029863,1012102,994199,947031,865240,647558,452274,415670,275686,253715,221911,100477,84978,75967,
净资产收益率加权(%),5.45,5.85,3.51,1.73,3,5.91,8.85,9.6,8.36,9.9,10.66,9.91,7.87,13.63,16.22,15.88,18.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
