报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.35,0.49,0.61,0.7,0.48,0.51,0.34,0.35,0.44,0.59,0.27,0.73,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.92,3.33,2.74,2.54,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.02,1.01,1.22,0.32,--,--,
主营业务收入(万元),337530,408773,409422,339399,226780,127679,76502,38327,44805,32073,33120,54954,50618,34215,
主营业务利润(万元),73334,114085,116896,123686,86713,42125,27093,14660,17639,13537,9790,16702,17949,14412,
营业利润(万元),41168,62282,72193,83323,58051,30620,19809,11355,11278,5786,2513,9304,13426,10920,
投资收益(万元),1186,3388,301,-287,-325,16,--,1136,--,--,--,--,135,-34,
营业外收支净额(万元),-1,130,6304,5773,613,-482,61,68,104,110,178,-96,17,-7,
利润总额(万元),41167,62413,78497,89097,58664,30138,19870,11423,11382,5896,2691,9208,13442,10913,
净利润(万元),37990,52492,65166,74420,50732,27058,18002,10452,10272,6505,3008,8020,12220,10039,
净利润(扣除非经常性损益后)(万元),37632,48489,60160,73275,50838,27449,17950,10394,10185,6298,2856,8101,--,--,
经营活动产生的现金流量净额(万元),134573,106214,-7582,8495,9423,20310,4880,24229,592,11058,13400,3484,3127,12079,
现金及现金等价物净增加额(万元),-138,-68867,-28435,75867,-211,-25953,-35972,-22049,121432,-6024,7952,-7514,-2441,8486,
总资产(万元),992664,1072969,1265594,1121620,654144,481082,365431,273681,268893,111977,118727,104073,40977,49002,
流动资产(万元),463755,578946,669825,541097,278043,153731,148408,147498,164014,25164,28161,31612,39516,47665,
总负债(万元),482771,591240,801236,720958,351369,220714,128788,55597,63956,75371,88626,76154,21078,38171,
流动负债(万元),394117,502357,569473,459196,260641,152373,90458,25430,19694,24110,33320,75554,20908,38171,
股东权益不含少数股东权益(万元),489628,465456,423328,362685,289174,242134,223058,210975,204937,36606,30102,27919,19899,10831,
净资产收益率加权(%),7.96,11.82,16.74,23.26,19.52,11.63,8.3,5.03,6.99,19.5,10.37,33.54,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
