报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.01,-2.01,0.32,0.09,-2.12,0.37,0.64,0.48,0.33,0.84,0.93,0.54,0.5,
每股净资产(元),--,--,--,--,--,7.41,7.09,6.53,6.07,11.68,3.24,2.31,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.6,2.06,1.19,-0.26,0.87,1.77,0.53,0.34,
主营业务收入(万元),543927,550654,642172,513625,356669,398051,327801,202938,134167,95993,71921,53683,25222,
主营业务利润(万元),61393,66466,167714,117062,44115,71359,54752,35945,25938,22086,17095,12470,7491,
营业利润(万元),6326,-280278,54903,16473,-52380,7928,16096,10424,7492,8073,7632,4561,4193,
投资收益(万元),4176,-1577,2600,217,-3,--,--,--,--,--,0,0,1,
营业外收支净额(万元),-1267,-755,39,4753,2233,525,-883,655,254,589,280,--,--,
利润总额(万元),5059,-281033,54942,21225,-50147,8453,15213,11079,7747,8662,7912,4638,4306,
净利润(万元),1258,-286563,46080,13144,-47050,7435,12750,9685,6510,7526,6988,4054,3772,
净利润(扣除非经常性损益后)(万元),-20466,-284616,42893,8950,-48963,6970,13414,9126,6294,7026,6750,3987,3672,
经营活动产生的现金流量净额(万元),-32490,-8813,-17663,-33735,-52994,-12171,41157,23871,-5227,8692,13290,3961,2575,
现金及现金等价物净增加额(万元),-17198,-23045,-19662,-66461,134826,-25696,1988,5237,-39891,69625,3955,4081,417,
总资产(万元),732839,841581,1118665,964276,877269,376244,271588,206289,160693,143042,45491,41238,24662,
流动资产(万元),420594,487450,711307,565743,490184,204999,157224,132838,96631,109236,27385,28422,16258,
总负债(万元),455825,565245,557627,452133,378853,226887,129635,75700,39350,26205,21181,23916,11393,
流动负债(万元),369857,511853,502338,397049,329383,215080,123616,75700,39350,26181,21100,23760,11393,
股东权益不含少数股东权益(万元),277297,273472,557946,512143,498331,149231,141716,130589,121343,116836,24310,17323,13269,
净资产收益率加权(%),0.46,-69.03,8.62,2.6,-27.52,5.13,9.38,7.69,5.48,9.69,33.57,26.5,33.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
