报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.14,-0.28,0.05,0.09,0.27,0.29,0.28,0.26,0.39,0.31,0.14,0.16,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.37,5.21,5.09,4.79,3.73,3.06,3.02,2.96,2.91,2.8,2.76,2.79,3.73,3.66,3.49,--,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.57,-0.9,-0.19,-1.97,1.72,0.65,0.03,1.21,0.27,0.11,0.1,0.37,0.46,0.02,--,--,--,--,
主营业务收入(万元),429703,450699,410108,290886,368727,400214,376072,329999,329234,315710,255032,229860,223599,201538,208650,180240,158439,165258,144925,143206,122175,112286,107568,91198,104215,88036,
主营业务利润(万元),31228,27949,30503,21854,26379,28124,25453,23360,22875,21731,17659,16199,16218,15774,13779,11896,12600,11893,11318,13331,13036,10166,4669,4625,2944,6682,
营业利润(万元),4169,-6906,3145,422,7414,7833,7994,8471,12398,9262,5728,4839,6047,3381,2834,3690,3590,3172,2784,4600,5242,4602,4698,4498,2778,7080,
投资收益(万元),4247,3540,9702,2758,7736,3478,4289,4999,9427,8387,5076,2531,4306,1249,2532,873,215,192,557,893,453,547,652,573,26,1,
营业外收支净额(万元),1455,-788,108,2814,1040,1843,1092,1537,716,350,188,808,--,-24,-340,-44,-87,-295,-1870,220,177,0,0,-134,--,--,
利润总额(万元),5624,-7694,3253,3237,8454,9676,9086,10009,13115,9612,5916,5647,6063,4629,5037,4922,4686,3616,2183,6396,6227,6136,5763,4938,2651,7009,
净利润(万元),3537,-7017,1226,2288,6622,7056,6878,6533,9667,7663,3430,3545,3430,2490,2739,2078,1901,1607,1024,4424,4598,4262,4830,3287,1778,4723,
净利润(扣除非经常性损益后)(万元),-8678,-5929,-6003,78,2284,3884,3362,1444,2588,5077,2144,2236,1772,2035,1483,1726,247,1790,224,3684,4033,--,--,--,--,--,
经营活动产生的现金流量净额(万元),41702,8659,-11343,19719,31986,-21485,1751,8048,14119,-22193,-4623,-48569,34367,12921,577,24180,5415,2198,1967,7519,5391,285,--,--,--,--,
现金及现金等价物净增加额(万元),-6065,6501,-24617,14036,18610,-17559,8202,1500,-31373,-5288,-7182,23224,36756,5114,-1420,7836,6504,-9281,925,5612,2483,-6229,--,--,--,--,
总资产(万元),386260,301822,317595,301818,287459,325992,278661,270391,286344,337892,290953,263790,189827,126546,120255,100915,102207,92338,84219,82526,70089,73607,60645,39016,36437,31165,
流动资产(万元),207527,179842,201252,172450,177912,221573,184178,174122,180780,248631,211256,195749,114769,69771,67354,69107,75568,--,--,0,0,46299,39221,26942,30538,25868,
总负债(万元),179752,155626,163665,140762,126335,166925,126099,123346,143335,200430,156455,137901,108744,59487,53870,35430,37764,30242,24811,24947,24917,29320,19742,26027,27001,23507,
流动负债(万元),150547,140090,146725,125039,119492,165152,124267,121773,141264,182100,153497,136041,102692,58317,52903,34841,37764,--,--,0,0,27938,18058,25640,26535,23507,
股东权益不含少数股东权益(万元),169305,129288,137652,151650,151304,148333,141698,136728,132530,128580,125497,118295,74379,60953,60276,59052,57966,55807,55140,55630,43421,42611,40630,12762,9436,7658,
净资产收益率加权(%),2.19,-5.25,0.88,1.51,4.42,4.86,4.94,4.85,7.4,6.03,2.81,3.52,4.94,4.11,4.56,3.55,3.32,2.87,1.84,8.99,0,10.24,--,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
