报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.34,0.45,0.19,0.36,0.34,0.33,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.52,0.43,--,--,
主营业务收入(万元),177725,174931,129028,118378,108536,110334,84548,79626,
主营业务利润(万元),42396,47088,26570,29741,29851,27337,18154,9381,
营业利润(万元),17884,22635,9823,15874,14798,14173,6472,126878,
投资收益(万元),768,420,332,1040,343,-71,114,125571,
营业外收支净额(万元),-157,-550,-83,-114,-467,229,-356,-408,
利润总额(万元),17727,22085,9740,15760,14331,14403,6116,126470,
净利润(万元),14261,18040,7722,13341,12233,11734,5185,107628,
净利润(扣除非经常性损益后)(万元),11395,18601,7178,11902,12615,11545,5342,1235,
经营活动产生的现金流量净额(万元),25565,28683,1402,12055,18766,15309,9815,3170,
现金及现金等价物净增加额(万元),18949,13645,-3409,-5103,13261,-2577,-7745,20024,
总资产(万元),376821,282124,261622,241307,218861,180103,175401,176915,
流动资产(万元),160481,81339,93104,84526,65537,49280,44087,44913,
总负债(万元),80838,81998,70517,52557,60250,46224,53519,49018,
流动负债(万元),60734,67501,56428,38935,46379,32203,39093,35895,
股东权益不含少数股东权益(万元),294378,198995,191161,188751,158610,133879,121882,127897,
净资产收益率加权(%),6.42,9.35,4.08,7.95,8.2,9.18,3.97,115.27,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
