报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.07,-0.39,0.02,-0.15,0.01,0.25,0.6,0.46,0.74,0.62,--,
每股净资产(元),--,--,--,--,--,--,2,1.8,1.99,1.47,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.56,0.69,0.61,0.7,0.27,
主营业务收入(万元),371828,138660,275616,90767,105058,176801,292102,241535,283281,247953,156015,
主营业务利润(万元),71689,4358,37372,7788,31577,78201,173223,150086,194410,164850,88573,
营业利润(万元),23951,-84749,7717,-36668,-1747,42660,134493,108092,162580,132692,51335,
投资收益(万元),-6190,2474,14672,3028,2230,32,25,156,8196,423,-15,
营业外收支净额(万元),154,-61,535,-22,2739,200,-531,537,412,-91,1807,
利润总额(万元),24106,-84809,8252,-36690,992,42860,133962,108629,162992,132601,53142,
净利润(万元),12771,-76608,4554,-28578,1019,42405,100392,77133,123545,103796,45350,
净利润(扣除非经常性损益后)(万元),13471,-60129,-6081,-29608,-7445,31825,96147,75422,115343,98630,39784,
经营活动产生的现金流量净额(万元),103480,9174,25306,38814,-11100,48211,94152,115433,102198,117060,44800,
现金及现金等价物净增加额(万元),-108864,-5870,126486,-60,-76514,99782,-17277,-80735,37241,44249,-19430,
总资产(万元),863484,705396,776503,638156,577981,611248,481299,471383,470992,406234,338576,
流动资产(万元),277858,363150,446491,247796,237195,339858,221883,225407,287203,218773,158377,
总负债(万元),354009,291352,281218,235201,146168,151323,144663,169538,136279,154009,136779,
流动负债(万元),233148,222120,236341,193075,125491,130351,106553,93767,68663,85604,104191,
股东权益不含少数股东权益(万元),388644,414044,491444,399854,431813,459925,336637,301845,334712,246232,195687,
净资产收益率加权(%),2.37,-16.91,0.94,-6.88,0.23,13.05,33.76,27.39,42.1,41.86,21.16,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
