报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.17,0.22,0.19,0.09,-0.02,0.17,0.11,-0.02,0.09,0.31,-0,0.13,0.05,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.3,2.41,2.19,2.19,2.06,1.43,1.49,1.39,1.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.38,0.45,0.26,-0.03,-0.16,0.37,0.37,0,0,
主营业务收入(万元),294710,347128,296689,228440,227811,300810,273272,259634,270344,302450,170843,187505,127692,124264,118573,111487,83642,
主营业务利润(万元),60668,70003,57487,48719,35273,61910,47662,31601,44419,73246,28787,35275,15414,16770,20083,23823,16872,
营业利润(万元),16763,26511,22080,10161,-544,17832,9595,-3289,8976,29315,-1257,11437,4336,10446,15032,19789,11664,
投资收益(万元),643,486,2598,-2162,381,558,171,136,98,42,35,-24,335,-11,0,0,0,
营业外收支净额(万元),-346,-1475,-1342,1302,183,1382,1546,2189,152,319,174,-202,--,-302,0,0,0,
利润总额(万元),16417,25036,20738,11464,-362,19214,11142,-1100,9129,29634,-1084,11236,4545,10628,15479,20330,11739,
净利润(万元),13850,17780,14759,7119,-1356,13725,8392,-1181,6883,23122,-155,9391,3752,9028,13645,19391,10740,
净利润(扣除非经常性损益后)(万元),12998,18094,12619,5871,-1893,12732,7016,-3138,6388,22828,-656,9749,3246,8865,13265,17272,10678,
经营活动产生的现金流量净额(万元),43109,34132,11388,30886,19602,28869,9274,53166,-28181,33533,18928,-1704,-12123,19270,19606,15973,5759,
现金及现金等价物净增加额(万元),-5570,13418,-12555,2304,7646,-7418,-5516,10718,-5608,8502,-1472,3185,4558,-710,477,244,3092,
总资产(万元),423422,474323,444770,424302,396840,401137,439385,415108,388784,399235,334762,308000,270694,186368,154492,154386,129391,
流动资产(万元),277727,327011,292812,270948,235965,234475,276568,258033,245597,252073,184378,167099,154970,104038,84693,88000,67796,
总负债(万元),127502,192214,174018,170653,151340,146300,190649,225122,197509,200191,152910,125223,103517,104177,70830,76353,70806,
流动负债(万元),67213,109036,103671,94809,70164,115600,168669,220929,194020,192911,134743,105809,83285,78292,44993,76353,70530,
股东权益不含少数股东权益(万元),271591,257301,246906,231922,224363,233053,226719,168550,169805,177691,161792,161677,152286,75526,78653,73458,55658,
净资产收益率加权(%),5.24,7.09,6.16,3.12,-0.59,5.99,4.34,-0.7,3.97,13.68,-0.1,5.98,2.5,12.19,18.63,30.1,18.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
