报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.02,0.03,0.05,0.04,-0.14,0.13,0.2,0.24,0.32,0.24,0.31,0.26,0,--,
每股净资产(元),--,--,--,--,--,--,--,2.85,2.68,3.43,3.09,--,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.67,-0.17,-0.11,0.61,0,--,
主营业务收入(万元),3805655,4448353,3877577,5206413,5981080,6097205,5126918,5850138,5804534,2047269,1856230,1605889,1140738,797844,
主营业务利润(万元),337514,403797,428100,397406,336323,648246,736514,763879,832307,391336,326150,270763,209212,153810,
营业利润(万元),61968,-3405,53040,62398,-357620,195873,289366,318663,488921,189851,145791,120831,88705,52092,
投资收益(万元),134219,56418,137521,151576,82572,11878,6235,5637,8010,4814,3252,4665,4076,1911,
营业外收支净额(万元),1953,1863,-7365,46998,64505,79983,51675,121849,75546,6530,33983,26199,0,14560,
利润总额(万元),63922,-1541,45675,109396,-293115,275856,341041,440512,564467,196381,179775,147029,108588,66652,
净利润(万元),50116,67275,83764,69803,-262148,227617,293538,357708,470564,159900,149048,122092,80468,45666,
净利润(扣除非经常性损益后)(万元),-95210,-17483,-78729,-40567,-333039,203383,259961,277820,439743,155192,143052,116491,74076,40249,
经营活动产生的现金流量净额(万元),96360,66899,-141577,-312321,-61165,188968,-132795,-716627,-987517,-112447,-72025,282531,0,--,
现金及现金等价物净增加额(万元),-427846,-113224,596447,-864132,-2692615,1064577,-49118,51998,-955405,-253132,1423392,128895,--,--,
总资产(万元),18265146,18619822,19544871,18428293,20763771,20650520,17341028,17916399,16018567,4401565,4178982,2576627,0,--,
流动资产(万元),12432479,13197925,13837996,12590838,15083300,15313913,12669384,13354425,12463005,3411015,3351077,1854129,--,--,
总负债(万元),9630894,10199161,11208521,12667645,14922666,14410104,12301194,13471796,11923172,2092533,2109394,2076651,--,--,
流动负债(万元),7483381,6935477,8663017,9535864,10982788,10535496,9138588,9836998,8247949,1569961,1464898,1716436,--,--,
股东权益不含少数股东权益(万元),8569969,8443599,6373389,5656966,5700085,6028880,4783808,4180996,3931733,2283054,2057937,489479,0,--,
净资产收益率加权(%),0.58,0.84,1.4,1.23,-4.49,4.1,6.33,8.75,12.56,7.42,23.27,0.26,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
