报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.07,0.07,0.05,0.04,0.03,0.02,0.22,0.23,0.37,0.38,0.2,0.21,
每股净资产(元),--,--,--,--,--,1.72,1.78,2.13,3.9,2.15,1.77,1.72,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.06,0.05,0.04,0.35,0.21,0.24,-0.07,
主营业务收入(万元),49182,45275,35624,31659,29192,25105,38211,25557,20755,19237,15503,11917,
主营业务利润(万元),8810,9399,7202,6173,5359,4639,9341,8340,5249,4535,2870,2560,
营业利润(万元),3752,3920,2645,1798,374,369,4323,4244,2520,2426,1223,824,
投资收益(万元),-63,-0,126,314,53,--,--,--,--,--,--,--,
营业外收支净额(万元),262,-3,-2,482,365,280,799,-60,389,134,131,315,
利润总额(万元),4015,3917,2644,2279,739,649,5122,4184,2908,2560,1354,1138,
净利润(万元),3561,3398,2242,1923,589,489,4264,3538,2467,2162,1137,1189,
净利润(扣除非经常性损益后)(万元),2601,3040,1896,1233,222,238,3573,3583,2138,2042,984,875,
经营活动产生的现金流量净额(万元),-4163,6000,-312,4054,4557,-1224,908,546,2637,1188,1383,-417,
现金及现金等价物净增加额(万元),-1320,1297,-8800,-11272,20462,-4144,-3006,818,10532,168,152,30,
总资产(万元),131435,119874,97154,83313,78004,53057,51963,48526,37762,22006,20725,20011,
流动资产(万元),47253,47720,31285,32846,47337,30242,29158,26570,20542,9322,7986,8400,
总负债(万元),32248,44786,24178,11427,7350,19001,16816,16123,8163,9762,10660,10224,
流动负债(万元),24327,36437,19179,8596,5327,16951,4195,3704,6347,7857,9174,8814,
股东权益不含少数股东权益(万元),99186,75088,72975,71886,70655,34056,35147,32403,29599,12244,10065,9787,
净资产收益率加权(%),3.85,4.61,3.1,2.7,1.47,1.42,12.67,11.46,17.56,19.4,11.48,12.63,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
