报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.42,0.42,0.35,0.54,0.79,0.93,0.68,-0.53,0.18,0.88,0.4,0.36,0.96,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,6.5,7.12,6.69,5.87,5.53,10.33,6.09,3.56,2.83,2.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.57,0.73,0.67,0.54,0.62,0.68,1.22,0.68,0.95,
主营业务收入(万元),656364,648853,601010,471042,395829,366880,326850,291029,352185,300066,135032,159013,155154,124907,93875,86181,67692,
主营业务利润(万元),146414,153820,135518,113687,91404,88647,89605,68636,78325,72428,36852,40257,43876,36578,28743,26167,22306,
营业利润(万元),77026,78902,66813,46061,33827,41488,30290,-21079,12935,42265,18091,17283,22177,17340,11909,9209,8739,
投资收益(万元),-3844,485,3768,4212,3988,4133,580,1097,-1,-40,-132,-37,340,-141,-1,0,0,
营业外收支净额(万元),-371,-520,-1011,4497,3741,2012,2345,903,584,-125,694,424,1516,-333,0,0,0,
利润总额(万元),76655,78382,65802,50559,37568,43500,32635,-20176,13518,42140,18785,17707,23693,16952,11847,8985,8142,
净利润(万元),69106,68896,57804,44118,32317,38128,27935,-22044,7487,36260,16234,14946,17745,12974,8779,6138,5565,
净利润(扣除非经常性损益后)(万元),58809,57359,49209,35389,22572,30984,24749,-24186,6644,36306,15813,14439,16629,13053,7870,5964,5737,
经营活动产生的现金流量净额(万元),74295,68876,83240,93883,80504,69251,60427,33276,24472,30017,27434,22315,12648,12162,14661,8171,11431,
现金及现金等价物净增加额(万元),45627,-11680,26942,17847,-43599,45915,-6152,-9087,-25073,-60249,4372,-4604,75076,29137,-3278,5202,-726,
总资产(万元),849950,679684,654885,582866,513955,478285,439174,423323,412816,376462,277327,263339,252080,153984,114500,98969,84902,
流动资产(万元),531131,411017,394422,341761,312956,257618,196601,168676,156869,181374,170938,171520,176976,83309,46434,35915,29077,
总负债(万元),315745,205775,198198,185705,159793,148483,142625,154359,107888,101215,35502,35671,39529,43948,71632,64808,52109,
流动负债(万元),289317,187941,182845,173198,96863,83731,81616,93040,104524,99074,33125,28913,31740,35809,62220,52513,52089,
股东权益不含少数股东权益(万元),531951,473198,456019,396475,353743,329414,294702,266903,303110,274740,241356,227152,212266,109696,42731,33952,32794,
净资产收益率加权(%),13.94,14.08,13.59,11.81,9.61,12.24,9.95,-7.83,2.55,14.09,6.93,6.8,13.63,18.72,22.9,19.13,18.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
