报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),1.83,1.44,1.46,2.11,1.61,1.21,1.74,1.47,1.79,1.61,0.36,
每股净资产(元),--,--,--,--,--,--,5.56,5.27,3.8,2.14,0.53,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,1.19,0.93,0.8,0.78,0.12,
主营业务收入(万元),637815,480974,458492,395161,333280,238586,195741,219380,245859,170302,42363,
主营业务利润(万元),127708,92653,93211,117344,107765,68298,74120,95608,88914,75869,18180,
营业利润(万元),109426,85837,67694,97024,74353,48162,69819,57085,71518,63688,13862,
投资收益(万元),2692,6169,4783,4788,7577,2141,864,--,25,--,--,
营业外收支净额(万元),-197,-261,-179,1358,1023,2148,1,1515,947,570,183,
利润总额(万元),109229,85576,67514,98382,75376,50311,69820,58600,72465,64258,14045,
净利润(万元),95706,75126,58519,84774,64729,43209,59555,50248,61106,55168,12369,
净利润(扣除非经常性损益后)(万元),81050,43066,54376,77433,57529,39350,49092,48939,61139,54652,12214,
经营活动产生的现金流量净额(万元),43494,16957,24296,29509,41595,9987,40697,31751,27291,26792,4267,
现金及现金等价物净增加额(万元),131111,10971,3294,-45643,666,28475,-13671,26980,14349,13216,1448,
总资产(万元),830511,645592,570336,549652,483499,426007,234736,210259,149116,91637,34123,
流动资产(万元),674462,501397,452125,451886,413397,370937,187580,168646,121971,71722,21082,
总负债(万元),177586,90019,67452,65507,56645,45792,44628,30115,19220,18347,16002,
流动负债(万元),86153,88514,66013,63833,54736,43674,43479,29573,19220,18347,16002,
股东权益不含少数股东权益(万元),652498,555389,502689,484001,426854,380215,190109,180144,129896,73290,18121,
净资产收益率加权(%),16.24,14.31,12.03,18.81,16.1,17.7,33.32,32.41,60.39,120.7,103.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
