报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),1.01,0.77,0.94,0.86,1.71,1.03,0.48,0.38,1.23,1.14,1.35,1.1,4.01,--,0.16,--,0.15,0.05,0.3,0.54,0.19,
每股净资产(元),--,--,--,--,--,9,7.96,7.85,7.86,7.08,9.29,8.33,15.56,4.13,2.28,2.17,2.21,2.06,1.6,1.93,1.53,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-1.69,-1.73,-2.44,-1.79,9.71,-3.35,20.42,10.12,1.44,-0.26,-0.78,-2.67,--,--,--,
主营业务收入(万元),4313970,3722071,4329163,3800192,5601344,2919753,1611527,1169388,2503319,2779490,2200652,1770762,3087111,583184,91831,81390,81618,82638,190094,227833,103036,
主营业务利润(万元),1701079,1203548,1624833,1420216,2765419,1318028,685962,543069,1501124,1626918,1326038,954267,1986293,274810,40093,40683,30346,11213,71227,142057,58703,
营业利润(万元),1701079,1203548,1624833,1420216,2765419,1318028,685962,543069,1501124,1626918,1326038,954267,1986293,274810,40093,40683,30346,11213,71227,142057,58703,
投资收益(万元),1874789,707131,1247453,1002751,1880078,1031126,603589,366341,1556336,1095979,347892,645084,757564,-17867,19310,28240,12805,3486,13410,5807,1367,
营业外收支净额(万元),-1616,43009,-7455,6040,-36704,224167,-1353,5658,1976,5076,4161,1808,4124,1367,-4359,-462,-297,-246,-1394,-5963,-72,
利润总额(万元),1699464,1246557,1617378,1426256,2728714,1542195,684609,548727,1503100,1631994,1330199,956138,1990417,324991,37950,21582,41353,14453,83244,141901,59998,
净利润(万元),1222861,938990,1143326,1036517,1979979,1133719,524392,423742,1257648,1131134,898403,730500,1238852,237104,40004,16569,36549,11008,63127,112950,38802,
净利润(扣除非经常性损益后)(万元),1214625,899758,1144955,1034236,2007680,965887,526782,419067,1256164,1127549,894018,729855,1235586,236320,41475,--,36626,11253,--,--,--,
经营活动产生的现金流量净额(万元),2197637,5765350,-10419305,-4939229,8624623,3043195,-1860957,-1910269,-2692391,-1775913,6436036,-2219037,6768165,3018390,356882,-64385,-192874,-662628,-356851,1234158,175377,
现金及现金等价物净增加额(万元),3782659,1667098,-3978184,-4611752,7681545,6661497,610695,-951741,-1006014,-5899221,5334447,-5010182,8810300,3539581,429885,-50843,-91370,-602900,-433550,1177609,318951,
总资产(万元),79172243,65313272,62557464,59743884,61610824,47962645,27135425,16850755,14828038,15317767,20680744,13688827,18965388,6363254,2031633,1321333,1181045,1863985,1866697,2356629,1179872,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,6045702,1762407,1058807,1097852,1685084,1798888,2280885,1126701,
总负债(万元),62627264,49630122,47243209,45165017,47437114,37849497,18195215,8182326,6129018,8232996,14199306,7936196,13563046,4998133,1347375,765428,632924,1352412,1534045,1954879,860602,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,4795118,1297846,715310,632924,1352412,1534045,1954879,860602,
股东权益不含少数股东权益(万元),16162521,15314077,14979905,14269595,13913779,9909867,8768848,8646500,8658728,7043490,6159944,5522177,5159943,1230995,564628,537392,548121,511573,332652,401750,319270,
净资产收益率加权(%),7.76,6.2,7.82,7.36,16.63,12.18,6.02,4.9,17,17.28,15.38,13.49,46.46,26.34,7.27,3.05,6.81,3.26,16.48,31.54,21.26,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
