报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.04,0.18,0.25,0.67,0.71,0.62,0.7,0.62,0,
每股净资产(元),--,--,--,--,3.83,3.12,2.49,1.85,1.84,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.51,0.22,0.23,0.15,-0.18,
主营业务收入(万元),16489,17390,18019,18535,17942,18515,22376,20548,14816,
主营业务利润(万元),7873,8428,8945,9436,8975,8282,9997,10028,7355,
营业利润(万元),557,2555,3963,4401,4097,3483,4265,4160,3489,
投资收益(万元),-46,300,167,83,--,--,--,--,--,
营业外收支净额(万元),-25,104,183,970,884,777,671,220,117,
利润总额(万元),532,2659,4146,5371,4982,4260,4936,4380,3606,
净利润(万元),577,2544,3668,4667,4280,3746,4224,3690,2887,
净利润(扣除非经常性损益后)(万元),260,1884,2873,4227,3918,3467,4271,3496,1991,
经营活动产生的现金流量净额(万元),898,3158,3452,3146,3042,1300,1403,905,-548,
现金及现金等价物净增加额(万元),-4726,5135,-2323,4322,2073,564,500,50,1063,
总资产(万元),58922,58412,54617,51580,28710,23733,23552,17508,17326,
流动资产(万元),31746,36801,42725,44724,25513,21150,21024,14160,12748,
总负债(万元),6222,6724,5194,5025,5715,5018,8583,6401,11469,
流动负债(万元),5719,6336,4427,4297,5042,4510,7909,6042,11193,
股东权益不含少数股东权益(万元),51641,51261,49423,46555,22995,18715,14969,11108,5671,
净资产收益率加权(%),1.12,5.06,7.61,13.42,20.52,22.24,32.86,46.32,68.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
