报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.59,0.59,0.58,0.55,0.55,0.55,0.51,0.45,0.38,0.33,0.25,0,0,--,--,--,--,--,--,
每股净资产(元),5,4.54,4.15,3.81,3.48,3.05,2.6,2.31,2,1.67,--,0,0,--,--,0,0,0,0,
每股经营活动产生的现金流量净额(元),1.01,0.3,1.95,2.2,2.53,0.11,0.1,1.05,0.69,-0.28,-0.08,0,0,--,--,0,0,0,0,
主营业务收入(万元),62726800,59858800,53704100,50601600,53616800,52085800,46262500,42196400,37773100,29041800,22227400,21118900,17923700,8715400,5549500,6375500,5629400,4825400,4368100,
主营业务利润(万元),26630500,25021600,23535800,22459500,23287100,23094400,21301200,18697100,15673800,11943000,7374200,5207100,7744700,-296500,-1094300,-77700,-294100,-92100,-600900,
营业利润(万元),26630500,25021600,23535800,22459500,23287100,23094400,21301200,18697100,15673800,11943000,7374200,5207100,7744700,-296500,-1094300,-77700,-294100,-92100,-600900,
投资收益(万元),1583900,1793100,627800,-206000,84600,188700,376900,-4800,-213900,-108500,-90800,464100,116900,2828200,2328200,1418600,1042300,753200,714800,
营业外收支净额(万元),27100,145800,412000,202900,-201400,131300,116200,95600,146300,130400,18600,27800,81000,-1313000,-505800,-496800,-554000,-369400,0,
利润总额(万元),26657600,25167400,23947800,22662400,23085700,23225700,21417400,18792700,15820100,12073400,7392800,5234900,7825700,1218700,787800,844100,194200,291700,115200,
净利润(万元),21209800,20278300,19296200,18394100,18058200,17946100,16631500,14509400,12192700,9487300,6499200,5147400,4378700,580700,104400,200300,192200,289700,115200,
净利润(扣除非经常性损益后)(万元),21164900,20229100,19269500,18445600,18419700,17972800,16565900,14393100,12072700,9375700,--,0,0,--,--,0,0,0,0,
经营活动产生的现金流量净额(万元),35257100,10592700,63341700,71597300,82034800,3461500,3287900,34077900,22300400,-8987800,-2102500,28478100,14471500,29510500,45321400,18781800,0,0,0,
现金及现金等价物净增加额(万元),47614000,-2280500,17354800,572900,8372800,-7555800,-13913700,31082900,22649000,8631700,-15926400,17437400,3734200,23328600,4060300,3029400,0,0,0,
总资产(万元),2487828800,2260947100,2105338200,1957006100,1779139300,1597415200,1456210200,1324434200,1167757700,1033740600,888258800,701435100,530550600,534394300,477101900,401376900,349401600,297656600,252799000,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,0,
总负债(万元),2291852600,2093468400,1962398500,1824847000,1657950800,1494153300,1371756500,1249298800,1102778900,979517000,853966300,672381000,603311100,525994100,469141200,393570600,335604700,284052600,239483100,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,0,
股东权益不含少数股东权益(万元),194835500,167029400,142641500,131819300,121009100,103106600,84310800,74981500,64960100,54207100,34281900,29044500,-72760500,8400200,7960700,7806300,13796900,13604000,13315900,
净资产收益率加权(%),12.43,13.66,14.57,15.14,16.79,19.57,20.89,20.74,20.46,22.49,20.53,0,0,--,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
