报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.99,0.68,0.39,1.59,1.29,0.39,-0.37,
每股净资产(元),6.09,4.74,4.06,1.97,1.79,0.5,-0.04,
每股经营活动产生的现金流量净额(元),0.3,-0.72,-1.47,--,--,-0.18,-0.12,
主营业务收入(万元),75420,58600,56603,43640,23502,7278,95,
主营业务利润(万元),22902,19516,21234,19125,10624,3698,8,
营业利润(万元),8492,5704,3830,6860,4512,1313,-353,
投资收益(万元),16,20,5,87,21,--,--,
营业外收支净额(万元),-260,-7,-5,1975,1175,376,18,
利润总额(万元),8232,5697,3826,8835,5687,1689,-335,
净利润(万元),7343,5052,2760,7443,5799,1656,-335,
净利润(扣除非经常性损益后)(万元),6930,4469,4783,8431,5776,1652,-350,
经营活动产生的现金流量净额(万元),2253,-5316,-10874,3848,5923,-820,-560,
现金及现金等价物净增加额(万元),8273,-2752,1306,1020,3252,346,-28,
总资产(万元),137992,83485,75150,42456,31287,8964,1165,
流动资产(万元),131760,76514,67954,40187,30001,8582,1077,
总负债(万元),92835,48310,44902,29352,23222,6698,1355,
流动负债(万元),92301,47612,44055,28174,22447,6603,1355,
股东权益不含少数股东权益(万元),45089,35040,30014,13104,8065,2265,-190,
净资产收益率加权(%),17.78,15.52,12.2,70.54,112.28,120.76,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
