报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.22,0.4,0.74,0.47,0.07,0.15,0.11,0.16,0.36,0.48,0.28,0.33,
每股净资产(元),--,--,--,--,--,--,--,--,4.52,2.12,1.64,1.35,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.31,0.63,0.82,0.34,
主营业务收入(万元),332222,368322,367580,305373,254513,226119,237414,213598,202829,189339,116883,132393,
主营业务利润(万元),57380,65803,96112,70606,29866,24538,22203,22195,25234,28423,18719,20181,
营业利润(万元),17378,33392,62059,39716,5667,3860,4031,5900,9335,12691,6594,7576,
投资收益(万元),3780,2224,1707,807,802,1272,194,0,--,--,-100,--,
营业外收支净额(万元),1254,1636,1356,256,389,840,352,374,563,487,126,159,
利润总额(万元),18632,35028,63415,39972,6056,4700,4383,6274,9898,13179,6720,7734,
净利润(万元),15613,29299,53734,34107,5412,4262,3007,4606,7672,10080,5833,6833,
净利润(扣除非经常性损益后)(万元),11250,25639,51350,33141,4432,2494,2579,4317,7225,9686,5770,6689,
经营活动产生的现金流量净额(万元),53463,44165,66738,54114,17552,9740,17532,18825,8593,13282,17135,7038,
现金及现金等价物净增加额(万元),-68318,121393,4832,13922,9047,-19961,-35537,-12367,64311,3651,1367,-13714,
总资产(万元),475172,416980,409269,318286,268701,230081,240233,226347,214669,149406,116233,106496,
流动资产(万元),346377,313222,319977,221845,185475,147991,155779,178320,167978,101381,71867,62944,
总负债(万元),201794,162079,187157,145051,129698,96513,96084,83001,76708,94544,72799,69507,
流动负债(万元),191179,154389,182128,143388,128448,95223,95425,83001,76708,94544,72799,69507,
股东权益不含少数股东权益(万元),266823,251466,222111,173235,139004,133568,134158,131158,126552,44584,34512,28346,
净资产收益率加权(%),6.02,12.37,27.17,21.85,3.97,3.21,2.27,3.57,14.05,25.49,18.66,26.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
