报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.32,0.48,0.95,1.53,1.38,1.46,0,0.56,
每股净资产(元),--,--,--,8.49,7.35,6.38,5.21,5.85,
每股经营活动产生的现金流量净额(元),--,--,--,1.81,1.92,1.38,1.69,0.86,
主营业务收入(万元),49043,38368,35428,33306,32564,35396,26479,28139,
主营业务利润(万元),14505,11410,12111,13489,13436,14769,10374,9971,
营业利润(万元),3564,4440,6281,7385,7115,7902,4318,2908,
投资收益(万元),--,331,631,5,--,--,--,--,
营业外收支净额(万元),-9,-5,-39,644,133,-183,-1758,62,
利润总额(万元),3556,4435,6242,8029,7248,7719,2560,2970,
净利润(万元),3452,3992,5368,6894,6193,6583,1929,2526,
净利润(扣除非经常性损益后)(万元),3155,3304,4657,6312,5957,--,--,--,
经营活动产生的现金流量净额(万元),4424,7288,3634,8164,8653,6189,7591,3851,
现金及现金等价物净增加额(万元),8532,10716,1877,4119,3312,243,1170,-1075,
总资产(万元),134983,100881,88245,55548,49697,48437,44574,42855,
流动资产(万元),60442,49415,59694,34429,29213,27216,22482,21867,
总负债(万元),56015,23929,13459,17365,16608,19742,21112,16522,
流动负债(万元),33701,22139,7670,11301,11649,19327,20640,14995,
股东权益不含少数股东权益(万元),79027,76979,74786,38183,33088,28695,23462,26333,
净资产收益率加权(%),4.43,5.29,9.09,19.59,20.45,25.46,7.69,9.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
