报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.03,0.1,0.17,0.12,0.13,0.13,0.36,0.02,-0.04,-0.3,-0.1,0.02,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,-0.28,-0.24,0.05,0.15,0.13,0.01,0.29,1.22,1.12,1.07,1.05,1.2,1.19,2.31,2.29,2.29,2.23,2.39,2.39,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.08,0.03,-0.22,0.21,0.08,0.06,-0.01,0.07,0.05,0.06,-0.05,0.03,-0.01,0.03,--,--,--,--,--,--,
主营业务收入(万元),188488,185462,174101,104607,70987,73494,84214,9866,9472,9354,9407,13640,12280,8146,9654,15726,16207,14026,14822,14900,16373,17860,14797,21030,19555,14319,16281,15217,
主营业务利润(万元),31237,34435,40993,17715,10579,9584,15827,5375,4502,4595,4337,6139,5348,3913,3574,6531,5944,5377,4739,4919,3486,4856,-14,79,705,660,2165,--,
营业利润(万元),3975,11225,20384,12641,10972,1896,5804,403,-541,-5370,-2198,391,800,-3575,-11002,966,730,336,-734,502,-8877,545,-45,98,863,660,2166,--,
投资收益(万元),-3375,226,2267,7944,10291,538,2,--,--,--,660,--,121,28,-1,0,5,7,7,7,22,10,177,1007,1216,2007,31,--,
营业外收支净额(万元),-35,-20,-85,1424,4368,2607,5159,-87,-15,636,633,-59,--,-37,-1649,334,-7,-19,-322,-22,-1001,--,0,0,0,0,0,--,
利润总额(万元),3939,11205,20298,14065,15339,4502,10963,317,-556,-4734,-1565,332,1879,-3584,-12651,1300,728,324,-1049,487,-9856,387,96,1041,2189,2765,2064,--,
净利润(万元),2707,10204,16583,12080,13118,4170,9492,317,-556,-4734,-1565,332,1879,-3582,-12641,1300,728,324,-1049,487,-9857,252,69,713,1739,2350,1754,564,
净利润(扣除非经常性损益后)(万元),1518,8953,13483,4193,754,1388,5085,403,-541,-5370,-2857,391,254,-3573,-10993,966,730,344,-587,688,-2288,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),-210,-35096,25658,-12940,6737,7913,16495,784,1216,526,-3455,3347,1297,945,-115,977,618,864,-716,338,-114,358,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-6774,-27506,38262,-3903,8727,-9669,581,6,-91,-8,84,-94,78,-58,-1531,1377,-383,-289,-109,376,-3534,2784,--,--,--,--,--,--,
总资产(万元),309198,312662,275223,269595,252483,211450,117343,19377,19553,22356,23865,35332,34611,34609,36327,45093,39849,37140,33061,34064,33650,48718,42023,43779,42234,34102,33720,17904,
流动资产(万元),124205,123562,127305,123388,123257,111526,46831,10431,11750,14342,20883,20404,18220,15017,16800,25740,21832,0,--,--,0,25230,19632,23580,25282,20424,22908,13076,
总负债(万元),101340,107346,74836,79291,75961,49055,41944,23690,23983,26230,23005,32906,32518,34395,32455,28583,24640,22659,18754,17758,17557,17368,10957,12334,11432,7190,7844,9477,
流动负债(万元),93410,99329,64657,67016,62721,36131,27743,23690,23983,26230,22275,31376,30988,32665,31725,27853,24640,0,--,--,0,16445,10976,10739,8853,5246,6373,6974,
股东权益不含少数股东权益(万元),207858,205316,200388,190304,176522,162395,75399,-4313,-4430,-3874,860,2425,2093,214,3868,16509,15209,14481,14306,16307,16093,31350,31067,30998,30285,26397,25361,7927,
净资产收益率加权(%),1.31,5.03,8.49,6.58,7.74,4.47,13.44,0,0,0,-95.28,14.71,162.96,-175.5,-124.07,8.2,4.9,2.26,-7.06,3.01,0,--,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
