报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),-0.15,-0.11,0.08,0.06,0.16,0.13,0.19,0.02,0.1,0.15,0.28,0.48,0.62,0.55,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,2.19,2.09,2.9,4.5,1.62,1.36,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.01,0.14,0.51,0.48,0.78,0.92,0.16,
主营业务收入(万元),43128,60363,65412,63610,50626,52803,58928,47677,41943,39667,32308,30475,30018,22285,18462,
主营业务利润(万元),15752,21719,22458,21463,17832,16315,13180,9045,8591,9825,8421,7163,7127,5024,3616,
营业利润(万元),-26749,-21316,14751,10694,5045,5357,6239,-1230,839,2268,3902,3693,4401,2798,1253,
投资收益(万元),-1218,-20,833,4282,598,529,3539,-412,44,--,--,--,-2,--,--,
营业外收支净额(万元),-131,-412,693,2053,553,10,26,156,126,5,434,--,282,297,25,
利润总额(万元),-26880,-21727,15444,12747,5597,5366,6264,-1074,966,2273,4335,4298,4683,3095,1278,
净利润(万元),-27518,-20350,15358,11593,5123,4220,6045,697,2119,3118,3891,3633,4006,2640,1184,
净利润(扣除非经常性损益后)(万元),-28494,-19908,12734,6547,4610,4213,2661,633,2012,3113,3523,3120,3766,2387,1072,
经营活动产生的现金流量净额(万元),10289,18638,17451,14227,6882,-2357,7215,969,-205,2845,7134,4175,5054,4395,767,
现金及现金等价物净增加额(万元),-2177,-63948,-18483,63621,5100,-12023,15140,2037,-3069,-3116,-8750,21564,2826,2695,-1291,
总资产(万元),274932,310309,385877,334949,186249,122607,64661,79282,68498,64886,59117,45145,20002,16330,16954,
流动资产(万元),55590,59424,123990,132282,54546,52834,47685,41011,30604,31700,26187,36255,14444,10742,11481,
总负债(万元),107660,114311,153977,110845,126206,66432,13085,22876,12101,11229,8983,5991,9484,9818,10386,
流动负债(万元),34971,82465,135823,94741,104762,66369,13011,21125,10373,9434,7110,5991,9484,6698,10213,
股东权益不含少数股东权益(万元),164830,193331,227799,221853,58489,54789,50535,45116,45672,43553,40435,39154,10518,6512,6568,
净资产收益率加权(%),-15.41,-9.77,6.86,7.57,9.14,8.07,12.64,1.54,4.75,7.42,9.83,14.63,47.04,34.45,18.21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
