报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.79,0.66,0.41,--,0.35,0.67,0.6,0.72,0.67,
每股净资产(元),--,--,--,--,--,4.4,3.83,3.32,2.7,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.01,-0.23,-0.61,0.46,
主营业务收入(万元),324360,272402,146855,--,50467,28031,20628,22195,19700,
主营业务利润(万元),91929,75066,41159,--,13932,8876,7191,7108,6462,
营业利润(万元),32324,27720,16659,--,4176,3197,2636,3546,3216,
投资收益(万元),773,-254,61,--,-14,-5,-153,-67,21,
营业外收支净额(万元),-587,-1105,311,--,796,265,398,248,296,
利润总额(万元),31738,26615,16970,--,4972,3462,3034,3793,3511,
净利润(万元),28244,23526,14670,--,4299,3126,2801,3364,3094,
净利润(扣除非经常性损益后)(万元),25938,23625,12404,--,3622,2699,2235,2975,2715,
经营活动产生的现金流量净额(万元),10483,-3980,-15023,--,-7489,59,-1071,-2834,2135,
现金及现金等价物净增加额(万元),13630,15837,-13700,--,7145,241,3254,409,-364,
总资产(万元),918231,652551,392137,229757,104204,59567,44258,34213,25103,
流动资产(万元),381655,290148,171538,130751,75502,46590,33251,19846,20359,
总负债(万元),718430,480623,262721,127851,67295,39120,26470,18761,12550,
流动负债(万元),484222,296538,184586,98096,64625,37356,25871,18199,12428,
股东权益不含少数股东权益(万元),178999,153127,116080,99713,36921,20449,17787,15452,12553,
净资产收益率加权(%),17.02,18.55,13.78,--,13.11,16.35,16.85,24.16,28.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
