报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.46,0.35,0.34,0.18,0.18,0.16,0.2,0.19,0.14,0.06,0.17,0.13,0.1,--,0.11,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.84,2.73,2.69,2.55,2.44,2.39,2.26,2.3,2.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.02,-0.2,0.12,0.73,-1.74,-0.1,-0.15,-0.24,0.08,
主营业务收入(万元),2012236,1786416,1545651,982978,718597,623362,550499,573590,396893,556413,490096,418127,435411,282887,290652,237220,233465,
主营业务利润(万元),521310,481023,368976,220314,233892,215163,210978,208621,169032,143684,166374,144026,123024,100146,74354,68344,58524,
营业利润(万元),274624,280598,185721,66259,86206,79714,93509,82595,66584,44079,96845,83340,69940,55722,32990,29586,28131,
投资收益(万元),18964,18951,6205,12383,-683,-67,1494,-172,-659,-1951,-817,-1073,0,-486,-495,-493,-494,
营业外收支净额(万元),1697,-566,-5172,2243,169,-386,-299,-312,-69,-444,-512,-2671,-397,-113,-118,0,0,
利润总额(万元),276321,280032,180549,68502,86374,79327,93210,82283,66514,43635,96333,80669,69543,55123,32377,29100,34680,
净利润(万元),165395,118951,114041,60059,61197,53083,66454,63339,46878,20306,57710,44893,32813,33517,20903,19054,22712,
净利润(扣除非经常性损益后)(万元),162929,113054,126523,57395,60236,53363,65473,63502,46933,20220,58886,46882,32999,29671,20804,18672,17566,
经营活动产生的现金流量净额(万元),12090,253291,-162828,206018,-316093,-125519,113411,47353,6773,-66190,40728,246597,-586668,-33767,-28807,-44289,14085,
现金及现金等价物净增加额(万元),-7605,200508,232635,141621,205153,85637,61951,-23135,28796,-204731,-36217,267408,-267429,441313,2825,-81882,45209,
总资产(万元),9381168,9189440,7998002,6434129,4741313,3768358,3210333,2948382,2851324,2574001,2635597,2561930,2040641,1468986,780467,670077,641270,
流动资产(万元),8285055,8297762,6991079,5612931,3931434,2920491,2511690,2231035,2130230,1818491,1873753,1931739,1534936,1222022,522243,403691,370921,
总负债(万元),7374373,7505042,6661801,5209186,3554424,2661006,2145294,1928767,1882564,1639084,1702448,1681250,1191993,646206,343865,227200,193530,
流动负债(万元),5010312,5011277,3900960,2979672,1845369,1295365,1194157,1202452,978063,897595,852371,911403,771202,452450,290374,227200,163530,
股东权益不含少数股东权益(万元),1736806,1521746,1259897,1166058,1126527,1090095,1057215,1010950,957712,917566,905979,858628,823159,804477,422449,429550,435720,
净资产收益率加权(%),10.87,9.02,9.41,5.25,5.52,4.94,6.43,6.43,5,2.23,6.55,5.34,4.03,6.77,4.99,4.34,5.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
