报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.55,0.55,0.55,1.7,1.68,1.21,1.07,0.89,1.64,
每股净资产(元),--,--,--,--,6.84,5.34,4.48,3.68,2.74,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.76,0.73,0.82,1.09,2,
主营业务收入(万元),156988,156932,150242,136136,99753,63383,45568,33133,27796,
主营业务利润(万元),60102,67561,65037,65558,54537,34350,27278,17406,13594,
营业利润(万元),22018,24886,24746,27462,25350,17299,15837,12211,10336,
投资收益(万元),2225,-37,8535,-419,296,-9,--,--,--,
营业外收支净额(万元),6757,3810,3697,608,792,1110,1004,1383,1155,
利润总额(万元),28775,28696,28444,28070,26143,18409,16841,13594,11491,
净利润(万元),28789,28510,28396,28014,26234,18793,16736,13597,13145,
净利润(扣除非经常性损益后)(万元),12049,20045,16627,27406,--,--,--,--,--,
经营活动产生的现金流量净额(万元),6099,22624,21314,30648,27476,11366,12828,16984,16021,
现金及现金等价物净增加额(万元),-145,53365,48746,52750,15021,-3775,855,-32811,37244,
总资产(万元),419811,395748,376005,328287,176283,135831,116303,100384,61375,
流动资产(万元),313456,297584,282608,245643,129502,117679,106839,94720,58700,
总负债(万元),123455,109950,99195,92415,69762,52702,46582,43101,39466,
流动负债(万元),47023,53360,46357,37589,27610,14438,11609,6912,18077,
股东权益不含少数股东权益(万元),296356,283360,272919,235806,106521,82347,68555,56179,21909,
净资产收益率加权(%),9.96,10.16,11.1,19.78,28.83,24.91,26.68,27.14,85.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
