报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.12,0,-0.91,0.02,-0.41,0.02,-0.09,0.28,0.72,0.57,0.39,0.69,0.43,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.53,0.65,0.63,1.53,1.55,1.96,1.95,--,3.82,1.97,1.32,1.02,-1.13,-1.63,0.74,1.47,1.29,1.02,1.37,2.24,2.31,2.29,2.85,2.94,2.79,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.8,0.11,0.37,-0.02,0.12,-0.06,-0.15,0.38,0.69,-0.93,0.26,0.1,0.1,0.24,--,--,--,
主营业务收入(万元),15284,18290,28701,86391,146803,46254,42305,58771,31213,21168,15632,19285,8520,5976,5488,15951,13305,40451,19393,20902,20297,18061,16498,18098,--,
主营业务利润(万元),8462,5846,6997,20727,36350,21433,23140,39867,21212,17663,12516,8656,1387,308,554,2172,448,1191,2135,4162,4431,2207,1323,--,--,
营业利润(万元),-4390,2344,-27626,32976,-15632,998,-3351,23784,12845,13818,10349,5905,2371,-7820,-5737,1176,-2247,-3558,-4530,1102,524,345,1401,--,--,
投资收益(万元),--,9537,-340,64851,7686,1774,--,29,39,589,41,477,23,-1171,-12,82,1089,-1006,-1029,190,-2,411,438,--,--,
营业外收支净额(万元),-772,-2006,-35715,-44706,-10216,2093,-49,1722,16181,-85,1758,1810,1206,-9082,206,-863,26,-130,-829,-118,2263,0,22,--,--,
利润总额(万元),-5162,338,-63340,-11730,-25848,3092,-3400,25506,29026,13733,12108,7716,3577,-18073,-5543,1396,829,-4670,-6347,1688,2785,2278,1860,--,--,
净利润(万元),-7772,292,-59925,1157,-26961,1603,-5637,18647,24690,13503,9301,8298,3519,-18073,-5555,1189,817,-4704,-6347,1356,1912,1917,1580,1606,--,
净利润(扣除非经常性损益后)(万元),-5691,-7397,-24373,-31109,-21565,-1147,-5589,17269,11190,10594,7345,457,-1105,-8978,-5826,563,-4118,-4537,-4753,960,-351,--,--,--,--,
经营活动产生的现金流量净额(万元),-23782,11626,6173,-16693,29915,7020,7709,29623,29295,2572,8858,-237,963,-479,-1133,2879,5211,-7043,2004,726,756,1790,--,--,--,
现金及现金等价物净增加额(万元),-23496,-13774,-8885,-2238,15892,-25797,14849,6069,48945,-2832,12503,2216,701,-201,-2631,1332,1272,-7540,-3397,2886,1584,743,--,--,--,
总资产(万元),322408,349796,493607,607459,803738,646821,236848,207297,189714,59347,43518,23381,22371,18658,22598,29480,32050,40074,40997,53029,62584,40705,39149,--,--,
流动资产(万元),86042,115608,169798,224288,287782,264099,101871,91489,87399,36863,30805,13283,15149,13722,16440,22518,14557,--,0,37618,43757,28148,26303,--,--,
总负债(万元),235728,257308,402949,446962,612953,428084,94505,27311,31696,11976,12150,11068,31446,30874,16736,18018,22120,32250,30610,36032,41544,23311,23564,--,--,
流动负债(万元),60745,64408,171445,173843,236971,191775,29242,23205,27556,11927,12080,10881,21997,30874,16736,18008,22110,--,0,36032,39177,22122,22791,--,--,
股东权益不含少数股东权益(万元),35296,42935,41442,101467,102395,129986,128764,161469,140539,46771,31368,12313,-9278,-12427,5619,11163,9759,7724,10388,16997,17532,17394,15485,15941,--,
净资产收益率加权(%),-19.9,0.7,-83.81,1.12,-23.17,1.24,--,12.32,32.82,33.64,53.5,118,--,0,-66.25,11.48,10.04,-58.99,-52.13,7.94,10.91,11.02,--,11.17,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
