报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.47,1.15,0.94,0.81,1.03,0.86,2.04,1.44,
每股净资产(元),--,6.8,5.65,5.22,3.55,1.97,2.25,3.81,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.17,2.1,
主营业务收入(万元),46885,36534,32510,25996,23438,15915,11913,7615,
主营业务利润(万元),21412,16671,14328,12467,11274,7384,4799,2847,
营业利润(万元),7502,6490,4957,3556,4595,3093,2147,955,
投资收益(万元),-96,-48,43,-6,3,15,--,--,
营业外收支净额(万元),766,130,430,785,585,464,291,112,
利润总额(万元),8268,6620,5387,4341,5181,3556,2438,1067,
净利润(万元),7455,5826,4773,3884,4624,3091,2286,964,
净利润(扣除非经常性损益后)(万元),6098,5217,4411,3558,4296,2916,2197,870,
经营活动产生的现金流量净额(万元),1512,4963,3402,-1963,4560,1230,350,1048,
现金及现金等价物净增加额(万元),22604,1963,5397,3184,2268,1820,316,870,
总资产(万元),93400,58469,47011,34556,23343,15439,9967,4321,
流动资产(万元),74453,44232,37047,26272,17957,11955,9586,4073,
总负债(万元),25307,23910,18286,9589,6860,7163,5475,2414,
流动负债(万元),21188,18612,13236,9589,6860,6362,5475,2414,
股东权益不含少数股东权益(万元),68079,34556,28730,24974,16471,8255,4492,1907,
净资产收益率加权(%),19.47,18.41,17.44,20.15,35.39,54.45,71.81,67.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
