报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),1.61,1.55,1.83,3,2.53,1.74,1.32,1.08,0.88,0.73,0.87,0.39,0.4,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.52,2.67,2.6,1.73,1.34,1.48,1.59,1.53,1.51,1.45,2.81,2.53,2.49,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.04,-0.06,1.31,0.79,0.61,0.13,0.54,0.03,0,0.06,0.58,0.1,0.3,0.17,--,--,
主营业务收入(万元),3544570,3066337,2783182,2537967,2172738,1894738,1671799,1457923,1113137,897184,782487,601649,485341,394246,348423,288248,232571,206570,188642,161773,124587,113910,98113,66974,
主营业务利润(万元),1117699,871772,710705,602882,510529,407760,330934,278760,213848,166036,152408,115093,101911,76166,62251,48764,37905,31014,30249,27017,21173,18867,14879,--,
营业利润(万元),339704,290957,234128,185649,138251,115693,92484,78267,61044,46170,53678,27300,30320,17394,13946,8759,7346,7963,9088,6957,5869,4927,4321,--,
投资收益(万元),-1501,3476,1765,2661,845,710,728,791,863,791,533,201,60,-302,29,317,-103,71,617,40,-311,437,117,--,
营业外收支净额(万元),7322,-3703,-1690,2578,3744,1594,1745,485,242,3378,2837,931,--,-419,-241,178,33,0,-248,-151,711,559,-129,--,
利润总额(万元),347027,287254,232438,188227,141995,117287,94229,78752,61286,49549,56516,28231,30397,16937,13923,9480,7373,7960,9457,6846,6269,5923,4309,--,
净利润(万元),281312,226723,177951,144659,109691,75667,57498,46993,38148,31731,37842,16861,17316,8335,6731,3058,3058,4653,5748,4591,4035,4025,3038,891,
净利润(扣除非经常性损益后)(万元),257444,223632,174006,141138,106504,73837,55418,46314,37419,28941,35995,16443,17560,8242,6734,2709,2781,4849,5422,4585,3231,0,--,--,
经营活动产生的现金流量净额(万元),200170,203950,166112,134696,65854,74085,47698,64273,1612,-2799,56794,34469,26579,5738,20333,1251,9054,2394,10967,1959,5632,2380,--,--,
现金及现金等价物净增加额(万元),-16694,2589,-25704,119089,46771,13431,11844,35,41568,-25196,11260,1433,12702,-23710,18542,3175,320,-2958,14228,-13912,28807,-1058,--,--,
总资产(万元),2146397,1921736,1598711,1445643,1141718,900720,767341,653873,584373,425562,356851,309242,250215,232544,205386,176850,143499,137095,124119,114343,100484,69110,62823,--,
流动资产(万元),1373587,1306389,1279272,1170897,895736,696762,602719,515990,470930,339371,288671,248884,209146,173681,160897,133944,106593,0,0,0,0,51297,46657,--,
总负债(万元),859735,879183,717824,681459,817383,648855,465827,419667,404919,290980,227481,219962,181788,159714,136687,111958,79704,76314,66314,62709,50193,46647,42613,--,
流动负债(万元),839664,739898,611254,578197,684964,627946,454679,409403,396912,290100,224386,217974,180787,158885,136183,111958,79684,0,0,0,0,46853,42739,--,
股东权益不含少数股东权益(万元),1230948,993815,839327,727852,297106,226701,257332,199874,152885,115855,113072,75212,58187,64199,60605,58141,57720,55113,53357,48165,47283,19572,18767,--,
净资产收益率加权(%),25.29,24.87,23.02,22.19,42.98,30.34,25.15,26.64,28.49,28.12,40.2,25.31,33.94,17.8,11.35,5.3,5.27,8.87,11.31,9.42,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
