报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),1.01,0.66,0.35,0.1,0.06,0.29,0.16,0.01,0.02,0.15,0.75,-0.12,0.54,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.46,2.38,3.31,2.38,3.48,3.14,3.09,3.07,2.06,1.89,1.63,1.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.52,-0.03,-0.46,-0.17,-0.07,0.36,0.23,0.24,0.46,0.64,0,0.45,
主营业务收入(万元),1195963,2141261,1150248,979225,628477,304042,453278,192071,185050,147596,91187,106900,106859,71174,54770,49058,42004,30645,25509,0,
主营业务利润(万元),47597,101434,55452,55816,11661,7699,5441,4304,5701,6097,7079,2343,3587,2535,2757,3404,4377,6472,5450,0,
营业利润(万元),45413,50946,17967,-754,-14946,10272,1230,-4658,-200,6114,6745,-3518,24170,-4189,-2319,969,1381,2379,2731,0,
投资收益(万元),40863,22085,31043,12229,32785,21428,12308,4913,6376,10296,11104,3800,30556,7883,2471,820,439,98,87,0,
营业外收支净额(万元),4051,-1011,-4757,454,2368,909,5185,7964,233,19,20497,-323,--,-176,-71,-52,-91,0,0,0,
利润总额(万元),49464,49936,13209,-299,-12578,11181,6415,3305,32,6133,27243,-3841,23646,4514,2592,3387,3678,4376,3611,0,
净利润(万元),47788,30713,13659,4003,2300,11123,6294,540,879,5976,22217,-3600,15992,4074,2249,3001,3595,3676,2719,0,
净利润(扣除非经常性损益后)(万元),4890,17296,-3126,-1659,-20519,-859,-5013,-4324,897,5129,3896,-1969,1719,155,-1747,809,0,0,0,0,
经营活动产生的现金流量净额(万元),16773,79136,55228,113840,25567,-12335,-19066,8725,20250,-1061,-13692,-5181,-2026,7107,4517,4730,6365,8854,0,0,
现金及现金等价物净增加额(万元),-138110,71450,27670,-22486,627,30802,-8664,16654,15804,-3192,9621,-18361,15405,1961,-8018,11716,-173,146,0,0,
总资产(万元),454618,970970,985917,814407,910587,938526,683844,328641,226939,188348,181146,149225,205868,135381,152399,141001,95893,97929,91917,0,
流动资产(万元),292714,315743,252248,138359,189827,226855,108086,58959,47890,42471,33964,36165,68173,33866,21623,22017,5393,4842,5272,0,
总负债(万元),134981,661539,714319,660961,731776,754272,511340,191996,109899,93175,79411,74476,100526,71927,88691,78240,66013,70347,67924,--,
流动负债(万元),111996,479734,465562,335201,344512,318885,146623,71492,72807,90360,74863,72121,84529,55703,69606,67404,49741,50879,41720,0,
股东权益不含少数股东权益(万元),303213,259098,227863,117490,134916,118933,112030,103486,94847,91963,98308,70785,103281,62244,61141,60872,28380,26142,22466,0,
净资产收益率加权(%),16.81,12.77,10.48,3.1,1.81,9.62,5.83,0.54,0.94,6.53,26.2,-4.12,17.76,6.58,3.71,5.51,12.87,15.13,12.88,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
