报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.1,0.72,0.04,0.14,0.26,0.3,0.14,0.14,0.27,0.35,0.4,0.22,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.78,2.54,2.3,1.94,2.56,2.54,3.5,3.18,2.9,2.57,2.14,0,-0.13,1.33,2.12,2.1,2.68,3.09,4.28,2.25,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.3,0.33,2.12,-0.47,-0.68,-1.67,1.41,0.95,-1.18,0.38,0.78,0.12,-0.04,0.04,--,--,--,--,--,--,--,
主营业务收入(万元),43814,35793,51314,62076,41321,51182,56395,42131,39984,73520,69390,31213,18592,33483,43885,49531,29564,47579,46564,7818,16779,15135,24120,31344,53590,43868,48133,16603,9053,
主营业务利润(万元),10476,9692,8391,10586,13625,20684,15698,15325,16845,20679,22285,15100,6884,10099,11464,9705,8507,7968,8421,1170,1223,1774,-1908,-5234,413,1730,4755,1734,332,
营业利润(万元),3022,1912,-31,2288,5189,8458,4765,4168,7481,9840,10526,6103,227,3771,4119,3431,3386,3618,3243,-3155,-5771,-6855,-1908,-5213,789,1817,4758,1754,332,
投资收益(万元),--,--,--,--,146,--,--,170,--,--,--,--,67,-78,-263,-42,3,-7,-58,103,-933,-276,2233,-796,218,215,-120,0,0,
营业外收支净额(万元),1284,18997,1638,1673,2010,-7,187,73,-12,-262,-94,-755,0,-38,-26,-31,-12,-19,-9,-86,-386,--,0,0,0,0,10,--,--,
利润总额(万元),4306,20909,1607,3961,7199,8450,4952,4241,7469,9578,10432,5348,314,3655,3830,3358,3378,3591,3176,-3139,-7478,-7119,123,-5417,2189,2954,4648,1736,330,
净利润(万元),2109,14600,763,2860,5296,6078,2875,2796,5430,7060,8023,4357,187,3102,3154,2773,2985,3591,3176,-3343,-7528,-7056,147,-5129,1401,2802,4027,1589,542,
净利润(扣除非经常性损益后)(万元),1151,537,-419,1605,3745,5758,2721,2610,5468,7252,8039,4999,243,3134,3127,2802,3000,3610,3185,-3256,0,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),3249,-11812,41922,44431,3989,-32194,7420,9241,-26236,6739,42788,-9543,-9098,-22398,12660,8520,-10558,3448,7033,1055,-386,392,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-5052,3122,-10894,13270,-12030,579,-6775,5295,-6479,-7094,8923,15268,-2035,-919,-8164,8159,-928,525,14034,269,-1220,1571,--,--,--,--,--,--,--,
总资产(万元),197237,191725,152828,187381,217051,223673,189272,202050,180478,158976,173846,166722,110694,102778,100155,116716,85996,69451,69352,31042,33663,55282,53589,58435,89347,63649,49984,20880,6128,
流动资产(万元),185246,178856,135555,169669,198113,203957,168140,182696,161501,140145,155588,155095,99393,93380,90326,106195,75334,57839,61122,12959,0,30133,29839,28906,58019,39252,32521,12784,3766,
总负债(万元),101644,96699,72813,107923,139758,151338,122918,138713,119893,102996,123415,123963,73970,65053,64991,87570,59965,46406,50159,--,29999,37457,29419,34396,54496,36624,27211,14905,4324,
流动负债(万元),97644,89855,63813,74923,72258,77304,64888,123687,63877,72963,108385,101824,33111,50053,54991,87570,51965,24406,42159,25633,0,34457,29201,33736,50143,35039,23561,13841,3619,
股东权益不含少数股东权益(万元),89116,88480,74081,73621,71507,66594,60812,58441,56049,51325,46478,39060,34382,34198,31410,28525,26031,23046,19194,19,-1177,11921,18977,18830,24061,22150,20443,5975,1515,
净资产收益率加权(%),2.37,17.97,1.03,3.95,7.68,9.55,4.83,4.89,10.11,14.77,17.15,11.77,0.54,9.45,10.52,10.19,12.15,16.69,22.12,577.29,0,-45.6,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
