报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.9,0.61,0.38,0.57,0.58,0.5,--,--,
每股净资产(元),--,--,4.7,--,5.58,5.01,3.21,2.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.99,-0.86,0.54,1.09,
主营业务收入(万元),95016,65383,39014,23253,17789,14784,14061,9614,
主营业务利润(万元),30312,18998,11711,8767,8105,6535,6881,4813,
营业利润(万元),19302,11943,7783,7080,4764,4208,4068,2834,
投资收益(万元),9,97,104,175,19,28,24,--,
营业外收支净额(万元),2,-7,167,51,1921,272,-2,257,
利润总额(万元),19304,11936,7949,7131,6685,4480,4066,3091,
净利润(万元),15774,9711,6044,5069,4619,3282,3185,2566,
净利润(扣除非经常性损益后)(万元),15154,9283,5624,4796,4077,3212,3237,2451,
经营活动产生的现金流量净额(万元),-17438,-14627,-22400,-9245,7946,-6890,2725,5456,
现金及现金等价物净增加额(万元),-6516,11436,1985,-3943,1054,1313,3050,-1005,
总资产(万元),380394,267042,174348,107114,80853,77586,62137,50654,
流动资产(万元),103715,65230,37404,31817,18990,22083,14854,6559,
总负债(万元),179593,164092,91336,31006,31302,33987,42704,37338,
流动负债(万元),99882,85271,48483,16425,16287,13888,26305,28775,
股东权益不含少数股东权益(万元),181325,93256,75258,69747,44671,40052,16071,10174,
净资产收益率加权(%),13.84,12.19,8.35,9.41,10.9,11.05,27.07,27.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
