报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.66,0.68,0.66,0.56,0.57,0.52,0.51,0.46,0.52,0.47,0.41,0.42,0.31,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.78,3.47,3.19,3.01,2.79,2.97,2.8,2.5,2.31,2.14,2.05,1.93,1.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.93,0.93,0.69,0.62,0.7,0.66,0.61,0.55,0.33,0.3,0,0.18,0.16,
主营业务收入(万元),294642,296695,286141,249914,242700,233957,233010,222251,221635,210957,177156,168956,168888,161790,153802,124290,89655,75163,61145,40877,34944,
主营业务利润(万元),165011,165950,165148,138817,136915,132638,134943,131609,141389,141787,116555,113681,119536,111520,100257,65342,44522,39799,30450,22567,18617,
营业利润(万元),155582,154699,154012,124350,126273,117010,120580,111542,124154,113319,95921,95080,110801,96631,87253,52834,36775,32504,25742,20166,15726,
投资收益(万元),3827,2526,2388,4672,7440,12701,8866,1203,802,1040,384,385,649,145,408,12,89,2,56,1730,1452,
营业外收支净额(万元),434,55,30,242,-186,143,278,-33,431,-642,-841,3642,-939,123,-1638,-775,-176,-25,0,0,-21,
利润总额(万元),156017,154754,154042,124592,126087,117153,120859,111510,124585,112677,95080,98723,109861,96898,86023,52070,36688,32481,25799,21777,17157,
净利润(万元),109755,112304,109134,93326,93787,86087,84791,76100,85673,78292,67345,69180,51745,74930,65925,40440,28326,25839,24812,17970,14443,
净利润(扣除非经常性损益后)(万元),108481,112071,110148,93153,93914,83049,84581,76077,85350,78655,67974,66449,61841,74842,67541,41000,28461,24664,0,0,--,
经营活动产生的现金流量净额(万元),182270,180762,188280,175240,152072,159580,149313,130979,154841,154338,114274,103354,116565,108888,100452,91754,55291,50261,41705,0,--,
现金及现金等价物净增加额(万元),-54821,62408,-7142,119157,24630,-8273,-21717,15961,-15870,-28646,51173,12406,672,-18051,-9708,17740,-61828,74744,8470,0,--,
总资产(万元),1592001,1478029,1417600,1312080,1214070,1153244,1220297,1133416,1010600,941139,957369,858703,738790,723297,697044,655192,621488,506220,435967,430201,305477,
流动资产(万元),274443,269359,234022,227616,122237,75586,134807,101300,74743,83911,106845,55346,42555,41887,60918,71266,56765,--,0,0,37135,
总负债(万元),435027,419919,414596,370066,323392,308275,430927,401393,354543,338504,404274,336880,254388,224698,213417,220804,216842,131781,128373,139078,44695,
流动负债(万元),210350,143153,121446,94615,106961,126846,292161,91134,79002,81281,170461,302364,217293,176764,93619,102497,99152,--,0,0,12993,
股东权益不含少数股东权益(万元),1073791,1007000,937910,867896,811657,760196,705953,654334,626675,575671,529454,499801,462538,492087,463619,414275,383786,355220,288704,272343,257190,
净资产收益率加权(%),10.58,11.56,12.12,11.16,11.95,11.83,12.54,11.81,14.39,13.6,13.08,14.36,11.27,15.68,15.07,10.2,7.62,8.74,8.7,6.8,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
