报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),-0.05,0.42,-0.45,0.17,-0.13,0.02,0.04,-0.06,0.14,-0.27,0.18,0.31,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.11,1.21,1.48,1.3,1.08,1.59,1.7,1.7,1.53,1.22,1.16,1.67,1.5,0.31,2.29,2.66,2.2,2.15,2.86,1.48,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.16,0.91,0.47,-0.03,0.98,-0.39,-0.09,-0.16,0.25,-0.13,0,0.31,-0.02,-0.01,--,--,--,--,--,--,--,
主营业务收入(万元),1632,1741,2206,29950,1976,6116,2902,3339,62516,7120,45915,46691,44290,24916,18810,27496,23308,715,1575,6213,220,4459,883,9367,34333,4946,26514,12960,6746,
主营业务利润(万元),236,-191,150,11659,588,2482,788,940,11629,2368,7044,17412,14272,7685,6653,9919,10204,313,1053,1566,-62,477,-1514,156,1598,-2444,0,6141,2199,
营业利润(万元),-1604,7406,-8345,5168,-2399,409,-115,-1179,6451,-4075,2391,10897,5195,2736,2015,5731,6567,-1604,-3741,-677,1417,-10436,-1514,156,1801,0,3817,0,2199,
投资收益(万元),-94,12425,-60,1131,506,171,955,343,147,--,--,--,55,-770,-783,-791,-509,2232,-1080,4466,1647,904,246,69,0,731,562,0,0,
营业外收支净额(万元),619,225,-133,11,-5,-2,24,234,-393,-87,2309,-136,--,-188,10,-409,24,-411,-80,-191,621,--,0,0,0,0,0,--,--,
利润总额(万元),-985,7631,-8478,5180,-2404,407,-92,-946,6058,-4162,4700,10761,5210,1777,1243,4530,6081,216,-4901,3598,3685,-12845,1069,2024,1770,-2604,4158,6168,2197,
净利润(万元),-903,7744,-8326,3211,-2368,326,697,-1143,2556,-4943,3251,5664,442,317,525,2522,5204,256,-4864,3622,3685,-12845,863,1545,1414,-2606,3555,5000,1727,
净利润(扣除非经常性损益后)(万元),-1519,-4937,-8205,1924,-2851,229,-975,-1546,2635,-4921,1520,5744,336,488,139,4297,5180,-1753,-3031,-745,3679,--,--,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),-1166,-1478,-12894,20376,-2489,1538,784,-13024,2949,16837,8686,-507,18030,-6118,-1466,-2480,3907,-2056,60,4886,-269,-87,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-16185,10375,-21081,22779,6688,2687,774,-13307,-4052,12046,-1323,-7560,12245,1557,-2037,-803,4291,2,52,23,0,-31,--,--,--,--,--,--,--,
总资产(万元),24687,41649,51808,62277,40470,27071,30970,30014,45194,82650,56514,79894,72735,64723,53664,54033,47575,36376,35201,42885,42012,33011,61960,78785,70090,88423,91018,47745,14173,
流动资产(万元),14063,30827,21853,54398,36633,24269,21948,20769,35691,77694,51254,73089,64454,55841,43751,43132,35299,0,0,--,0,8326,50588,64041,50786,51963,79325,41349,13055,
总负债(万元),3702,19679,37087,37145,19238,4536,6517,6363,18381,54548,21595,48446,45220,37674,25034,25701,22285,17318,16752,16543,18732,28188,26331,37364,37498,56504,60729,38634,6256,
流动负债(万元),3702,19679,37087,37145,19238,4536,6517,6363,18002,54520,19468,48418,37180,15206,19923,14153,19258,0,0,--,0,26840,23051,32860,27081,41717,41660,17434,3256,
股东权益不含少数股东权益(万元),19744,20647,12903,21229,18018,20383,20057,19360,20503,22394,27337,24086,20011,24733,26517,26395,23778,19058,18097,26004,23280,4824,35630,41421,32592,31919,30289,9111,7916,
净资产收益率加权(%),-4.47,46.16,-48.79,16.36,-12.33,1.61,3.54,-5.73,13.3,-19.88,12.65,23.74,2.2,1.28,1.97,10.07,24.3,1.36,-23.8,0,0,--,--,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
