报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.54,0.49,0.47,0.51,0.74,0.61,0.6,0.68,0.85,0.63,0.4,0.33,0.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.68,5.71,5.76,5.25,7.11,3.98,3.68,3.5,4.02,3.36,2.31,2.21,1.79,2.12,2.47,3.04,3.5,3.98,3.11,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.16,7.13,5.66,5.87,6.49,5.1,2.67,1.91,1.81,1.14,0.4,0.99,0.11,0.88,--,--,--,--,--,--,--,--,
主营业务收入(万元),5045877,4842671,4718112,4707724,4921816,5116420,5192598,4926287,4701516,3105242,2918690,2556373,2293568,2088168,1810669,1375271,1159108,758464,577310,247442,57610,44245,62130,58177,53898,35320,44231,30543,26196,19391,
主营业务利润(万元),1015037,975766,966319,959790,1047875,1057054,1062128,1032178,1021484,658460,595407,521073,452540,406974,314259,240542,200805,133310,78811,39365,10212,9311,960,623,1796,2140,2889,0,0,0,
营业利润(万元),148101,143577,157690,101970,172112,153425,172460,197375,251832,110624,95582,63723,105744,26998,27366,22392,20814,11718,4415,1884,101,-1017,1400,2196,2885,0,2734,0,0,0,
投资收益(万元),22566,20906,64254,27652,55605,27701,24266,32376,68397,30319,27297,22301,82641,17008,10927,4705,6861,6557,7975,4468,3593,921,2685,488,378,757,0,0,0,0,
营业外收支净额(万元),11710,12671,2100,22914,20526,26717,14014,15708,10068,2080,-7568,-1438,--,1109,3108,7427,305,305,-401,249,289,0,0,0,0,15,0,--,--,--,
利润总额(万元),159811,156248,159790,124884,192639,180141,186474,213083,261900,112704,88014,62286,85941,46872,42999,36341,28865,19124,12238,6696,4384,6805,4223,5632,3371,3042,2615,2726,2512,2730,
净利润(万元),95819,87210,84705,90036,127546,104638,103579,117038,139180,29798,18814,13981,30632,14231,13496,13166,9011,8252,7005,5417,4073,4076,3626,4912,2831,2607,2229,2317,2135,2321,
净利润(扣除非经常性损益后)(万元),80719,68732,63439,68502,77791,86695,93120,107905,55495,28291,18378,13917,21213,11569,9656,8480,8204,7180,5581,5337,2524,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),262399,179899,213286,168475,159962,202862,384341,167125,354809,336409,267209,251887,278670,218792,114637,82165,59722,37603,9768,24278,2508,16734,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),255522,82716,-218612,-47894,-94429,70359,242390,-93977,56670,242885,17535,171887,261751,136667,36730,1245,41953,8790,14042,14795,10878,-348,--,--,--,--,--,--,--,--,
总资产(万元),5569277,4543737,4467054,4560960,4223554,4403681,4084073,3898594,3688988,2128505,1857903,1643761,1538659,1138486,943358,725903,624743,479481,345744,325924,130918,116729,81475,80063,79189,62942,45741,11273,10012,10512,
流动资产(万元),2060634,1957204,1755444,1909211,1747824,1766672,1889002,1795610,1745028,1374497,1068000,1028855,833355,554391,396377,271472,247477,0,0,--,46300,38554,49408,31541,36259,33326,25710,8557,6968,7511,
总负债(万元),3376516,2558833,2435040,2558318,2292324,2485530,2487857,2385097,2325630,1619749,1367490,1205497,1041062,785987,611582,417094,367584,300005,241341,223417,70212,56438,45512,44375,41911,29077,19287,7218,6977,7096,
流动负债(万元),2342536,2268756,2239984,2317395,2061494,2265883,2393869,2308352,2272214,1601290,1342415,1175799,980995,750869,581888,379200,343605,0,0,--,34423,34876,33252,23742,25755,20079,12888,7218,6927,6996,
股东权益不含少数股东权益(万元),1829839,1631404,1665009,1658522,1513892,1597167,1292795,1225782,1098339,269552,271697,225350,305244,170648,157836,150184,132664,111063,56477,54109,40716,40144,35964,34088,35677,33866,26455,4055,3035,3416,
净资产收益率加权(%),5.53,5.28,5.08,5.64,8.08,7.24,8.22,10.1,13.71,10.54,7.88,4.55,13.33,8.44,8.55,9.33,7.11,9.13,13.22,0,--,10.71,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
