报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.6,-0.71,0.46,0.62,-0.92,0.18,-1.56,-0.72,0.02,0.02,0.01,-0.12,0.03,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.67,2.65,2.64,2.63,2.65,2.69,2.66,2.61,2.51,2.4,2.3,2.87,0.25,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.13,1.13,-0.27,0.53,-0.16,-0.07,0.37,0.16,0.44,0.29,0.25,0.51,0,--,--,
主营业务收入(万元),99585,99668,92227,96683,125090,149370,186039,159980,159815,130679,155611,175232,183711,163891,144645,139365,115230,79915,99728,83648,82139,67227,72812,
主营业务利润(万元),13959,12764,12973,14655,19203,22602,21199,20098,19742,19019,21638,24763,24513,20125,18693,17941,16959,12319,14022,12294,8641,7749,10525,
营业利润(万元),-9590,-11952,8676,11160,-15697,1489,-27654,-11869,-4618,566,454,-2009,1555,337,1962,2474,2266,1818,2704,4086,2736,2294,3995,
投资收益(万元),-16,--,19622,26377,2351,31553,-2,843,5,4,12750,--,1216,1823,-257,293,192,548,0,0,0,0,0,
营业外收支净额(万元),18,-208,121,21,-576,68,125,-116,6105,584,478,545,--,-155,151,37,335,117,122,-103,0,0,0,
利润总额(万元),-9572,-12160,8798,11181,-16274,1558,-27529,-11985,1487,1150,932,-1464,1756,2006,1855,2804,2794,2482,2926,3983,2750,2349,4108,
净利润(万元),-10614,-12766,8240,11071,-16327,3226,-27733,-12844,361,276,223,-2116,488,732,1131,1844,1965,1764,3035,2647,1843,1574,2752,
净利润(扣除非经常性损益后)(万元),-9720,-11756,-11234,-12123,-15607,-26877,-27862,-12733,-5760,-377,-231,-2616,-437,-523,1288,2378,1740,1686,1765,2717,0,--,--,
经营活动产生的现金流量净额(万元),5476,4856,5642,-1188,1597,-1498,-19193,2301,-2219,20190,-4838,9472,-2960,-1244,6580,2918,7892,5155,4372,7015,0,--,--,
现金及现金等价物净增加额(万元),-4958,-1069,5871,-11688,-6186,5042,-17727,13062,10090,12160,11855,4789,-773,-13634,-11653,5003,9004,6830,-12524,33350,0,--,--,
总资产(万元),141819,154422,163259,168604,223261,247960,353780,338850,254254,209108,182370,162373,138917,147651,149455,119370,106274,77589,66527,69413,32185,32560,35966,
流动资产(万元),10551,16676,19136,17395,56987,73608,166486,157330,134294,111261,99899,81405,73161,84953,75959,79957,70162,--,--,0,0,13053,15651,
总负债(万元),150190,152183,148257,161844,227467,235827,336456,275017,195134,150305,130650,110874,86972,91230,92533,67793,57409,34751,25451,30082,20340,22560,27718,
流动负债(万元),149423,150632,146997,160221,225891,235270,335916,244779,175869,150305,121763,103826,86972,91230,92533,67793,57409,--,--,0,0,22560,27718,
股东权益不含少数股东权益(万元),-8448,2167,14933,6693,-4362,11965,6724,49297,47554,47192,47104,46881,47291,47838,47353,46526,44682,42717,40953,39320,11846,10000,8248,
净资产收益率加权(%),0,-149.31,76.21,943.32,0,38.7,-78.27,-31.23,0.76,0.58,0.47,-4.41,1.01,1.54,2.41,4.04,4.5,4.22,7.81,17.54,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
