报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),2.13,1.78,1.58,3.94,2.72,1.2,0.52,--,--,
每股净资产(元),--,--,--,--,5.9,3.68,2.61,5.68,5.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,4.09,2.38,1.54,0.31,0.15,
主营业务收入(万元),231391,229565,191801,128505,102398,72314,41140,32654,33104,
主营业务利润(万元),71945,77574,72856,48791,33060,21915,11166,8681,8643,
营业利润(万元),32691,28069,25752,23292,16060,6934,2561,182,1960,
投资收益(万元),817,-823,6,-6,168,273,177,11,44,
营业外收支净额(万元),87,118,212,962,566,206,382,502,197,
利润总额(万元),32779,28186,25964,24254,16626,7141,2943,684,2157,
净利润(万元),29559,24921,21618,20665,14270,6158,2583,676,1856,
净利润(扣除非经常性损益后)(万元),24694,25715,21398,19807,13656,6533,1815,222,2135,
经营活动产生的现金流量净额(万元),44647,26135,28117,17568,21460,12514,7676,766,373,
现金及现金等价物净增加额(万元),-21008,9775,42780,26486,16338,6024,2775,-2041,4844,
总资产(万元),246137,216681,218714,108015,67179,44204,30336,23753,22199,
流动资产(万元),173432,159635,166136,79341,46840,29192,20806,16506,17013,
总负债(万元),82995,66867,80395,62301,35902,24679,17284,9559,8870,
流动负债(万元),76807,61021,77721,57116,33485,23347,15951,8757,8180,
股东权益不含少数股东权益(万元),162899,148968,136687,45123,30957,19312,12747,13915,13240,
净资产收益率加权(%),18.9,17.6,18.85,55.46,59.36,38.93,19.37,4.98,22.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
